#adm2+name+i_en,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_en,#adm2+name+alt2+i_en,#adm1+name+i_en,#adm1+code+v_pcode,#country+name+i_en,#country+code+v_iso2,#date+start,#date+updated,#date+end
Low Lands,SX11,,,,Low Lands,SX1,Sint Maarten,SX,2018-09-14,2019-11-10,
Maho Reef,SX12,,,,Low Lands,SX1,Sint Maarten,SX,2018-09-14,2019-11-10,
Simpson Bay,SX21,,,,Simpson Bay,SX2,Sint Maarten,SX,2018-09-14,2019-11-10,
Colebay,SX31,,,,Cole Bay,SX3,Sint Maarten,SX,2018-09-14,2019-11-10,
East Cul-de-Sac,SX41,,,,Cul-de-Sac,SX4,Sint Maarten,SX,2018-09-14,2019-11-10,
West Cul-de-Sac,SX42,,,,Cul-de-Sac,SX4,Sint Maarten,SX,2018-09-14,2019-11-10,
Little bay,SX51,,,,Little Bay Area,SX5,Sint Maarten,SX,2018-09-14,2019-11-10,
Great Bay,SX61,,,,Philipsburg,SX6,Sint Maarten,SX,2018-09-14,2019-11-10,
Belvedere,SX71,,,,Lower Princess Quarter,SX7,Sint Maarten,SX,2018-09-14,2019-11-10,
Dutch Quarter,SX72,,,,Lower Princess Quarter,SX7,Sint Maarten,SX,2018-09-14,2019-11-10,
Garden of Eden,SX73,,,,Lower Princess Quarter,SX7,Sint Maarten,SX,2018-09-14,2019-11-10,
Madame's Estate,SX74,,,,Lower Princess Quarter,SX7,Sint Maarten,SX,2018-09-14,2019-11-10,
Middle Region,SX75,,,,Lower Princess Quarter,SX7,Sint Maarten,SX,2018-09-14,2019-11-10,
Mount William Hill,SX76,,,,Lower Princess Quarter,SX7,Sint Maarten,SX,2018-09-14,2019-11-10,
Over the Pond,SX77,,,,Lower Princess Quarter,SX7,Sint Maarten,SX,2018-09-14,2019-11-10,
West Suckergarden,SX78,,,,Lower Princess Quarter,SX7,Sint Maarten,SX,2018-09-14,2019-11-10,
Dawn Beach,SX81,,,,Upper Princess Quarter,SX8,Sint Maarten,SX,2018-09-14,2019-11-10,
Defiance,SX82,,,,Upper Princess Quarter,SX8,Sint Maarten,SX,2018-09-14,2019-11-10,
East Suckergarden,SX83,,,,Upper Princess Quarter,SX8,Sint Maarten,SX,2018-09-14,2019-11-10,
Guana Bay,SX84,,,,Upper Princess Quarter,SX8,Sint Maarten,SX,2018-09-14,2019-11-10,
Hope Estate,SX85,,,,Upper Princess Quarter,SX8,Sint Maarten,SX,2018-09-14,2019-11-10,
Oysterpond,SX86,,,,Upper Princess Quarter,SX8,Sint Maarten,SX,2018-09-14,2019-11-10,
Pointe Blanche,SX87,,,,Upper Princess Quarter,SX8,Sint Maarten,SX,2018-09-14,2019-11-10,
