#country+name+i_fr,#country+code+v_iso2,#country+name,#country+name+alt1+i_fr,#country+name+alt2+i_fr,#date+start,#date+updated,#date+end
Côte d'Ivoire,CI,Cote d Ivoire,,,2011-12-24,2018-07-06,
