#adm3+name+i_en,#adm3+name+i_th,#adm3+code+v_pcode,#adm3+name,#adm3+name+alt1+i_en,#adm3+name+alt2+i_en,#adm3+name+alt1+i_th,#adm3+name+alt2+i_th,#adm2+name+i_en,#adm2+name+i_th,#adm2+code+v_pcode,#adm1+name+i_en,#adm1+name+i_th,#adm1+code+v_pcode,#country+name+i_en,#country+name+i_th,#country+code+v_iso2,#date+start,#date+updated,#date+end
Nong Yong,หนองยอง,TH380502,,,,,,Pak Khat,ปากคาด,TH3805,Bueng Kan,บึงกาฬ,TH38,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Na Kang,นากั้ง,TH380503,,,,,,Pak Khat,ปากคาด,TH3805,Bueng Kan,บึงกาฬ,TH38,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Non Sila,โนนศิลา,TH380504,,,,,,Pak Khat,ปากคาด,TH3805,Bueng Kan,บึงกาฬ,TH38,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Som Sanuk,สมสนุก,TH380505,,,,,,Pak Khat,ปากคาด,TH3805,Bueng Kan,บึงกาฬ,TH38,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Na Dong,นาดง,TH380506,,,,,,Pak Khat,ปากคาด,TH3805,Bueng Kan,บึงกาฬ,TH38,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Bueng Khong Long,บึงโขงหลง,TH380601,,,,,,Bueng Khong Long,บึงโขงหลง,TH3806,Bueng Kan,บึงกาฬ,TH38,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Pho Mak Khaeng,โพธิ์หมากแข้ง,TH380602,,,,,,Bueng Khong Long,บึงโขงหลง,TH3806,Bueng Kan,บึงกาฬ,TH38,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Dong Bang,ดงบัง,TH380603,,,,,,Bueng Khong Long,บึงโขงหลง,TH3806,Bueng Kan,บึงกาฬ,TH38,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Tha Dok Kham,ท่าดอกคำ,TH380604,,,,,,Bueng Khong Long,บึงโขงหลง,TH3806,Bueng Kan,บึงกาฬ,TH38,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Si Wilai,ศรีวิไล,TH380701,,,,,,Si Wilai,ศรีวิไล,TH3807,Bueng Kan,บึงกาฬ,TH38,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Chumphu Phon,ชุมภูพร,TH380702,,,,,,Si Wilai,ศรีวิไล,TH3807,Bueng Kan,บึงกาฬ,TH38,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Na Saeng,นาแสง,TH380703,,,,,,Si Wilai,ศรีวิไล,TH3807,Bueng Kan,บึงกาฬ,TH38,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Na Sabaeng,นาสะแบง,TH380704,,,,,,Si Wilai,ศรีวิไล,TH3807,Bueng Kan,บึงกาฬ,TH38,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Na Sing,นาสิงห์,TH380705,,,,,,Si Wilai,ศรีวิไล,TH3807,Bueng Kan,บึงกาฬ,TH38,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Bung Khla,บุ่งคล้า,TH380801,,,,,,Bung Khla,บุ่งคล้า,TH3808,Bueng Kan,บึงกาฬ,TH38,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nong Doen,หนองเดิ่น,TH380802,,,,,,Bung Khla,บุ่งคล้า,TH3808,Bueng Kan,บึงกาฬ,TH38,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Khok Kwang,โคกกว้าง,TH380803,,,,,,Bung Khla,บุ่งคล้า,TH3808,Bueng Kan,บึงกาฬ,TH38,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nong Bua,หนองบัว,TH390101,,,,,,Mueang Nong Bua Lam Phu,เมืองหนองบัวลำภู,TH3901,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nong Phai Sun,หนองภัยศูนย์,TH390102,,,,,,Mueang Nong Bua Lam Phu,เมืองหนองบัวลำภู,TH3901,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Pho Chai,โพธิ์ชัย,TH390103,,,,,,Mueang Nong Bua Lam Phu,เมืองหนองบัวลำภู,TH3901,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nong Sawan,หนองสวรรค์,TH390104,,,,,,Mueang Nong Bua Lam Phu,เมืองหนองบัวลำภู,TH3901,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Hua Na,หัวนา,TH390105,,,,,,Mueang Nong Bua Lam Phu,เมืองหนองบัวลำภู,TH3901,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Ban Kham,บ้านขาม,TH390106,,,,,,Mueang Nong Bua Lam Phu,เมืองหนองบัวลำภู,TH3901,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Na Mafueang,นามะเฟือง,TH390107,,,,,,Mueang Nong Bua Lam Phu,เมืองหนองบัวลำภู,TH3901,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Ban Phrao,บ้านพร้าว,TH390108,,,,,,Mueang Nong Bua Lam Phu,เมืองหนองบัวลำภู,TH3901,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Non Khamin,โนนขมิ้น,TH390109,,,,,,Mueang Nong Bua Lam Phu,เมืองหนองบัวลำภู,TH3901,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Lam Phu,ลำภู,TH390110,,,,,,Mueang Nong Bua Lam Phu,เมืองหนองบัวลำภู,TH3901,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Kut Chik,กุดจิก,TH390111,,,,,,Mueang Nong Bua Lam Phu,เมืองหนองบัวลำภู,TH3901,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Non Than,โนนทัน,TH390112,,,,,,Mueang Nong Bua Lam Phu,เมืองหนองบัวลำภู,TH3901,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Na Kham Hai,นาคำไฮ,TH390113,,,,,,Mueang Nong Bua Lam Phu,เมืองหนองบัวลำภู,TH3901,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Pa Mai Ngam,ป่าไม้งาม,TH390114,,,,,,Mueang Nong Bua Lam Phu,เมืองหนองบัวลำภู,TH3901,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nong Wa,หนองหว้า,TH390115,,,,,,Mueang Nong Bua Lam Phu,เมืองหนองบัวลำภู,TH3901,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Na Klang,นากลาง,TH390201,,,,,,Na Klang,นากลาง,TH3902,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Dan Chang,ด่านช้าง,TH390202,,,,,,Na Klang,นากลาง,TH3902,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Kut Din Chi,กุดดินจี่,TH390205,,,,,,Na Klang,นากลาง,TH3902,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Fang Daeng,ฝั่งแดง,TH390206,,,,,,Na Klang,นากลาง,TH3902,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Kao Kloi,เก่ากลอย,TH390207,,,,,,Na Klang,นากลาง,TH3902,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Non Mueang,โนนเมือง,TH390209,,,,,,Na Klang,นากลาง,TH3902,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Uthai Sawan,อุทัยสวรรค์,TH390210,,,,,,Na Klang,นากลาง,TH3902,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Dong Sawan,ดงสวรรค์,TH390211,,,,,,Na Klang,นากลาง,TH3902,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Kut Hae,กุดแห่,TH390213,,,,,,Na Klang,นากลาง,TH3902,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Non Sang,โนนสัง,TH390301,,,,,,Non Sang,โนนสัง,TH3903,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Ban Thin,บ้านถิ่น,TH390302,,,,,,Non Sang,โนนสัง,TH3903,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nong Ruea,หนองเรือ,TH390303,,,,,,Non Sang,โนนสัง,TH3903,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Kut Du,กุดดู่,TH390304,,,,,,Non Sang,โนนสัง,TH3903,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Ban Kho,บ้านค้อ,TH390305,,,,,,Non Sang,โนนสัง,TH3903,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Non Mueang,โนนเมือง,TH390306,,,,,,Non Sang,โนนสัง,TH3903,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Khok Yai,โคกใหญ่,TH390307,,,,,,Non Sang,โนนสัง,TH3903,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Khok Muang,โคกม่วง,TH390308,,,,,,Non Sang,โนนสัง,TH3903,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nikhom Phatthana,นิคมพัฒนา,TH390309,,,,,,Non Sang,โนนสัง,TH3903,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Pang Ku,ปางกู่,TH390310,,,,,,Non Sang,โนนสัง,TH3903,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Mueang Mai,เมืองใหม่,TH390401,,,,,,Si Bun Rueang,ศรีบุญเรือง,TH3904,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Si Bun Rueang,ศรีบุญเรือง,TH390402,,,,,,Si Bun Rueang,ศรีบุญเรือง,TH3904,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nong Bua Tai,หนองบัวใต้,TH390403,,,,,,Si Bun Rueang,ศรีบุญเรือง,TH3904,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Kut Sathian,กุดสะเทียน,TH390404,,,,,,Si Bun Rueang,ศรีบุญเรือง,TH3904,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Na Kok,นากอก,TH390405,,,,,,Si Bun Rueang,ศรีบุญเรือง,TH3904,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Non Sa-At,โนนสะอาด,TH390406,,,,,,Si Bun Rueang,ศรีบุญเรือง,TH3904,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Yang Lo,ยางหล่อ,TH390407,,,,,,Si Bun Rueang,ศรีบุญเรือง,TH3904,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Non Muang,โนนม่วง,TH390408,,,,,,Si Bun Rueang,ศรีบุญเรือง,TH3904,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nong Kung Kaeo,หนองกุงแก้ว,TH390409,,,,,,Si Bun Rueang,ศรีบุญเรือง,TH3904,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nong Kae,หนองแก,TH390410,,,,,,Si Bun Rueang,ศรีบุญเรือง,TH3904,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Sai Thong,ทรายทอง,TH390411,,,,,,Si Bun Rueang,ศรีบุญเรือง,TH3904,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Han Na Ngam,หันนางาม,TH390412,,,,,,Si Bun Rueang,ศรีบุญเรือง,TH3904,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Na Si,นาสี,TH390501,,,,,,Suwannakhuha,สุวรรณคูหา,TH3905,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Ban Khok,บ้านโคก,TH390502,,,,,,Suwannakhuha,สุวรรณคูหา,TH3905,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Na Di,นาดี,TH390503,,,,,,Suwannakhuha,สุวรรณคูหา,TH3905,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Na Dan,นาด่าน,TH390504,,,,,,Suwannakhuha,สุวรรณคูหา,TH3905,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Dong Mafai,ดงมะไฟ,TH390505,,,,,,Suwannakhuha,สุวรรณคูหา,TH3905,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Suwannakhuha,สุวรรณคูหา,TH390506,,,,,,Suwannakhuha,สุวรรณคูหา,TH3905,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Bunthan,บุญทัน,TH390507,,,,,,Suwannakhuha,สุวรรณคูหา,TH3905,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Kut Phueng,กุดผึ้ง,TH390508,,,,,,Suwannakhuha,สุวรรณคูหา,TH3905,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Na Lao,นาเหล่า,TH390601,,,,,,Na Wang,นาวัง,TH3906,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Na Kae,นาแก,TH390602,,,,,,Na Wang,นาวัง,TH3906,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Wang Thong,วังทอง,TH390603,,,,,,Na Wang,นาวัง,TH3906,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Wang Pla Pom,วังปลาป้อม,TH390604,,,,,,Na Wang,นาวัง,TH3906,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Thep Khiri,เทพคีรี,TH390605,,,,,,Na Wang,นาวัง,TH3906,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nai Mueang,ในเมือง,TH400101,,,,,,Mueang Khon Kaen,เมืองขอนแก่น,TH4001,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Samran,สำราญ,TH400102,,,,,,Mueang Khon Kaen,เมืองขอนแก่น,TH4001,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Khok Si,โคกสี,TH400103,,,,,,Mueang Khon Kaen,เมืองขอนแก่น,TH4001,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Tha Phra,ท่าพระ,TH400104,,,,,,Mueang Khon Kaen,เมืองขอนแก่น,TH4001,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Ban Thum,บ้านทุ่ม,TH400105,,,,,,Mueang Khon Kaen,เมืองขอนแก่น,TH4001,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Mueang Kao,เมืองเก่า,TH400106,,,,,,Mueang Khon Kaen,เมืองขอนแก่น,TH4001,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Phra Lap,พระลับ,TH400107,,,,,,Mueang Khon Kaen,เมืองขอนแก่น,TH4001,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Sawathi,สาวะถี,TH400108,,,,,,Mueang Khon Kaen,เมืองขอนแก่น,TH4001,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Ban Wa,บ้านหว้า,TH400109,,,,,,Mueang Khon Kaen,เมืองขอนแก่น,TH4001,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Ban Kho,บ้านค้อ,TH400110,,,,,,Mueang Khon Kaen,เมืองขอนแก่น,TH4001,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Daeng Yai,แดงใหญ่,TH400111,,,,,,Mueang Khon Kaen,เมืองขอนแก่น,TH4001,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Don Chang,ดอนช้าง,TH400112,,,,,,Mueang Khon Kaen,เมืองขอนแก่น,TH4001,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Don Han,ดอนหัน,TH400113,,,,,,Mueang Khon Kaen,เมืองขอนแก่น,TH4001,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Sila,ศิลา,TH400114,,,,,,Mueang Khon Kaen,เมืองขอนแก่น,TH4001,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Ban Pet,บ้านเป็ด,TH400115,,,,,,Mueang Khon Kaen,เมืองขอนแก่น,TH4001,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nong Tum,หนองตูม,TH400116,,,,,,Mueang Khon Kaen,เมืองขอนแก่น,TH4001,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Bueng Niam,บึงเนียม,TH400117,,,,,,Mueang Khon Kaen,เมืองขอนแก่น,TH4001,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Non Thon,โนนท่อน,TH400118,,,,,,Mueang Khon Kaen,เมืองขอนแก่น,TH4001,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nong Bua,หนองบัว,TH400201,,,,,,Ban Fang,บ้านฝาง,TH4002,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Pa Wai Nang,ป่าหวายนั่ง,TH400202,,,,,,Ban Fang,บ้านฝาง,TH4002,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Non Khong,โนนฆ้อง,TH400203,,,,,,Ban Fang,บ้านฝาง,TH4002,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Ban Lao,บ้านเหล่า,TH400204,,,,,,Ban Fang,บ้านฝาง,TH4002,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Pa Manao,ป่ามะนาว,TH400205,,,,,,Ban Fang,บ้านฝาง,TH4002,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Ban Fang,บ้านฝาง,TH400206,,,,,,Ban Fang,บ้านฝาง,TH4002,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Khok Ngam,โคกงาม,TH400207,,,,,,Ban Fang,บ้านฝาง,TH4002,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Phra Yuen,พระยืน,TH400301,,,,,,Phra Yuen,พระยืน,TH4003,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Phra Bu,พระบุ,TH400302,,,,,,Phra Yuen,พระยืน,TH4003,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Ban Ton,บ้านโต้น,TH400303,,,,,,Phra Yuen,พระยืน,TH4003,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nong Waeng,หนองแวง,TH400304,,,,,,Phra Yuen,พระยืน,TH4003,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Kham Pom,ขามป้อม,TH400305,,,,,,Phra Yuen,พระยืน,TH4003,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nong Ruea,หนองเรือ,TH400401,,,,,,Nong Ruea,หนองเรือ,TH4004,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Ban Meng,บ้านเม็ง,TH400402,,,,,,Nong Ruea,หนองเรือ,TH4004,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Ban Kong,บ้านกง,TH400403,,,,,,Nong Ruea,หนองเรือ,TH4004,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Yang Kham,ยางคำ,TH400404,,,,,,Nong Ruea,หนองเรือ,TH4004,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Chorakhe,จระเข้,TH400405,,,,,,Nong Ruea,หนองเรือ,TH4004,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Non Thong,โนนทอง,TH400406,,,,,,Nong Ruea,หนองเรือ,TH4004,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Kut Kwang,กุดกว้าง,TH400407,,,,,,Nong Ruea,หนองเรือ,TH4004,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Non Than,โนนทัน,TH400408,,,,,,Nong Ruea,หนองเรือ,TH4004,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Non Sa-At,โนนสะอาด,TH400409,,,,,,Nong Ruea,หนองเรือ,TH4004,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Ban Phue,บ้านผือ,TH400410,,,,,,Nong Ruea,หนองเรือ,TH4004,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Chum Phae,ชุมแพ,TH400501,,,,,,Chum Phae,ชุมแพ,TH4005,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Non Han,โนนหัน,TH400502,,,,,,Chum Phae,ชุมแพ,TH4005,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Na Nong Thum,นาหนองทุ่ม,TH400503,,,,,,Chum Phae,ชุมแพ,TH4005,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Non Udom,โนนอุดม,TH400504,,,,,,Chum Phae,ชุมแพ,TH4005,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Khua Riang,ขัวเรียง,TH400505,,,,,,Chum Phae,ชุมแพ,TH4005,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nong Phai,หนองไผ่,TH400506,,,,,,Chum Phae,ชุมแพ,TH4005,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Chai So,ไชยสอ,TH400507,,,,,,Chum Phae,ชุมแพ,TH4005,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Wang Hin Lat,วังหินลาด,TH400508,,,,,,Chum Phae,ชุมแพ,TH4005,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Na Phiang,นาเพียง,TH400509,,,,,,Chum Phae,ชุมแพ,TH4005,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nong Khiat,หนองเขียด,TH400510,,,,,,Chum Phae,ชุมแพ,TH4005,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nong Sao Lao,หนองเสาเล้า,TH400511,,,,,,Chum Phae,ชุมแพ,TH4005,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Non Sa-At,โนนสะอาด,TH400512,,,,,,Chum Phae,ชุมแพ,TH4005,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Si Chomphu,สีชมพู,TH400601,,,,,,Si Chomphu,สีชมพู,TH4006,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Si Suk,ศรีสุข,TH400602,,,,,,Si Chomphu,สีชมพู,TH4006,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
