#adm3+name+i_en,#adm3+name+i_th,#adm3+code+v_pcode,#adm3+name,#adm3+name+alt1+i_en,#adm3+name+alt2+i_en,#adm3+name+alt1+i_th,#adm3+name+alt2+i_th,#adm2+name+i_en,#adm2+name+i_th,#adm2+code+v_pcode,#adm1+name+i_en,#adm1+name+i_th,#adm1+code+v_pcode,#country+name+i_en,#country+name+i_th,#country+code+v_iso2,#date+start,#date+updated,#date+end
Sanam Bin,สนามบิน,TH103605,,,,,,Don Mueang,ดอนเมือง,TH1036,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Thung Phaya Thai,ทุ่งพญาไท,TH103701,,,,,,Ratchathewi,ราชเทวี,TH1037,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Thanon Phaya Thai,ถนนพญาไท,TH103702,,,,,,Ratchathewi,ราชเทวี,TH1037,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Thanon Phet Buri,ถนนเพชรบุรี,TH103703,,,,,,Ratchathewi,ราชเทวี,TH1037,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Makkasan,มักกะสัน,TH103704,,,,,,Ratchathewi,ราชเทวี,TH1037,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Lat Phrao,ลาดพร้าว,TH103801,,,,,,Lat Phrao,ลาดพร้าว,TH1038,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Chorakhe Bua,จรเข้บัว,TH103802,,,,,,Lat Phrao,ลาดพร้าว,TH1038,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Khlong Toei Nuea,คลองเตยเหนือ,TH103901,,,,,,Vadhana,วัฒนา,TH1039,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Khlong Tan Nuea,คลองตันเหนือ,TH103902,,,,,,Vadhana,วัฒนา,TH1039,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Phra Khanong Nuea,พระโขนงเหนือ,TH103903,,,,,,Vadhana,วัฒนา,TH1039,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Bang Khae,บางแค,TH104001,,,,,,Bang Khae,บางแค,TH1040,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Bang Khae Nuea,บางแคเหนือ,TH104002,,,,,,Bang Khae,บางแค,TH1040,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Bang Phai,บางไผ่,TH104003,,,,,,Bang Khae,บางแค,TH1040,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Lak Song,หลักสอง,TH104004,,,,,,Bang Khae,บางแค,TH1040,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Thung Song Hong,ทุ่งสองห้อง,TH104101,,,,,,Lak Si,หลักสี่,TH1041,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Talat Bang Khen,ตลาดบางเขน,TH104102,,,,,,Lak Si,หลักสี่,TH1041,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Sai Mai,สายไหม,TH104201,,,,,,Sai Mai,สายไหม,TH1042,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
O Ngoen,ออเงิน,TH104202,,,,,,Sai Mai,สายไหม,TH1042,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Khlong Thanon,คลองถนน,TH104203,,,,,,Sai Mai,สายไหม,TH1042,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Khan Na Yao,คันนายาว,TH104301,,,,,,Khan Na Yao,คันนายาว,TH1043,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Ram Inthra,รามอินทรา,TH104302,,,,,,Khan Na Yao,คันนายาว,TH1043,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Saphan Sung,สะพานสูง,TH104401,,,,,,Saphan Sung,สะพานสูง,TH1044,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Wang Thonglang,วังทองหลาง,TH104501,,,,,,Wang Thonglang,วังทองหลาง,TH1045,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Saphan Song,สะพานสอง,TH104502,,,,,,Wang Thonglang,วังทองหลาง,TH1045,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Khlong Chaokhun Sing,คลองเจ้าคุณสิงห์,TH104503,,,,,,Wang Thonglang,วังทองหลาง,TH1045,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Phlapphla,พลับพลา,TH104504,,,,,,Wang Thonglang,วังทองหลาง,TH1045,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Sam Wa Tawan Tok,สามวาตะวันตก,TH104601,,,,,,Khlong Sam Wa,คลองสามวา,TH1046,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Sam Wa Tawan Ok,สามวาตะวันออก,TH104602,,,,,,Khlong Sam Wa,คลองสามวา,TH1046,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Bang Chan,บางชัน,TH104603,,,,,,Khlong Sam Wa,คลองสามวา,TH1046,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Sai Kong Din,ทรายกองดิน,TH104604,,,,,,Khlong Sam Wa,คลองสามวา,TH1046,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Sai Kong Din Tai,ทรายกองดินใต้,TH104605,,,,,,Khlong Sam Wa,คลองสามวา,TH1046,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Bang Na,บางนา,TH104701,,,,,,Bang Na,บางนา,TH1047,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Thawi Watthana,ทวีวัฒนา,TH104801,,,,,,Thawi Watthana,ทวีวัฒนา,TH1048,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Sala Thammasop,ศาลาธรรมสพน์,TH104802,,,,,,Thawi Watthana,ทวีวัฒนา,TH1048,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Bang Mot,บางมด,TH104901,,,,,,Thung Khru,ทุ่งครุ,TH1049,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Thung Khru,ทุ่งครุ,TH104902,,,,,,Thung Khru,ทุ่งครุ,TH1049,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Bang Bon,บางบอน,TH105001,,,,,,Bang Bon,บางบอน,TH1050,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Pak Nam,ปากน้ำ,TH110101,,,,,,Mueang Samut Prakan,เมืองสมุทรปราการ,TH1101,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Samrong Nuea,สำโรงเหนือ,TH110102,,,,,,Mueang Samut Prakan,เมืองสมุทรปราการ,TH1101,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Bang Mueang,บางเมือง,TH110103,,,,,,Mueang Samut Prakan,เมืองสมุทรปราการ,TH1101,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Thai Ban,ท้ายบ้าน,TH110104,,,,,,Mueang Samut Prakan,เมืองสมุทรปราการ,TH1101,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Bang Pu Mai,บางปูใหม่,TH110108,,,,,,Mueang Samut Prakan,เมืองสมุทรปราการ,TH1101,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Phraeksa,แพรกษา,TH110110,,,,,,Mueang Samut Prakan,เมืองสมุทรปราการ,TH1101,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Bang Prong,บางโปรง,TH110111,,,,,,Mueang Samut Prakan,เมืองสมุทรปราการ,TH1101,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Bang Pu,บางปู,TH110112,,,,,,Mueang Samut Prakan,เมืองสมุทรปราการ,TH1101,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Bang Duan,บางด้วน,TH110113,,,,,,Mueang Samut Prakan,เมืองสมุทรปราการ,TH1101,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Bang Mueang Mai,บางเมืองใหม่,TH110114,,,,,,Mueang Samut Prakan,เมืองสมุทรปราการ,TH1101,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Thepharak,เทพารักษ์,TH110115,,,,,,Mueang Samut Prakan,เมืองสมุทรปราการ,TH1101,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Thai Ban Mai,ท้ายบ้านใหม่,TH110116,,,,,,Mueang Samut Prakan,เมืองสมุทรปราการ,TH1101,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Phraeksa Mai,แพรกษาใหม่,TH110117,,,,,,Mueang Samut Prakan,เมืองสมุทรปราการ,TH1101,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Bang Bo,บางบ่อ,TH110201,,,,,,Bang Bo,บางบ่อ,TH1102,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Ban Rakat,บ้านระกาศ,TH110202,,,,,,Bang Bo,บางบ่อ,TH1102,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Bang Phli Noi,บางพลีน้อย,TH110203,,,,,,Bang Bo,บางบ่อ,TH1102,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Bang Phriang,บางเพรียง,TH110204,,,,,,Bang Bo,บางบ่อ,TH1102,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Khlong Dan,คลองด่าน,TH110205,,,,,,Bang Bo,บางบ่อ,TH1102,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Khlong Suan,คลองสวน,TH110206,,,,,,Bang Bo,บางบ่อ,TH1102,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Preng,เปร็ง,TH110207,,,,,,Bang Bo,บางบ่อ,TH1102,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Khlong Niyom Yattra,คลองนิยมยาตรา,TH110208,,,,,,Bang Bo,บางบ่อ,TH1102,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Bang Phli Yai,บางพลีใหญ่,TH110301,,,,,,Bang Phli,บางพลี,TH1103,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Bang Kaeo,บางแก้ว,TH110302,,,,,,Bang Phli,บางพลี,TH1103,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Bang Pla,บางปลา,TH110303,,,,,,Bang Phli,บางพลี,TH1103,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Bang Chalong,บางโฉลง,TH110304,,,,,,Bang Phli,บางพลี,TH1103,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Racha Thewa,ราชาเทวะ,TH110308,,,,,,Bang Phli,บางพลี,TH1103,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nong Prue,หนองปรือ,TH110309,,,,,,Bang Phli,บางพลี,TH1103,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Talat,ตลาด,TH110401,,,,,,Phra Pradaeng,พระประแดง,TH1104,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Bang Phueng,บางพึ่ง,TH110402,,,,,,Phra Pradaeng,พระประแดง,TH1104,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Bang Chak,บางจาก,TH110403,,,,,,Phra Pradaeng,พระประแดง,TH1104,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Bang Khru,บางครุ,TH110404,,,,,,Phra Pradaeng,พระประแดง,TH1104,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Bang Ya Phraek,บางหญ้าแพรก,TH110405,,,,,,Phra Pradaeng,พระประแดง,TH1104,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Bang Hua Suea,บางหัวเสือ,TH110406,,,,,,Phra Pradaeng,พระประแดง,TH1104,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Samrong Tai,สำโรงใต้,TH110407,,,,,,Phra Pradaeng,พระประแดง,TH1104,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Bang Yo,บางยอ,TH110408,,,,,,Phra Pradaeng,พระประแดง,TH1104,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Bang Kachao,บางกะเจ้า,TH110409,,,,,,Phra Pradaeng,พระประแดง,TH1104,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Bang Nam Phueng,บางน้ำผึ้ง,TH110410,,,,,,Phra Pradaeng,พระประแดง,TH1104,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Bang Krasop,บางกระสอบ,TH110411,,,,,,Phra Pradaeng,พระประแดง,TH1104,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Bang Ko Bua,บางกอบัว,TH110412,,,,,,Phra Pradaeng,พระประแดง,TH1104,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Song Khanong,ทรงคนอง,TH110413,,,,,,Phra Pradaeng,พระประแดง,TH1104,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Samrong,สำโรง,TH110414,,,,,,Phra Pradaeng,พระประแดง,TH1104,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Samrong Klang,สำโรงกลาง,TH110415,,,,,,Phra Pradaeng,พระประแดง,TH1104,Samut Prakan,สมุทรปราการ,TH11,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
