#adm2+name+i_es,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_es,#adm2+name+alt2+i_es,#adm1+name+i_es,#adm1+code+v_pcode,#country+name+i_es,#country+code+v_iso2,#date+start,#date+updated,#date+end
Azul,AR006049,Azul,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Bahía Blanca,AR006056,Bahia Blanca,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Balcarce,AR006063,Balcarce,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Baradero,AR006070,Baradero,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Arrecifes,AR006077,Arrecifes,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Benito Juárez,AR006084,Benito Juarez,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Berazategui,AR006091,Berazategui,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Berisso,AR006098,Berisso,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Bolívar,AR006105,Bolivar,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Bragado,AR006112,Bragado,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Brandsen,AR006119,Brandsen,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Campana,AR006126,Campana,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Cañuelas,AR006134,Canuelas,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Capitán Sarmiento,AR006140,Capitan Sarmiento,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Carlos Casares,AR006147,Carlos Casares,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Carlos Tejedor,AR006154,Carlos Tejedor,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Carmen de Areco,AR006161,Carmen de Areco,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Castelli,AR006168,Castelli,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Colón,AR006175,Colon,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Coronel de Marina L. Rosales,AR006182,Coronel de Marina L. Rosales,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Coronel Dorrego,AR006189,Coronel Dorrego,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Coronel Pringles,AR006196,Coronel Pringles,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Coronel Suárez,AR006203,Coronel Suarez,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Chacabuco,AR006210,Chacabuco,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Chascomús,AR006218,Chascomus,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Chivilcoy,AR006224,Chivilcoy,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Daireaux,AR006231,Daireaux,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Dolores,AR006238,Dolores,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Ensenada,AR006245,Ensenada,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Escobar,AR006252,Escobar,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Esteban Echeverría,AR006260,Esteban Echeverria,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Exaltación de la Cruz,AR006266,Exaltacion de la Cruz,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Ezeiza,AR006270,Ezeiza,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Florencio Varela,AR006274,Florencio Varela,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Florentino Ameghino,AR006277,Florentino Ameghino,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
General Alvarado,AR006280,General Alvarado,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
General Alvear,AR006287,General Alvear,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
General Arenales,AR006294,General Arenales,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
General Belgrano,AR006301,General Belgrano,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
General Guido,AR006308,General Guido,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
General Juan Madariaga,AR006315,General Juan Madariaga,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
General La Madrid,AR006322,General La Madrid,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
General Las Heras,AR006329,General Las Heras,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
General Lavalle,AR006336,General Lavalle,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
General Paz,AR006343,General Paz,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
General Pinto,AR006351,General Pinto,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
General Pueyrredón,AR006357,General Pueyrredon,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
General Rodríguez,AR006364,General Rodriguez,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
General San Martín,AR006371,General San Martin,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
General Viamonte,AR006385,General Viamonte,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
General Villegas,AR006392,General Villegas,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Guaminí,AR006399,Guamini,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Hipólito Yrigoyen,AR006406,Hipolito Yrigoyen,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Hurlingham,AR006408,Hurlingham,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Ituzaingó,AR006410,Ituzaingo,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
José C. Paz,AR006412,Jose C. Paz,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Junín,AR006413,Junin,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
La Costa,AR006420,La Costa,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
La Matanza,AR006427,La Matanza,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Lanús,AR006434,Lanus,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
La Plata,AR006441,La Plata,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Laprida,AR006448,Laprida,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Las Flores,AR006455,Las Flores,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Leandro N. Alem,AR006462,Leandro N. Alem,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Lezama,AR006466,Lezama,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Lincoln,AR006469,Lincoln,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Lobería,AR006476,Loberia,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Lobos,AR006483,Lobos,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Lomas de Zamora,AR006490,Lomas de Zamora,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Luján,AR006497,Lujan,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Magdalena,AR006505,Magdalena,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Maipú,AR006511,Maipu,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Malvinas Argentinas,AR006515,Malvinas Argentinas,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Mar Chiquita,AR006518,Mar Chiquita,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Marcos Paz,AR006525,Marcos Paz,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Mercedes,AR006532,Mercedes,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Merlo,AR006539,Merlo,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Monte,AR006547,Monte,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Monte Hermoso,AR006553,Monte Hermoso,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Moreno,AR006560,Moreno,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Morón,AR006568,Moron,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Navarro,AR006574,Navarro,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Necochea,AR006581,Necochea,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
9 de Julio,AR006588,9 de Julio,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Olavarría,AR006595,Olavarria,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Patagones,AR006602,Patagones,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Pehuajó,AR006609,Pehuajo,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Pellegrini,AR006616,Pellegrini,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Pergamino,AR006623,Pergamino,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Pila,AR006630,Pila,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Pilar,AR006638,Pilar,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Pinamar,AR006644,Pinamar,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Presidente Perón,AR006648,Presidente Peron,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Puán,AR006651,Puan,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Punta Indio,AR006655,Punta Indio,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Quilmes,AR006658,Quilmes,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Ramallo,AR006665,Ramallo,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Rauch,AR006672,Rauch,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Rivadavia,AR006679,Rivadavia,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Rojas,AR006686,Rojas,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Roque Pérez,AR006693,Roque Perez,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Saavedra,AR006700,Saavedra,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Saladillo,AR006707,Saladillo,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Salto,AR006714,Salto,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Salliqueló,AR006721,Salliquelo,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
San Andrés de Giles,AR006728,San Andres de Giles,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
San Antonio de Areco,AR006735,San Antonio de Areco,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
San Cayetano,AR006742,San Cayetano,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
San Fernando,AR006749,San Fernando,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
San Isidro,AR006756,San Isidro,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
San Miguel,AR006760,San Miguel,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
San Nicolás,AR006763,San Nicolas,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
San Pedro,AR006770,San Pedro,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
San Vicente,AR006778,San Vicente,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Suipacha,AR006784,Suipacha,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Tandil,AR006791,Tandil,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Tapalqué,AR006798,Tapalque,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Tigre,AR006805,Tigre,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Tordillo,AR006812,Tordillo,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Tornquist,AR006819,Tornquist,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Trenque Lauquen,AR006826,Trenque Lauquen,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Tres Arroyos,AR006833,Tres Arroyos,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Tres de Febrero,AR006840,Tres de Febrero,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Tres Lomas,AR006847,Tres Lomas,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
25 de Mayo,AR006854,25 de Mayo,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Vicente López,AR006861,Vicente Lopez,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Villa Gesell,AR006868,Villa Gesell,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Villarino,AR006875,Villarino,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Zárate,AR006882,Zarate,,,Buenos Aires,AR006,Argentina,AR,2020-05-04,2020-05-04,
Ambato,AR010007,Ambato,,,Catamarca,AR010,Argentina,AR,2020-05-04,2020-05-04,
Ancasti,AR010014,Ancasti,,,Catamarca,AR010,Argentina,AR,2020-05-04,2020-05-04,
Andalgalá,AR010021,Andalgala,,,Catamarca,AR010,Argentina,AR,2020-05-04,2020-05-04,
Antofagasta de la Sierra,AR010028,Antofagasta de la Sierra,,,Catamarca,AR010,Argentina,AR,2020-05-04,2020-05-04,
Belén,AR010035,Belen,,,Catamarca,AR010,Argentina,AR,2020-05-04,2020-05-04,
Capayán,AR010042,Capayan,,,Catamarca,AR010,Argentina,AR,2020-05-04,2020-05-04,
Capital,AR010049,Capital,,,Catamarca,AR010,Argentina,AR,2020-05-04,2020-05-04,
El Alto,AR010056,El Alto,,,Catamarca,AR010,Argentina,AR,2020-05-04,2020-05-04,
Fray Mamerto Esquiú,AR010063,Fray Mamerto Esquiu,,,Catamarca,AR010,Argentina,AR,2020-05-04,2020-05-04,
La Paz,AR010070,La Paz,,,Catamarca,AR010,Argentina,AR,2020-05-04,2020-05-04,
Paclin,AR010077,Paclin,,,Catamarca,AR010,Argentina,AR,2020-05-04,2020-05-04,
Poman,AR010084,Poman,,,Catamarca,AR010,Argentina,AR,2020-05-04,2020-05-04,
Santa María,AR010091,Santa Maria,,,Catamarca,AR010,Argentina,AR,2020-05-04,2020-05-04,
Santa Rosa,AR010098,Santa Rosa,,,Catamarca,AR010,Argentina,AR,2020-05-04,2020-05-04,
Tinogasta,AR010105,Tinogasta,,,Catamarca,AR010,Argentina,AR,2020-05-04,2020-05-04,
Valle Viejo,AR010112,Valle Viejo,,,Catamarca,AR010,Argentina,AR,2020-05-04,2020-05-04,
Calamuchita,AR014007,Calamuchita,,,Córdoba,AR014,Argentina,AR,2020-05-04,2020-05-04,
Capital,AR014014,Capital,,,Córdoba,AR014,Argentina,AR,2020-05-04,2020-05-04,
Colón,AR014021,Colon,,,Córdoba,AR014,Argentina,AR,2020-05-04,2020-05-04,
Cruz del Eje,AR014028,Cruz del Eje,,,Córdoba,AR014,Argentina,AR,2020-05-04,2020-05-04,
General Roca,AR014035,General Roca,,,Córdoba,AR014,Argentina,AR,2020-05-04,2020-05-04,
General San Martín,AR014042,General San Martin,,,Córdoba,AR014,Argentina,AR,2020-05-04,2020-05-04,
Ischilín,AR014049,Ischilin,,,Córdoba,AR014,Argentina,AR,2020-05-04,2020-05-04,
Juárez Celman,AR014056,Juarez Celman,,,Córdoba,AR014,Argentina,AR,2020-05-04,2020-05-04,
Marcos Juárez,AR014063,Marcos Juarez,,,Córdoba,AR014,Argentina,AR,2020-05-04,2020-05-04,
Minas,AR014070,Minas,,,Córdoba,AR014,Argentina,AR,2020-05-04,2020-05-04,
Pocho,AR014077,Pocho,,,Córdoba,AR014,Argentina,AR,2020-05-04,2020-05-04,
Presidente Roque Sáenz Peña,AR014084,Presidente Roque Saenz Pena,,,Córdoba,AR014,Argentina,AR,2020-05-04,2020-05-04,
Punilla,AR014091,Punilla,,,Córdoba,AR014,Argentina,AR,2020-05-04,2020-05-04,
Río Cuarto,AR014098,Rio Cuarto,,,Córdoba,AR014,Argentina,AR,2020-05-04,2020-05-04,
Río Primero,AR014105,Rio Primero,,,Córdoba,AR014,Argentina,AR,2020-05-04,2020-05-04,
Río Seco,AR014112,Rio Seco,,,Córdoba,AR014,Argentina,AR,2020-05-04,2020-05-04,
Río Segundo,AR014119,Rio Segundo,,,Córdoba,AR014,Argentina,AR,2020-05-04,2020-05-04,
San Alberto,AR014126,San Alberto,,,Córdoba,AR014,Argentina,AR,2020-05-04,2020-05-04,
San Javier,AR014133,San Javier,,,Córdoba,AR014,Argentina,AR,2020-05-04,2020-05-04,
San Justo,AR014140,San Justo,,,Córdoba,AR014,Argentina,AR,2020-05-04,2020-05-04,
Santa María,AR014147,Santa Maria,,,Córdoba,AR014,Argentina,AR,2020-05-04,2020-05-04,
Sobremonte,AR014154,Sobremonte,,,Córdoba,AR014,Argentina,AR,2020-05-04,2020-05-04,
Tercero Arriba,AR014161,Tercero Arriba,,,Córdoba,AR014,Argentina,AR,2020-05-04,2020-05-04,
Totoral,AR014168,Totoral,,,Córdoba,AR014,Argentina,AR,2020-05-04,2020-05-04,
Tulumba,AR014175,Tulumba,,,Córdoba,AR014,Argentina,AR,2020-05-04,2020-05-04,
Unión,AR014182,Union,,,Córdoba,AR014,Argentina,AR,2020-05-04,2020-05-04,
Bella Vista,AR018007,Bella Vista,,,Corrientes,AR018,Argentina,AR,2020-05-04,2020-05-04,
Berón de Astrada,AR018014,Beron de Astrada,,,Corrientes,AR018,Argentina,AR,2020-05-04,2020-05-04,
Capital,AR018021,Capital,,,Corrientes,AR018,Argentina,AR,2020-05-04,2020-05-04,
Concepción,AR018028,Concepcion,,,Corrientes,AR018,Argentina,AR,2020-05-04,2020-05-04,
Curuzú Cuatiá,AR018035,Curuzu Cuatia,,,Corrientes,AR018,Argentina,AR,2020-05-04,2020-05-04,
Empedrado,AR018042,Empedrado,,,Corrientes,AR018,Argentina,AR,2020-05-04,2020-05-04,
Esquina,AR018049,Esquina,,,Corrientes,AR018,Argentina,AR,2020-05-04,2020-05-04,
General Alvear,AR018056,General Alvear,,,Corrientes,AR018,Argentina,AR,2020-05-04,2020-05-04,
General Paz,AR018063,General Paz,,,Corrientes,AR018,Argentina,AR,2020-05-04,2020-05-04,
Goya,AR018070,Goya,,,Corrientes,AR018,Argentina,AR,2020-05-04,2020-05-04,
Itatí,AR018077,Itati,,,Corrientes,AR018,Argentina,AR,2020-05-04,2020-05-04,
Ituzaingó,AR018084,Ituzaingo,,,Corrientes,AR018,Argentina,AR,2020-05-04,2020-05-04,
Lavalle,AR018091,Lavalle,,,Corrientes,AR018,Argentina,AR,2020-05-04,2020-05-04,
Mburucuyá,AR018098,Mburucuya,,,Corrientes,AR018,Argentina,AR,2020-05-04,2020-05-04,
Mercedes,AR018105,Mercedes,,,Corrientes,AR018,Argentina,AR,2020-05-04,2020-05-04,
Monte Caseros,AR018112,Monte Caseros,,,Corrientes,AR018,Argentina,AR,2020-05-04,2020-05-04,
Paso de los Libres,AR018119,Paso de los Libres,,,Corrientes,AR018,Argentina,AR,2020-05-04,2020-05-04,
Saladas,AR018126,Saladas,,,Corrientes,AR018,Argentina,AR,2020-05-04,2020-05-04,
San Cosme,AR018133,San Cosme,,,Corrientes,AR018,Argentina,AR,2020-05-04,2020-05-04,
San Luis del Palmar,AR018140,San Luis del Palmar,,,Corrientes,AR018,Argentina,AR,2020-05-04,2020-05-04,
San Martín,AR018147,San Martin,,,Corrientes,AR018,Argentina,AR,2020-05-04,2020-05-04,
San Miguel,AR018154,San Miguel,,,Corrientes,AR018,Argentina,AR,2020-05-04,2020-05-04,
San Roque,AR018161,San Roque,,,Corrientes,AR018,Argentina,AR,2020-05-04,2020-05-04,
Santo Tomé,AR018168,Santo Tome,,,Corrientes,AR018,Argentina,AR,2020-05-04,2020-05-04,
Sauce,AR018175,Sauce,,,Corrientes,AR018,Argentina,AR,2020-05-04,2020-05-04,
Almirante Brown,AR022007,Almirante Brown,,,Chaco,AR022,Argentina,AR,2020-05-04,2020-05-04,
Bermejo,AR022014,Bermejo,,,Chaco,AR022,Argentina,AR,2020-05-04,2020-05-04,
Comandante Fernández,AR022021,Comandante Fernandez,,,Chaco,AR022,Argentina,AR,2020-05-04,2020-05-04,
Chacabuco,AR022028,Chacabuco,,,Chaco,AR022,Argentina,AR,2020-05-04,2020-05-04,
12 de Octubre,AR022036,12 de Octubre,,,Chaco,AR022,Argentina,AR,2020-05-04,2020-05-04,
2 de Abril,AR022039,2 de Abril,,,Chaco,AR022,Argentina,AR,2020-05-04,2020-05-04,
Fray Justo Santa María de Oro,AR022043,Fray Justo Santa Maria de Oro,,,Chaco,AR022,Argentina,AR,2020-05-04,2020-05-04,
General Belgrano,AR022049,General Belgrano,,,Chaco,AR022,Argentina,AR,2020-05-04,2020-05-04,
General Donovan,AR022056,General Donovan,,,Chaco,AR022,Argentina,AR,2020-05-04,2020-05-04,
General Güemes,AR022063,General Guemes,,,Chaco,AR022,Argentina,AR,2020-05-04,2020-05-04,
Independencia,AR022070,Independencia,,,Chaco,AR022,Argentina,AR,2020-05-04,2020-05-04,
Libertad,AR022077,Libertad,,,Chaco,AR022,Argentina,AR,2020-05-04,2020-05-04,
Libertador General San Martín,AR022084,Libertador General San Martin,,,Chaco,AR022,Argentina,AR,2020-05-04,2020-05-04,
Maipú,AR022091,Maipu,,,Chaco,AR022,Argentina,AR,2020-05-04,2020-05-04,
Mayor Luis J. Fontana,AR022098,Mayor Luis J. Fontana,,,Chaco,AR022,Argentina,AR,2020-05-04,2020-05-04,
9 de Julio,AR022105,9 de Julio,,,Chaco,AR022,Argentina,AR,2020-05-04,2020-05-04,
O'Higgins,AR022112,O'Higgins,,,Chaco,AR022,Argentina,AR,2020-05-04,2020-05-04,
Presidencia de la Plaza,AR022119,Presidencia de la Plaza,,,Chaco,AR022,Argentina,AR,2020-05-04,2020-05-04,
1ro. de Mayo,AR022126,1ro. de Mayo,,,Chaco,AR022,Argentina,AR,2020-05-04,2020-05-04,
Quitilipi,AR022133,Quitilipi,,,Chaco,AR022,Argentina,AR,2020-05-04,2020-05-04,
San Fernando,AR022140,San Fernando,,,Chaco,AR022,Argentina,AR,2020-05-04,2020-05-04,
San Lorenzo,AR022147,San Lorenzo,,,Chaco,AR022,Argentina,AR,2020-05-04,2020-05-04,
Sargento Cabral,AR022154,Sargento Cabral,,,Chaco,AR022,Argentina,AR,2020-05-04,2020-05-04,
Tapenagá,AR022161,Tapenaga,,,Chaco,AR022,Argentina,AR,2020-05-04,2020-05-04,
25 de Mayo,AR022168,25 de Mayo,,,Chaco,AR022,Argentina,AR,2020-05-04,2020-05-04,
Biedma,AR026007,Biedma,,,Chubut,AR026,Argentina,AR,2020-05-04,2020-05-04,
Cushamen,AR026014,Cushamen,,,Chubut,AR026,Argentina,AR,2020-05-04,2020-05-04,
Escalante,AR026021,Escalante,,,Chubut,AR026,Argentina,AR,2020-05-04,2020-05-04,
Florentino Ameghino,AR026028,Florentino Ameghino,,,Chubut,AR026,Argentina,AR,2020-05-04,2020-05-04,
Futaleufú,AR026035,Futaleufu,,,Chubut,AR026,Argentina,AR,2020-05-04,2020-05-04,
Gaiman,AR026042,Gaiman,,,Chubut,AR026,Argentina,AR,2020-05-04,2020-05-04,
Gastre,AR026049,Gastre,,,Chubut,AR026,Argentina,AR,2020-05-04,2020-05-04,
