#adm1+name+i_en,#adm1+code+v_pcode,#adm1+name,#adm1+name+alt1+i_en,#adm1+name+alt2+i_en,#country+name+i_en,#country+code+v_iso2,#date+start,#date+updated,#date+end
Barisal,BD10,,,,Bangladesh,BD,2018-04-25,2020-12-18,
Chittagong,BD20,,,,Bangladesh,BD,2018-04-25,2020-12-18,
Dhaka,BD30,,,,Bangladesh,BD,2018-04-25,2020-12-18,
Khulna,BD40,,,,Bangladesh,BD,2018-04-25,2020-12-18,
Mymensingh,BD45,,,,Bangladesh,BD,2018-04-25,2020-12-18,
Rajshahi,BD50,,,,Bangladesh,BD,2018-04-25,2020-12-18,
Rangpur,BD55,,,,Bangladesh,BD,2018-04-25,2020-12-18,
Sylhet,BD60,,,,Bangladesh,BD,2018-04-25,2020-12-18,
