#adm1+name+i_en,#adm1+name+i_ar,#adm1+code+v_pcode,#adm1+name,#adm1+name+alt1+i_en,#adm1+name+alt2+i_en,#adm1+name+alt1+i_ar,#adm1+name+alt2+i_ar,#country+name+i_en,#country+name+i_ar,#country+code+v_iso2,#date+start,#date+updated,#date+end
East,الشرق,LY01,,,,,,Libya,ليبيا,LY,2016-11-30,2018-05-07,
West,الغرب,LY02,,,,,,Libya,ليبيا,LY,2016-11-30,2018-05-07,
South,الجنوب,LY03,,,,,,Libya,ليبيا,LY,2016-11-30,2018-05-07,
