#adm1+name+i_en,#adm1+code+v_pcode,#adm1+name,#adm1+name+alt1+i_en,#adm1+name+alt2+i_en,#country+name+i_en,#country+code+v_iso2,#date+start,#date+updated,#date+end
Province 1,NP01,,,,Nepal,NP,2020-11-11,2020-11-11,
Province 2,NP02,,,,Nepal,NP,2020-11-11,2020-11-11,
Bagmati,NP03,,,,Nepal,NP,2020-11-11,2020-11-11,
Gandaki,NP04,,,,Nepal,NP,2020-11-11,2020-11-11,
Lumbini,NP05,,,,Nepal,NP,2020-11-11,2020-11-11,
Karnali,NP06,,,,Nepal,NP,2020-11-11,2020-11-11,
Sudurpaschim,NP07,,,,Nepal,NP,2020-11-11,2020-11-11,
