#adm1+name+i_fr,#adm1+code+v_pcode,#adm1+name,#adm1+name+alt1+i_fr,#adm1+name+alt2+i_fr,#country+name+i_fr,#country+code+v_iso2,#date+start,#date+updated,#date+end
Estuaire,GA001,,,,Gabon,GA,2015-02-17,2018-08-15,
Haut-Ogooue,GA002,,,,Gabon,GA,2015-02-17,2018-08-15,
Moyen-Ogooue,GA003,,,,Gabon,GA,2015-02-17,2018-08-15,
Ngounie,GA004,,,,Gabon,GA,2015-02-17,2018-08-15,
Nyanga,GA005,,,,Gabon,GA,2015-02-17,2018-08-15,
Ogooue-Ivindo,GA006,,,,Gabon,GA,2015-02-17,2018-08-15,
Ogooue-Lolo,GA007,,,,Gabon,GA,2015-02-17,2018-08-15,
Ogooue-Maritime,GA008,,,,Gabon,GA,2015-02-17,2018-08-15,
Woleu-Ntem,GA009,,,,Gabon,GA,2015-02-17,2018-08-15,
