#adm3+name+i_fr,#adm3+code+v_pcode,#adm3+name,#adm3+name+alt1+i_fr,#adm3+name+alt2+i_fr,#adm2+name+i_fr,#adm2+code+v_pcode,#adm1+name+i_fr,#adm1+code+v_pcode,#country+name+i_fr,#country+code+v_iso2,#date+start,#date+updated,#date+end
Fougou,GN00600404,Fougou,,,Mali,GN006004,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
Gayah,GN00600405,Gayah,,,Mali,GN006004,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
Hidayatou,GN00600406,Hidayatou,,,Mali,GN006004,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
Lebekeren,GN00600407,Lebekeren,,,Mali,GN006004,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
Madina Wora,GN00600408,Madina Wora,,,Mali,GN006004,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
Mali Ctre,GN00600409,Mali Ctre,,,Mali,GN006004,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
Salambande,GN00600410,Salambande,,,Mali,GN006004,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
Telire,GN00600411,Telire,,,Mali,GN006004,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
Touba,GN00600412,Touba,,,Mali,GN006004,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
Yimbering,GN00600413,Yimbering,,,Mali,GN006004,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
Fatako,GN00600501,Fatako,,,Tougue,GN006005,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
Fello Koundoua,GN00600502,Fello Koundoua,,,Tougue,GN006005,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
Kansangui,GN00600503,Kansangui,,,Tougue,GN006005,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
Koin,GN00600504,Koin,,,Tougue,GN006005,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
Kolangui,GN00600505,Kolangui,,,Tougue,GN006005,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
Kolet,GN00600506,Kolet,,,Tougue,GN006005,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
Konah,GN00600507,Konah,,,Tougue,GN006005,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
Kouratongo,GN00600508,Kouratongo,,,Tougue,GN006005,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
Tangali,GN00600509,Tangali,,,Tougue,GN006005,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
Tougue Ctre,GN00600510,Tougue Ctre,,,Tougue,GN006005,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
Bodie,GN00700101,Bodie,,,Dalaba,GN007001,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
Dalaba Ctre,GN00700102,Dalaba Ctre,,,Dalaba,GN007001,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
Ditinn,GN00700103,Ditinn,,,Dalaba,GN007001,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
Kaala,GN00700104,Kaala,,,Dalaba,GN007001,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
Kankalabe,GN00700105,Kankalabe,,,Dalaba,GN007001,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
Kebali,GN00700106,Kebali,,,Dalaba,GN007001,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
Koba,GN00700107,Koba,,,Dalaba,GN007001,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
Mafara,GN00700108,Mafara,,,Dalaba,GN007001,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
Mitty,GN00700109,Mitty,,,Dalaba,GN007001,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
Mombeyah,GN00700110,Mombeyah,,,Dalaba,GN007001,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
Bouliwel,GN00700201,Bouliwel,,,Mamou,GN007002,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
Dounet,GN00700202,Dounet,,,Mamou,GN007002,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
Gongoret,GN00700203,Gongoret,,,Mamou,GN007002,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
Kegneko,GN00700204,Kegneko,,,Mamou,GN007002,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
Kounkoure,GN00700205,Kounkoure,,,Mamou,GN007002,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
Mamou Ctre,GN00700206,Mamou Ctre,,,Mamou,GN007002,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
Nyagara,GN00700207,Nyagara,,,Mamou,GN007002,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
Oure Kaba,GN00700208,Oure Kaba,,,Mamou,GN007002,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
Poredaka,GN00700209,Poredaka,,,Mamou,GN007002,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
Saramoussaya,GN00700210,Saramoussaya,,,Mamou,GN007002,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
Soyah,GN00700211,Soyah,,,Mamou,GN007002,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
Teguereyah,GN00700212,Teguereyah,,,Mamou,GN007002,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
Timbo,GN00700213,Timbo,,,Mamou,GN007002,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
Tolo,GN00700214,Tolo,,,Mamou,GN007002,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
Bantignel,GN00700301,Bantignel,,,Pita,GN007003,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
Brouwal Tape,GN00700302,Brouwal Tape,,,Pita,GN007003,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
Donghol Touma,GN00700303,Donghol Touma,,,Pita,GN007003,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
Gongoret,GN00700304,Gongoret,,,Pita,GN007003,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
Ley Miro,GN00700305,Ley Miro,,,Pita,GN007003,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
Maci,GN00700306,Maci,,,Pita,GN007003,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
Ninguelande,GN00700307,Ninguelande,,,Pita,GN007003,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
Pita Ctre,GN00700308,Pita Ctre,,,Pita,GN007003,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
Sangareah,GN00700309,Sangareah,,,Pita,GN007003,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
Sintali,GN00700310,Sintali,,,Pita,GN007003,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
Timbi Madina,GN00700311,Timbi Madina,,,Pita,GN007003,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
Timbi Touni,GN00700312,Timbi Touni,,,Pita,GN007003,Mamou,GN007,Guinea,GN,2017-08-03,2021-12-31,
Beyla Ctre,GN00800101,Beyla Ctre,,,Beyla,GN008001,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
Boola,GN00800102,Boola,,,Beyla,GN008001,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
Diaraguerela,GN00800103,Diaraguerela,,,Beyla,GN008001,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
Diassodou,GN00800104,Diassodou,,,Beyla,GN008001,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
Fouala,GN00800105,Fouala,,,Beyla,GN008001,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
Gbakedou,GN00800106,Gbakedou,,,Beyla,GN008001,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
Gbessoba,GN00800107,Gbessoba,,,Beyla,GN008001,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
Karala,GN00800108,Karala,,,Beyla,GN008001,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
Koumandou,GN00800109,Koumandou,,,Beyla,GN008001,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
Moussadou,GN00800110,Moussadou,,,Beyla,GN008001,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
Nionsomoridou,GN00800111,Nionsomoridou,,,Beyla,GN008001,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
Sakourala,GN00800112,Sakourala,,,Beyla,GN008001,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
Samana,GN00800113,Samana,,,Beyla,GN008001,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
Sinko,GN00800114,Sinko,,,Beyla,GN008001,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
Bolodou,GN00800201,Bolodou,,,Gueckedou,GN008002,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
Fangamadou,GN00800202,Fangamadou,,,Gueckedou,GN008002,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
Gueckedou Ctre,GN00800203,Gueckedou Ctre,,,Gueckedou,GN008002,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
Guendembou,GN00800204,Guendembou,,,Gueckedou,GN008002,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
Kassadou,GN00800205,Kassadou,,,Gueckedou,GN008002,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
Koundou,GN00800206,Koundou,,,Gueckedou,GN008002,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
Nongoa,GN00800207,Nongoa,,,Gueckedou,GN008002,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
Ouende Kenema,GN00800208,Ouende Kenema,,,Gueckedou,GN008002,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
Tekoulo,GN00800209,Tekoulo,,,Gueckedou,GN008002,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
Termassadou,GN00800210,Termassadou,,,Gueckedou,GN008002,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
Bossou,GN00800301,Bossou,,,Lola,GN008003,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
Foumbadou,GN00800302,Foumbadou,,,Lola,GN008003,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
Gama Berema,GN00800303,Gama Berema,,,Lola,GN008003,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
Gueasso,GN00800304,Gueasso,,,Lola,GN008003,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
Kokota,GN00800305,Kokota,,,Lola,GN008003,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
Laine,GN00800306,Laine,,,Lola,GN008003,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
Lola Ctre,GN00800307,Lola Ctre,,,Lola,GN008003,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
Nzoo,GN00800308,Nzoo,,,Lola,GN008003,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
Tounkarata,GN00800309,Tounkarata,,,Lola,GN008003,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
Balizia,GN00800401,Balizia,,,Macenta,GN008004,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
Binikala,GN00800402,Binikala,,,Macenta,GN008004,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
Bofossou,GN00800403,Bofossou,,,Macenta,GN008004,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
Daro,GN00800404,Daro,,,Macenta,GN008004,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
Fassankoni,GN00800405,Fassankoni,,,Macenta,GN008004,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
Kouankan,GN00800406,Kouankan,,,Macenta,GN008004,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
Koyamah,GN00800407,Koyamah,,,Macenta,GN008004,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
Macenta Ctre,GN00800408,Macenta Ctre,,,Macenta,GN008004,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
Nzebela,GN00800409,Nzebela,,,Macenta,GN008004,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
Ouremai,GN00800410,Ouremai,,,Macenta,GN008004,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
Panziazou,GN00800411,Panziazou,,,Macenta,GN008004,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
Sengbedou,GN00800412,Sengbedou,,,Macenta,GN008004,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
Seredou,GN00800413,Seredou,,,Macenta,GN008004,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
Vasseredou,GN00800414,Vasseredou,,,Macenta,GN008004,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
Watanka,GN00800415,Watanka,,,Macenta,GN008004,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
Bounouma,GN00800501,Bounouma,,,Nzerekore,GN008005,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
Gouecke,GN00800502,Gouecke,,,Nzerekore,GN008005,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
Kobela,GN00800503,Kobela,,,Nzerekore,GN008005,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
Koropara,GN00800504,Koropara,,,Nzerekore,GN008005,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
Koule,GN00800505,Koule,,,Nzerekore,GN008005,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
Nzerekore Ctre,GN00800506,Nzerekore Ctre,,,Nzerekore,GN008005,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
Pale,GN00800507,Pale,,,Nzerekore,GN008005,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
Samoe,GN00800508,Samoe,,,Nzerekore,GN008005,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
Soulouta,GN00800509,Soulouta,,,Nzerekore,GN008005,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
Womey,GN00800510,Womey,,,Nzerekore,GN008005,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
Yalenzou,GN00800511,Yalenzou,,,Nzerekore,GN008005,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
Banie,GN00800601,Banie,,,Yomou,GN008006,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
Bheeta,GN00800602,Bheeta,,,Yomou,GN008006,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
Bignamou,GN00800603,Bignamou,,,Yomou,GN008006,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
Bowe,GN00800604,Bowe,,,Yomou,GN008006,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
Diecke,GN00800605,Diecke,,,Yomou,GN008006,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
Pela,GN00800606,Pela,,,Yomou,GN008006,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
Yomou Ctre,GN00800607,Yomou Ctre,,,Yomou,GN008006,Nzerekore,GN008,Guinea,GN,2017-08-03,2021-12-31,
