#adm2+name+i_es,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_es,#adm2+name+alt2+i_es,#adm1+name+i_es,#adm1+code+v_pcode,#country+name+i_es,#country+code+v_iso2,#date+start,#date+updated,#date+end
La Union,PE0408,,,,Arequipa,PE04,Perú (el),PE,2015-07-24,2020-07-17,
Huamanga,PE0501,,,,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Cangallo,PE0502,,,,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Huanca Sancos,PE0503,,,,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Huanta,PE0504,,,,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
La Mar,PE0505,,,,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Lucanas,PE0506,,,,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Parinacochas,PE0507,,,,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Paucar del Sara Sara,PE0508,,,,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Sucre,PE0509,,,,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Victor Fajardo,PE0510,,,,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Vilcas Huaman,PE0511,,,,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Cajamarca,PE0601,,,,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Cajabamba,PE0602,,,,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Celendin,PE0603,,,,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Chota,PE0604,,,,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Contumaza,PE0605,,,,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Cutervo,PE0606,,,,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Hualgayoc,PE0607,,,,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Jaen,PE0608,,,,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
San Ignacio,PE0609,,,,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
San Marcos,PE0610,,,,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
San Miguel,PE0611,,,,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
San Pablo,PE0612,,,,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Santa Cruz,PE0613,,,,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Callao,PE0701,,,,Callao,PE07,Perú (el),PE,2015-07-24,2020-07-17,
Cusco,PE0801,,,,Cusco,PE08,Perú (el),PE,2015-07-24,2020-07-17,
Acomayo,PE0802,,,,Cusco,PE08,Perú (el),PE,2015-07-24,2020-07-17,
Anta,PE0803,,,,Cusco,PE08,Perú (el),PE,2015-07-24,2020-07-17,
Calca,PE0804,,,,Cusco,PE08,Perú (el),PE,2015-07-24,2020-07-17,
Canas,PE0805,,,,Cusco,PE08,Perú (el),PE,2015-07-24,2020-07-17,
Canchis,PE0806,,,,Cusco,PE08,Perú (el),PE,2015-07-24,2020-07-17,
Chumbivilcas,PE0807,,,,Cusco,PE08,Perú (el),PE,2015-07-24,2020-07-17,
Espinar,PE0808,,,,Cusco,PE08,Perú (el),PE,2015-07-24,2020-07-17,
La Convencion,PE0809,,,,Cusco,PE08,Perú (el),PE,2015-07-24,2020-07-17,
Paruro,PE0810,,,,Cusco,PE08,Perú (el),PE,2015-07-24,2020-07-17,
Paucartambo,PE0811,,,,Cusco,PE08,Perú (el),PE,2015-07-24,2020-07-17,
Quispicanchi,PE0812,,,,Cusco,PE08,Perú (el),PE,2015-07-24,2020-07-17,
Urubamba,PE0813,,,,Cusco,PE08,Perú (el),PE,2015-07-24,2020-07-17,
Huancavelica,PE0901,,,,Huancavelica,PE09,Perú (el),PE,2015-07-24,2020-07-17,
Acobamba,PE0902,,,,Huancavelica,PE09,Perú (el),PE,2015-07-24,2020-07-17,
Angaraes,PE0903,,,,Huancavelica,PE09,Perú (el),PE,2015-07-24,2020-07-17,
Castrovirreyna,PE0904,,,,Huancavelica,PE09,Perú (el),PE,2015-07-24,2020-07-17,
Churcampa,PE0905,,,,Huancavelica,PE09,Perú (el),PE,2015-07-24,2020-07-17,
Huaytara,PE0906,,,,Huancavelica,PE09,Perú (el),PE,2015-07-24,2020-07-17,
Tayacaja,PE0907,,,,Huancavelica,PE09,Perú (el),PE,2015-07-24,2020-07-17,
Huanuco,PE1001,,,,Huanuco,PE10,Perú (el),PE,2015-07-24,2020-07-17,
Ambo,PE1002,,,,Huanuco,PE10,Perú (el),PE,2015-07-24,2020-07-17,
Dos de Mayo,PE1003,,,,Huanuco,PE10,Perú (el),PE,2015-07-24,2020-07-17,
Huacaybamba,PE1004,,,,Huanuco,PE10,Perú (el),PE,2015-07-24,2020-07-17,
Huamalies,PE1005,,,,Huanuco,PE10,Perú (el),PE,2015-07-24,2020-07-17,
Leoncio Prado,PE1006,,,,Huanuco,PE10,Perú (el),PE,2015-07-24,2020-07-17,
Marañon,PE1007,Maranon,,,Huanuco,PE10,Perú (el),PE,2015-07-24,2020-07-17,
Pachitea,PE1008,,,,Huanuco,PE10,Perú (el),PE,2015-07-24,2020-07-17,
Puerto Inca,PE1009,,,,Huanuco,PE10,Perú (el),PE,2015-07-24,2020-07-17,
Lauricocha,PE1010,,,,Huanuco,PE10,Perú (el),PE,2015-07-24,2020-07-17,
Yarowilca,PE1011,,,,Huanuco,PE10,Perú (el),PE,2015-07-24,2020-07-17,
Ica,PE1101,,,,Ica,PE11,Perú (el),PE,2015-07-24,2020-07-17,
Chincha,PE1102,,,,Ica,PE11,Perú (el),PE,2015-07-24,2020-07-17,
Nasca,PE1103,,,,Ica,PE11,Perú (el),PE,2015-07-24,2020-07-17,
Palpa,PE1104,,,,Ica,PE11,Perú (el),PE,2015-07-24,2020-07-17,
Pisco,PE1105,,,,Ica,PE11,Perú (el),PE,2015-07-24,2020-07-17,
Huancayo,PE1201,,,,Junin,PE12,Perú (el),PE,2015-07-24,2020-07-17,
Concepcion,PE1202,,,,Junin,PE12,Perú (el),PE,2015-07-24,2020-07-17,
Chanchamayo,PE1203,,,,Junin,PE12,Perú (el),PE,2015-07-24,2020-07-17,
Jauja,PE1204,,,,Junin,PE12,Perú (el),PE,2015-07-24,2020-07-17,
Junin,PE1205,,,,Junin,PE12,Perú (el),PE,2015-07-24,2020-07-17,
Satipo,PE1206,,,,Junin,PE12,Perú (el),PE,2015-07-24,2020-07-17,
Tarma,PE1207,,,,Junin,PE12,Perú (el),PE,2015-07-24,2020-07-17,
Yauli,PE1208,,,,Junin,PE12,Perú (el),PE,2015-07-24,2020-07-17,
Chupaca,PE1209,,,,Junin,PE12,Perú (el),PE,2015-07-24,2020-07-17,
Trujillo,PE1301,,,,La Libertad,PE13,Perú (el),PE,2015-07-24,2020-07-17,
Ascope,PE1302,,,,La Libertad,PE13,Perú (el),PE,2015-07-24,2020-07-17,
Bolivar,PE1303,,,,La Libertad,PE13,Perú (el),PE,2015-07-24,2020-07-17,
Chepen,PE1304,,,,La Libertad,PE13,Perú (el),PE,2015-07-24,2020-07-17,
Julcan,PE1305,,,,La Libertad,PE13,Perú (el),PE,2015-07-24,2020-07-17,
Otuzco,PE1306,,,,La Libertad,PE13,Perú (el),PE,2015-07-24,2020-07-17,
Pacasmayo,PE1307,,,,La Libertad,PE13,Perú (el),PE,2015-07-24,2020-07-17,
Pataz,PE1308,,,,La Libertad,PE13,Perú (el),PE,2015-07-24,2020-07-17,
Sanchez Carrion,PE1309,,,,La Libertad,PE13,Perú (el),PE,2015-07-24,2020-07-17,
Santiago de Chuco,PE1310,,,,La Libertad,PE13,Perú (el),PE,2015-07-24,2020-07-17,
Gran Chimu,PE1311,,,,La Libertad,PE13,Perú (el),PE,2015-07-24,2020-07-17,
Viru,PE1312,,,,La Libertad,PE13,Perú (el),PE,2015-07-24,2020-07-17,
Chiclayo,PE1401,,,,Lambayeque,PE14,Perú (el),PE,2015-07-24,2020-07-17,
Ferreñafe,PE1402,Ferrenafe,,,Lambayeque,PE14,Perú (el),PE,2015-07-24,2020-07-17,
Lambayeque,PE1403,,,,Lambayeque,PE14,Perú (el),PE,2015-07-24,2020-07-17,
Lima,PE1501,,,,Lima,PE15,Perú (el),PE,2015-07-24,2020-07-17,
Barranca,PE1502,,,,Lima,PE15,Perú (el),PE,2015-07-24,2020-07-17,
Cajatambo,PE1503,,,,Lima,PE15,Perú (el),PE,2015-07-24,2020-07-17,
Canta,PE1504,,,,Lima,PE15,Perú (el),PE,2015-07-24,2020-07-17,
Cañete,PE1505,Canete,,,Lima,PE15,Perú (el),PE,2015-07-24,2020-07-17,
Huaral,PE1506,,,,Lima,PE15,Perú (el),PE,2015-07-24,2020-07-17,
Huarochiri,PE1507,,,,Lima,PE15,Perú (el),PE,2015-07-24,2020-07-17,
Huaura,PE1508,,,,Lima,PE15,Perú (el),PE,2015-07-24,2020-07-17,
Oyon,PE1509,,,,Lima,PE15,Perú (el),PE,2015-07-24,2020-07-17,
Yauyos,PE1510,,,,Lima,PE15,Perú (el),PE,2015-07-24,2020-07-17,
Maynas,PE1601,,,,Loreto,PE16,Perú (el),PE,2015-07-24,2020-07-17,
Alto Amazonas,PE1602,,,,Loreto,PE16,Perú (el),PE,2015-07-24,2020-07-17,
Loreto,PE1603,,,,Loreto,PE16,Perú (el),PE,2015-07-24,2020-07-17,
Mariscal Ramon Castilla,PE1604,,,,Loreto,PE16,Perú (el),PE,2015-07-24,2020-07-17,
Requena,PE1605,,,,Loreto,PE16,Perú (el),PE,2015-07-24,2020-07-17,
Ucayali,PE1606,,,,Loreto,PE16,Perú (el),PE,2015-07-24,2020-07-17,
Datem del Marañon,PE1607,Datem del Maranon,,,Loreto,PE16,Perú (el),PE,2015-07-24,2020-07-17,
Putumayo,PE1608,,,,Loreto,PE16,Perú (el),PE,2015-07-24,2020-07-17,
Tambopata,PE1701,,,,Madre de Dios,PE17,Perú (el),PE,2015-07-24,2020-07-17,
Manu,PE1702,,,,Madre de Dios,PE17,Perú (el),PE,2015-07-24,2020-07-17,
Tahuamanu,PE1703,,,,Madre de Dios,PE17,Perú (el),PE,2015-07-24,2020-07-17,
Mariscal Nieto,PE1801,,,,Moquegua,PE18,Perú (el),PE,2015-07-24,2020-07-17,
General Sanchez Cerro,PE1802,,,,Moquegua,PE18,Perú (el),PE,2015-07-24,2020-07-17,
Ilo,PE1803,,,,Moquegua,PE18,Perú (el),PE,2015-07-24,2020-07-17,
Pasco,PE1901,,,,Pasco,PE19,Perú (el),PE,2015-07-24,2020-07-17,
Daniel Alcides Carrion,PE1902,,,,Pasco,PE19,Perú (el),PE,2015-07-24,2020-07-17,
Oxapampa,PE1903,,,,Pasco,PE19,Perú (el),PE,2015-07-24,2020-07-17,
Piura,PE2001,,,,Piura,PE20,Perú (el),PE,2015-07-24,2020-07-17,
Ayabaca,PE2002,,,,Piura,PE20,Perú (el),PE,2015-07-24,2020-07-17,
Huancabamba,PE2003,,,,Piura,PE20,Perú (el),PE,2015-07-24,2020-07-17,
Morropon,PE2004,,,,Piura,PE20,Perú (el),PE,2015-07-24,2020-07-17,
Paita,PE2005,,,,Piura,PE20,Perú (el),PE,2015-07-24,2020-07-17,
Sullana,PE2006,,,,Piura,PE20,Perú (el),PE,2015-07-24,2020-07-17,
Talara,PE2007,,,,Piura,PE20,Perú (el),PE,2015-07-24,2020-07-17,
Sechura,PE2008,,,,Piura,PE20,Perú (el),PE,2015-07-24,2020-07-17,
Puno,PE2101,,,,Puno,PE21,Perú (el),PE,2015-07-24,2020-07-17,
Azangaro,PE2102,,,,Puno,PE21,Perú (el),PE,2015-07-24,2020-07-17,
Carabaya,PE2103,,,,Puno,PE21,Perú (el),PE,2015-07-24,2020-07-17,
Chucuito,PE2104,,,,Puno,PE21,Perú (el),PE,2015-07-24,2020-07-17,
El Collao,PE2105,,,,Puno,PE21,Perú (el),PE,2015-07-24,2020-07-17,
Huancane,PE2106,,,,Puno,PE21,Perú (el),PE,2015-07-24,2020-07-17,
Lampa,PE2107,,,,Puno,PE21,Perú (el),PE,2015-07-24,2020-07-17,
Melgar,PE2108,,,,Puno,PE21,Perú (el),PE,2015-07-24,2020-07-17,
Moho,PE2109,,,,Puno,PE21,Perú (el),PE,2015-07-24,2020-07-17,
San Antonio de Putina,PE2110,,,,Puno,PE21,Perú (el),PE,2015-07-24,2020-07-17,
San Roman,PE2111,,,,Puno,PE21,Perú (el),PE,2015-07-24,2020-07-17,
Sandia,PE2112,,,,Puno,PE21,Perú (el),PE,2015-07-24,2020-07-17,
Yunguyo,PE2113,,,,Puno,PE21,Perú (el),PE,2015-07-24,2020-07-17,
Moyobamba,PE2201,,,,San Martin,PE22,Perú (el),PE,2015-07-24,2020-07-17,
Bellavista,PE2202,,,,San Martin,PE22,Perú (el),PE,2015-07-24,2020-07-17,
El Dorado,PE2203,,,,San Martin,PE22,Perú (el),PE,2015-07-24,2020-07-17,
Huallaga,PE2204,,,,San Martin,PE22,Perú (el),PE,2015-07-24,2020-07-17,
Lamas,PE2205,,,,San Martin,PE22,Perú (el),PE,2015-07-24,2020-07-17,
Mariscal Caceres,PE2206,,,,San Martin,PE22,Perú (el),PE,2015-07-24,2020-07-17,
Picota,PE2207,,,,San Martin,PE22,Perú (el),PE,2015-07-24,2020-07-17,
Rioja,PE2208,,,,San Martin,PE22,Perú (el),PE,2015-07-24,2020-07-17,
San Martin,PE2209,,,,San Martin,PE22,Perú (el),PE,2015-07-24,2020-07-17,
Tocache,PE2210,,,,San Martin,PE22,Perú (el),PE,2015-07-24,2020-07-17,
Tacna,PE2301,,,,Tacna,PE23,Perú (el),PE,2015-07-24,2020-07-17,
Candarave,PE2302,,,,Tacna,PE23,Perú (el),PE,2015-07-24,2020-07-17,
Jorge Basadre,PE2303,,,,Tacna,PE23,Perú (el),PE,2015-07-24,2020-07-17,
Tarata,PE2304,,,,Tacna,PE23,Perú (el),PE,2015-07-24,2020-07-17,
Tumbes,PE2401,,,,Tumbes,PE24,Perú (el),PE,2015-07-24,2020-07-17,
Contralmirante Villar,PE2402,,,,Tumbes,PE24,Perú (el),PE,2015-07-24,2020-07-17,
Zarumilla,PE2403,,,,Tumbes,PE24,Perú (el),PE,2015-07-24,2020-07-17,
Coronel Portillo,PE2501,,,,Ucayali,PE25,Perú (el),PE,2015-07-24,2020-07-17,
Atalaya,PE2502,,,,Ucayali,PE25,Perú (el),PE,2015-07-24,2020-07-17,
Padre Abad,PE2503,,,,Ucayali,PE25,Perú (el),PE,2015-07-24,2020-07-17,
Purus,PE2504,,,,Ucayali,PE25,Perú (el),PE,2015-07-24,2020-07-17,
