#country+name+i_pt,#country+name+i_en,#country+code+v_iso2,#country+name,#country+name+alt1+i_pt,#country+name+alt2+i_pt,#country+name+alt1+i_en,#country+name+alt2+i_en,#date+start,#date+updated,#date+end
Moçambique,Mozambique,MZ,Mocambique,,,,,2019-04-02,2019-06-07,
