#adm2+name+i_en,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_en,#adm2+name+alt2+i_en,#adm1+name+i_en,#adm1+code+v_pcode,#country+name+i_en,#country+code+v_iso2,#date+start,#date+updated,#date+end
Middle Fly District,PG0101,,,,Western Province,PG01,Papua New Guinea,PG,2019-05-10,2019-05-10,
North Fly District,PG0102,,,,Western Province,PG01,Papua New Guinea,PG,2019-05-10,2019-05-10,
South Fly District,PG0103,,,,Western Province,PG01,Papua New Guinea,PG,2019-05-10,2019-05-10,
Kerema District,PG0201,,,,Gulf Province,PG02,Papua New Guinea,PG,2019-05-10,2019-05-10,
Kikori District,PG0202,,,,Gulf Province,PG02,Papua New Guinea,PG,2019-05-10,2019-05-10,
Abau District,PG0301,,,,Central Province,PG03,Papua New Guinea,PG,2019-05-10,2019-05-10,
Goilala District,PG0302,,,,Central Province,PG03,Papua New Guinea,PG,2019-05-10,2019-05-10,
Kairuku - Hiri District,PG0303,,,,Central Province,PG03,Papua New Guinea,PG,2019-05-10,2019-05-10,
Rigo District,PG0304,,,,Central Province,PG03,Papua New Guinea,PG,2019-05-10,2019-05-10,
National Capital District,PG0401,,,,National Capital District,PG04,Papua New Guinea,PG,2019-05-10,2019-05-10,
Alotau District,PG0501,,,,Milne Bay Province,PG05,Papua New Guinea,PG,2019-05-10,2019-05-10,
Samarai-Murua District,PG0502,,,,Milne Bay Province,PG05,Papua New Guinea,PG,2019-05-10,2019-05-10,
Kiriwina-Goodenough District,PG0503,,,,Milne Bay Province,PG05,Papua New Guinea,PG,2019-05-10,2019-05-10,
Esa'ala District,PG0504,Esaala District,,,Milne Bay Province,PG05,Papua New Guinea,PG,2019-05-10,2019-05-10,
Ijivitari District,PG0601,,,,Northern (Oro) Province,PG06,Papua New Guinea,PG,2019-05-10,2019-05-10,
Sohe District,PG0602,,,,Northern (Oro) Province,PG06,Papua New Guinea,PG,2019-05-10,2019-05-10,
Ialibu/Pangia District,PG0701,,,,Southern Highlands Province,PG07,Papua New Guinea,PG,2019-05-10,2019-05-10,
Imbonggu District,PG0702,,,,Southern Highlands Province,PG07,Papua New Guinea,PG,2019-05-10,2019-05-10,
Kagua/Erave District,PG0703,,,,Southern Highlands Province,PG07,Papua New Guinea,PG,2019-05-10,2019-05-10,
Mendi/Munihu District,PG0706,,,,Southern Highlands Province,PG07,Papua New Guinea,PG,2019-05-10,2019-05-10,
Nipa/Kutubu District,PG0707,,,,Southern Highlands Province,PG07,Papua New Guinea,PG,2019-05-10,2019-05-10,
Kandep District,PG0801,,,,Enga Province,PG08,Papua New Guinea,PG,2019-05-10,2019-05-10,
Kompiam District,PG0802,,,,Enga Province,PG08,Papua New Guinea,PG,2019-05-10,2019-05-10,
Lagaip/Pogera District,PG0803,,,,Enga Province,PG08,Papua New Guinea,PG,2019-05-10,2019-05-10,
Wabag District,PG0804,,,,Enga Province,PG08,Papua New Guinea,PG,2019-05-10,2019-05-10,
Wapenamanda District,PG0805,,,,Enga Province,PG08,Papua New Guinea,PG,2019-05-10,2019-05-10,
Dei District,PG0902,,,,Western Highlands Province,PG09,Papua New Guinea,PG,2019-05-10,2019-05-10,
Mt Hagen District,PG0903,,,,Western Highlands Province,PG09,Papua New Guinea,PG,2019-05-10,2019-05-10,
Mul/Baiyer District,PG0905,,,,Western Highlands Province,PG09,Papua New Guinea,PG,2019-05-10,2019-05-10,
Tambul/Nebilyer District,PG0907,,,,Western Highlands Province,PG09,Papua New Guinea,PG,2019-05-10,2019-05-10,
Chuave District,PG1001,,,,Chimbu (Simbu) Province,PG10,Papua New Guinea,PG,2019-05-10,2019-05-10,
Gumine District,PG1002,,,,Chimbu (Simbu) Province,PG10,Papua New Guinea,PG,2019-05-10,2019-05-10,
Karimui/Nomane District,PG1003,,,,Chimbu (Simbu) Province,PG10,Papua New Guinea,PG,2019-05-10,2019-05-10,
Kerowagi District,PG1004,,,,Chimbu (Simbu) Province,PG10,Papua New Guinea,PG,2019-05-10,2019-05-10,
Kundiawa/Gembogl District,PG1005,,,,Chimbu (Simbu) Province,PG10,Papua New Guinea,PG,2019-05-10,2019-05-10,
Sina Sina Yonggomugl District,PG1006,,,,Chimbu (Simbu) Province,PG10,Papua New Guinea,PG,2019-05-10,2019-05-10,
Daulo District,PG1101,,,,Eastern Highlands Province,PG11,Papua New Guinea,PG,2019-05-10,2019-05-10,
Goroka District,PG1102,,,,Eastern Highlands Province,PG11,Papua New Guinea,PG,2019-05-10,2019-05-10,
Henganofi District,PG1103,,,,Eastern Highlands Province,PG11,Papua New Guinea,PG,2019-05-10,2019-05-10,
Kainanatu District,PG1104,,,,Eastern Highlands Province,PG11,Papua New Guinea,PG,2019-05-10,2019-05-10,
Lufa District,PG1105,,,,Eastern Highlands Province,PG11,Papua New Guinea,PG,2019-05-10,2019-05-10,
Obura/Wonenara District,PG1106,,,,Eastern Highlands Province,PG11,Papua New Guinea,PG,2019-05-10,2019-05-10,
Okapa District,PG1107,,,,Eastern Highlands Province,PG11,Papua New Guinea,PG,2019-05-10,2019-05-10,
Unggai/Benna District,PG1108,,,,Eastern Highlands Province,PG11,Papua New Guinea,PG,2019-05-10,2019-05-10,
Bulolo District,PG1201,,,,Morobe Province,PG12,Papua New Guinea,PG,2019-05-10,2019-05-10,
Finschafen District,PG1202,,,,Morobe Province,PG12,Papua New Guinea,PG,2019-05-10,2019-05-10,
Huon District,PG1203,,,,Morobe Province,PG12,Papua New Guinea,PG,2019-05-10,2019-05-10,
Kabwum District,PG1204,,,,Morobe Province,PG12,Papua New Guinea,PG,2019-05-10,2019-05-10,
Lae District,PG1205,,,,Morobe Province,PG12,Papua New Guinea,PG,2019-05-10,2019-05-10,
Markham District,PG1206,,,,Morobe Province,PG12,Papua New Guinea,PG,2019-05-10,2019-05-10,
Menyamya District,PG1207,,,,Morobe Province,PG12,Papua New Guinea,PG,2019-05-10,2019-05-10,
Nawae District,PG1208,,,,Morobe Province,PG12,Papua New Guinea,PG,2019-05-10,2019-05-10,
Tawae/Siassi District,PG1209,,,,Morobe Province,PG12,Papua New Guinea,PG,2019-05-10,2019-05-10,
Bogia District,PG1301,,,,Madang Province,PG13,Papua New Guinea,PG,2019-05-10,2019-05-10,
Madang District,PG1302,,,,Madang Province,PG13,Papua New Guinea,PG,2019-05-10,2019-05-10,
Middle Ramu District,PG1303,,,,Madang Province,PG13,Papua New Guinea,PG,2019-05-10,2019-05-10,
Rai Coast District,PG1304,,,,Madang Province,PG13,Papua New Guinea,PG,2019-05-10,2019-05-10,
Sumkar District,PG1305,,,,Madang Province,PG13,Papua New Guinea,PG,2019-05-10,2019-05-10,
Usino Bundi District,PG1306,,,,Madang Province,PG13,Papua New Guinea,PG,2019-05-10,2019-05-10,
Ambunti/Drekikier District,PG1401,,,,East Sepik Province,PG14,Papua New Guinea,PG,2019-05-10,2019-05-10,
Angoram District,PG1402,,,,East Sepik Province,PG14,Papua New Guinea,PG,2019-05-10,2019-05-10,
Maprik District,PG1403,,,,East Sepik Province,PG14,Papua New Guinea,PG,2019-05-10,2019-05-10,
Wewak District,PG1404,,,,East Sepik Province,PG14,Papua New Guinea,PG,2019-05-10,2019-05-10,
Wosera Gawi District,PG1405,,,,East Sepik Province,PG14,Papua New Guinea,PG,2019-05-10,2019-05-10,
Yangoru Saussia District,PG1406,,,,East Sepik Province,PG14,Papua New Guinea,PG,2019-05-10,2019-05-10,
Aitape/Lumi District,PG1501,,,,West Sepik (Sandaun) Province,PG15,Papua New Guinea,PG,2019-05-10,2019-05-10,
Nuku District,PG1502,,,,West Sepik (Sandaun) Province,PG15,Papua New Guinea,PG,2019-05-10,2019-05-10,
Telefomin District,PG1503,,,,West Sepik (Sandaun) Province,PG15,Papua New Guinea,PG,2019-05-10,2019-05-10,
Vanimo/Green River District,PG1504,,,,West Sepik (Sandaun) Province,PG15,Papua New Guinea,PG,2019-05-10,2019-05-10,
Manus District,PG1601,,,,Manus Province,PG16,Papua New Guinea,PG,2019-05-10,2019-05-10,
Kavieng District,PG1701,,,,New Ireland Province,PG17,Papua New Guinea,PG,2019-05-10,2019-05-10,
Namatanai District,PG1702,,,,New Ireland Province,PG17,Papua New Guinea,PG,2019-05-10,2019-05-10,
Gazelle District,PG1801,,,,East New Britain Province,PG18,Papua New Guinea,PG,2019-05-10,2019-05-10,
Kokopo District,PG1802,,,,East New Britain Province,PG18,Papua New Guinea,PG,2019-05-10,2019-05-10,
Pomio District,PG1803,,,,East New Britain Province,PG18,Papua New Guinea,PG,2019-05-10,2019-05-10,
Rabaul District,PG1804,,,,East New Britain Province,PG18,Papua New Guinea,PG,2019-05-10,2019-05-10,
