#adm2+name+i_en,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_en,#adm2+name+alt2+i_en,#adm1+name+i_en,#adm1+code+v_pcode,#country+name+i_en,#country+code+v_iso2,#date+start,#date+updated,#date+end
Kandrian/Gloucester District,PG1901,,,,West New Britain Province,PG19,Papua New Guinea,PG,2019-05-10,2019-05-10,
Talasea District,PG1902,,,,West New Britain Province,PG19,Papua New Guinea,PG,2019-05-10,2019-05-10,
North Bougainville District,PG2001,,,,Autonomous Region of Bougainville,PG20,Papua New Guinea,PG,2019-05-10,2019-05-10,
Central Bougainville District,PG2002,,,,Autonomous Region of Bougainville,PG20,Papua New Guinea,PG,2019-05-10,2019-05-10,
South Bougainville District,PG2003,,,,Autonomous Region of Bougainville,PG20,Papua New Guinea,PG,2019-05-10,2019-05-10,
Komo/Magarima District,PG2104,,,,Hela Province,PG21,Papua New Guinea,PG,2019-05-10,2019-05-10,
Koroba/Kopiago District,PG2105,,,,Hela Province,PG21,Papua New Guinea,PG,2019-05-10,2019-05-10,
Tari/Pori District,PG2108,,,,Hela Province,PG21,Papua New Guinea,PG,2019-05-10,2019-05-10,
Anglimp/South Waghi District,PG2201,,,,Jiwaka Province,PG22,Papua New Guinea,PG,2019-05-10,2019-05-10,
Jimi District,PG2204,,,,Jiwaka Province,PG22,Papua New Guinea,PG,2019-05-10,2019-05-10,
North Waghi District,PG2206,,,,Jiwaka Province,PG22,Papua New Guinea,PG,2019-05-10,2019-05-10,
