admin2Name_en,admin2Name_da,admin2Pcode,admin2RefName,admin2AltName1_en,admin2AltName2_en,admin2AltName1_da,admin2AltName2_da,admin1Name_en,admin1Name_da,admin1Pcode,admin0Name_en,admin0Name_da,admin0Pcode,date,validOn,validTo,regionName_en,regionName_da,regionCode
#adm2+name+i_en,#adm2+name+i_da,#adm2+code+pcode,,#adm2+name+i_en,#adm2+name+i_en,#adm2+name+i_da,#adm2+name+i_da,#adm1+name+i_en,#adm1+name+i_da,#adm1+code+pcode,#adm0+name+i_en,#adm0+name+i_da,#adm0+code+pcode,#date,#date+valid_on,#date+valid_to,,,
Balkh,بلخ,AF2106,,,,,,Balkh,بلخ,AF21,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Northern,سهیلی حوزه,NR
Sholgareh,شولگره,AF2107,,,,,,Balkh,بلخ,AF21,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Northern,سهیلی حوزه,NR
Chemtal,چمتال,AF2108,,,,,,Balkh,بلخ,AF21,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Northern,سهیلی حوزه,NR
Dawlat Abad,دولت آباد,AF2109,,,,,,Balkh,بلخ,AF21,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Northern,سهیلی حوزه,NR
Khulm,خلم,AF2110,,,,,,Balkh,بلخ,AF21,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Northern,سهیلی حوزه,NR
Char Bolak,چار بولک,AF2111,,,,,,Balkh,بلخ,AF21,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Northern,سهیلی حوزه,NR
Shortepa,شور تیپه,AF2112,,,,,,Balkh,بلخ,AF21,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Northern,سهیلی حوزه,NR
Kaldar,کلدار,AF2113,,,,,,Balkh,بلخ,AF21,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Northern,سهیلی حوزه,NR
Keshendeh,کشنده,AF2114,,,,,,Balkh,بلخ,AF21,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Northern,سهیلی حوزه,NR
Zari,زاری,AF2115,,,,,,Balkh,بلخ,AF21,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Northern,سهیلی حوزه,NR
Sharak-e-Hayratan,شهرک حیرتان,AF2116,,,,,,Balkh,بلخ,AF21,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Northern,سهیلی حوزه,NR
Sar-e-Pul,سرپل,AF2201,,Centre,,,,Sar-e-Pul,سرپل,AF22,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Northern,سهیلی حوزه,NR
Sayad,صیاد,AF2202,,,,,,Sar-e-Pul,سرپل,AF22,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Northern,سهیلی حوزه,NR
Kohestanat,کوهستانات,AF2203,,,,,,Sar-e-Pul,سرپل,AF22,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Northern,سهیلی حوزه,NR
Sozmaqala,سوزمه قلعه,AF2204,,,,,,Sar-e-Pul,سرپل,AF22,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Northern,سهیلی حوزه,NR
Sancharak,سانچارك,AF2205,,Sangchark,,,,Sar-e-Pul,سرپل,AF22,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Northern,سهیلی حوزه,NR
Gosfandi,گوسفندی,AF2206,,,,,,Sar-e-Pul,سرپل,AF22,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Northern,سهیلی حوزه,NR
Balkhab,بلخاب,AF2207,,,,,,Sar-e-Pul,سرپل,AF22,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Northern,سهیلی حوزه,NR
Feroz Koh,فیروزکوه,AF2301,,Chagcharan,Centre,,,Ghor,غور,AF23,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Western,لویدیځه حوزه,WR
DoLayna,دو لینه,AF2302,,,,,,Ghor,غور,AF23,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Western,لویدیځه حوزه,WR
Dawlatyar,دولت یار,AF2303,,,,,,Ghor,غور,AF23,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Western,لویدیځه حوزه,WR
Charsadra,چار صد ره,AF2304,,,,,,Ghor,غور,AF23,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Western,لویدیځه حوزه,WR
Pasaband,پسابند,AF2305,,,,,,Ghor,غور,AF23,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Western,لویدیځه حوزه,WR
Shahrak,شهرک,AF2306,,,,,,Ghor,غور,AF23,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Western,لویدیځه حوزه,WR
Lal Wa Sarjangal,لعل و سرجنگل,AF2307,,,,,,Ghor,غور,AF23,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Western,لویدیځه حوزه,WR
Taywarah,تیوره,AF2308,,,,,,Ghor,غور,AF23,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Western,لویدیځه حوزه,WR
Tolak,تولک,AF2309,,,,,,Ghor,غور,AF23,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Western,لویدیځه حوزه,WR
Saghar,ساغر,AF2310,,,,,,Ghor,غور,AF23,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Western,لویدیځه حوزه,WR
Nili,نیلی,AF2401,,Centre,,,,Daykundi,دایکندی,AF24,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Central Highland,لوړه مرکزی حوزه,CH
Shahrestan,شهرستان,AF2402,,,,,,Daykundi,دایکندی,AF24,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Central Highland,لوړه مرکزی حوزه,CH
Ashtarlay,اشترلی,AF2403,,Ishterlai,,,,Daykundi,دایکندی,AF24,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Central Highland,لوړه مرکزی حوزه,CH
Khadir,خدیر,AF2404,,,,,,Daykundi,دایکندی,AF24,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Central Highland,لوړه مرکزی حوزه,CH
Kiti,کیتی,AF2405,,,,,,Daykundi,دایکندی,AF24,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Central Highland,لوړه مرکزی حوزه,CH
Miramor,میرامور,AF2406,,,,,,Daykundi,دایکندی,AF24,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Central Highland,لوړه مرکزی حوزه,CH
Sang-e-Takht,سنگ تخت,AF2407,,,,,,Daykundi,دایکندی,AF24,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Central Highland,لوړه مرکزی حوزه,CH
Kajran,کجران,AF2408,,,,,,Daykundi,دایکندی,AF24,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Central Highland,لوړه مرکزی حوزه,CH
Gizab,گیزاب,AF2409,,Patoo,,,,Daykundi,دایکندی,AF24,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Central Highland,لوړه مرکزی حوزه,CH
Tirinkot,تیرینکوت,AF2501,,Centre,,,,Uruzgan,ارزگان,AF25,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Southern,جنوبی حوزه,SR
Dehrawud,دهراود,AF2502,,,,,,Uruzgan,ارزگان,AF25,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Southern,جنوبی حوزه,SR
Chora,چوره,AF2503,,,,,,Uruzgan,ارزگان,AF25,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Southern,جنوبی حوزه,SR
Shahid-e-Hassas,شهید حساس,AF2504,,Charchino,,,,Uruzgan,ارزگان,AF25,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Southern,جنوبی حوزه,SR
Khas Uruzgan,خاص ارزگان,AF2505,,,,,,Uruzgan,ارزگان,AF25,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Southern,جنوبی حوزه,SR
Qalat,قلات,AF2601,,Centre,,,,Zabul,زابل,AF26,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Southern,جنوبی حوزه,SR
Tarnak Wa Jaldak,ترنک و جلدک,AF2602,,Shahr-e-Safa,,,,Zabul,زابل,AF26,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Southern,جنوبی حوزه,SR
Shinkay,شینکی,AF2603,,,,,,Zabul,زابل,AF26,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Southern,جنوبی حوزه,SR
Mizan,میزان,AF2604,,,,,,Zabul,زابل,AF26,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Southern,جنوبی حوزه,SR
Arghandab,ارغنداب,AF2605,,,,,,Zabul,زابل,AF26,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Southern,جنوبی حوزه,SR
Shah Joi,شاه جوی,AF2606,,,,,,Zabul,زابل,AF26,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Southern,جنوبی حوزه,SR
Daychopan,دای چوپان,AF2607,,,,,,Zabul,زابل,AF26,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Southern,جنوبی حوزه,SR
Atghar,اتغر,AF2608,,,,,,Zabul,زابل,AF26,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Southern,جنوبی حوزه,SR
Nawbahar,نوبهار,AF2609,,,,,,Zabul,زابل,AF26,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Southern,جنوبی حوزه,SR
Shamul Zayi,شملزائی,AF2610,,,,,,Zabul,زابل,AF26,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Southern,جنوبی حوزه,SR
Kakar,کاکړ,AF2611,,Khak-e-Afghan,,,,Zabul,زابل,AF26,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Southern,جنوبی حوزه,SR
Kandahar,کندهار,AF2701,,Centre,,,,Kandahar,کندهار,AF27,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Southern,جنوبی حوزه,SR
Arghandab,ارغنداب,AF2702,,,,,,Kandahar,کندهار,AF27,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Southern,جنوبی حوزه,SR
Daman,دامان,AF2703,,,,,,Kandahar,کندهار,AF27,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Southern,جنوبی حوزه,SR
Panjwayi,پنجوائی,AF2704,,,,,,Kandahar,کندهار,AF27,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Southern,جنوبی حوزه,SR
Zheray,ژړۍ,AF2705,,,,,,Kandahar,کندهار,AF27,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Southern,جنوبی حوزه,SR
Shah Wali Kot,شاه ولی کوت,AF2706,,,,,,Kandahar,کندهار,AF27,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Southern,جنوبی حوزه,SR
Khakrez,خاکریز,AF2707,,,,,,Kandahar,کندهار,AF27,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Southern,جنوبی حوزه,SR
Arghestan,ارغستان,AF2708,,,,,,Kandahar,کندهار,AF27,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Southern,جنوبی حوزه,SR
Ghorak,غورک,AF2709,,,,,,Kandahar,کندهار,AF27,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Southern,جنوبی حوزه,SR
Maywand,میوند,AF2710,,,,,,Kandahar,کندهار,AF27,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Southern,جنوبی حوزه,SR
Spin Boldak,سپین بولدک,AF2711,,,,,,Kandahar,کندهار,AF27,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Southern,جنوبی حوزه,SR
Nesh,نیش,AF2712,,,,,,Kandahar,کندهار,AF27,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Southern,جنوبی حوزه,SR
Miyanshin,میانشین,AF2713,,,,,,Kandahar,کندهار,AF27,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Southern,جنوبی حوزه,SR
Shorabak,شور آبک,AF2714,,,,,,Kandahar,کندهار,AF27,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Southern,جنوبی حوزه,SR
Maruf,معروف,AF2715,,,,,,Kandahar,کندهار,AF27,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Southern,جنوبی حوزه,SR
Reg,ریگ ( شگه ),AF2716,,Shiga,Registan,,,Kandahar,کندهار,AF27,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Southern,جنوبی حوزه,SR
Shiberghan,شبرغان,AF2801,,Centre,,,,Jawzjan,جوزجان,AF28,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Northern,سهیلی حوزه,NR
Khwaja Dukoh,خواجه دوکوه,AF2802,,,,,,Jawzjan,جوزجان,AF28,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Northern,سهیلی حوزه,NR
Khanaqa,خانقا,AF2803,,,,,,Jawzjan,جوزجان,AF28,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Northern,سهیلی حوزه,NR
Mingajik,منگجک,AF2804,,Farary,,,,Jawzjan,جوزجان,AF28,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Northern,سهیلی حوزه,NR
Qush Tepa,قوش تیپه,AF2805,,,,,,Jawzjan,جوزجان,AF28,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Northern,سهیلی حوزه,NR
Khamyab,خمیاب,AF2806,,Kham Ab,,,,Jawzjan,جوزجان,AF28,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Northern,سهیلی حوزه,NR
Aqcha,آقچه,AF2807,,,,,,Jawzjan,جوزجان,AF28,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Northern,سهیلی حوزه,NR
Fayzabad,فیض آباد,AF2808,,,,,,Jawzjan,جوزجان,AF28,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Northern,سهیلی حوزه,NR
Mardyan,مردیان,AF2809,,,,,,Jawzjan,جوزجان,AF28,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Northern,سهیلی حوزه,NR
Qarqin,قرقین,AF2810,,,,,,Jawzjan,جوزجان,AF28,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Northern,سهیلی حوزه,NR
Darzab,درز آب,AF2811,,,,,,Jawzjan,جوزجان,AF28,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Northern,سهیلی حوزه,NR
Maymana,میمنه,AF2901,,Centre,,,,Faryab,فاریاب,AF29,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Northern,سهیلی حوزه,NR
Pashtun Kot,پشتون کوټ,AF2902,,,,,,Faryab,فاریاب,AF29,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Northern,سهیلی حوزه,NR
Khwaja Sabz Posh,خواجه سبزپوش,AF2903,,Khwaja Sabz Posh-i-Wali,,,,Faryab,فاریاب,AF29,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Northern,سهیلی حوزه,NR
Almar,المار,AF2904,,,,,,Faryab,فاریاب,AF29,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Northern,سهیلی حوزه,NR
Bilcheragh,بلچراغ,AF2905,,,,,,Faryab,فاریاب,AF29,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Northern,سهیلی حوزه,NR
Shirin Tagab,شیرین تگاب,AF2906,,,,,,Faryab,فاریاب,AF29,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Northern,سهیلی حوزه,NR
Qaysar,قیصار,AF2907,,,,,,Faryab,فاریاب,AF29,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Northern,سهیلی حوزه,NR
Garzewan,گرزیوان,AF2908,,,,,,Faryab,فاریاب,AF29,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Northern,سهیلی حوزه,NR
Dawlat Abad,دولت آباد,AF2909,,,,,,Faryab,فاریاب,AF29,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Northern,سهیلی حوزه,NR
Kohistan,کوهستان,AF2910,,,,,,Faryab,فاریاب,AF29,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Northern,سهیلی حوزه,NR
Qaram Qul,قرم قل,AF2911,,,,,,Faryab,فاریاب,AF29,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Northern,سهیلی حوزه,NR
Qurghan,قرغان,AF2912,,,,,,Faryab,فاریاب,AF29,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Northern,سهیلی حوزه,NR
Andkhoy,اندخوی,AF2913,,,,,,Faryab,فاریاب,AF29,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Northern,سهیلی حوزه,NR
Khan-e-Char Bagh,خان چارباغ,AF2914,,,,,,Faryab,فاریاب,AF29,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Northern,سهیلی حوزه,NR
Lashkargah,لشکرگاه,AF3001,,Centre,,,,Hilmand,هلمند,AF30,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Southern,جنوبی حوزه,SR
Nad-e-Ali,نادعلی,AF3002,,,,,,Hilmand,هلمند,AF30,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Southern,جنوبی حوزه,SR
Nawa-e-Barakzaiy,ناوه بارکزائی,AF3003,,,,,,Hilmand,هلمند,AF30,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Southern,جنوبی حوزه,SR
Nahr-e-Saraj,نهر سراج,AF3004,,Grishk,,,,Hilmand,هلمند,AF30,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Southern,جنوبی حوزه,SR
Washer,واشیر,AF3005,,,,,,Hilmand,هلمند,AF30,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Southern,جنوبی حوزه,SR
Garmser,گرم سیر,AF3006,,,,,,Hilmand,هلمند,AF30,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Southern,جنوبی حوزه,SR
Nawzad,نوزاد,AF3007,,,,,,Hilmand,هلمند,AF30,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Southern,جنوبی حوزه,SR
Sangin,سنگین,AF3008,,,,,,Hilmand,هلمند,AF30,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Southern,جنوبی حوزه,SR
Musa Qala,موسی قلعه,AF3009,,,,,,Hilmand,هلمند,AF30,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Southern,جنوبی حوزه,SR
Kajaki,کجکی,AF3010,,,,,,Hilmand,هلمند,AF30,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Southern,جنوبی حوزه,SR
Reg-i-Khan Nishin,ریگ خان نشین,AF3011,,Reg,,,,Hilmand,هلمند,AF30,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Southern,جنوبی حوزه,SR
Baghran,باغران,AF3012,,,,,,Hilmand,هلمند,AF30,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Southern,جنوبی حوزه,SR
Deh-e-Shu,دیشو,AF3013,,,,,,Hilmand,هلمند,AF30,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Southern,جنوبی حوزه,SR
Qala-e-Naw,قلعه نو,AF3101,,Centre,,,,Badghis,بادغیس,AF31,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Western,لویدیځه حوزه,WR
Ab Kamari,آب کمری,AF3102,,,,,,Badghis,بادغیس,AF31,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Western,لویدیځه حوزه,WR
Muqur,مقر,AF3103,,,,,,Badghis,بادغیس,AF31,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Western,لویدیځه حوزه,WR
Qadis,قادیس,AF3104,,,,,,Badghis,بادغیس,AF31,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Western,لویدیځه حوزه,WR
Bala Murghab,بالا مرغاب,AF3105,,,,,,Badghis,بادغیس,AF31,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Western,لویدیځه حوزه,WR
Jawand,جوند,AF3106,,,,,,Badghis,بادغیس,AF31,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Western,لویدیځه حوزه,WR
Ghormach,غورماچ,AF3107,,,,,,Badghis,بادغیس,AF31,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Western,لویدیځه حوزه,WR
Hirat,هرات,AF3201,,Centre,,,,Hirat,هرات,AF32,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Western,لویدیځه حوزه,WR
Injil,انجیل,AF3202,,,,,,Hirat,هرات,AF32,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Western,لویدیځه حوزه,WR
Guzara,گذره,AF3203,,Nizam-i-Shahid,,,,Hirat,هرات,AF32,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Western,لویدیځه حوزه,WR
Karukh,کرُخ,AF3204,,,,,,Hirat,هرات,AF32,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Western,لویدیځه حوزه,WR
Zindajan,زنده جان,AF3205,,,,,,Hirat,هرات,AF32,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Western,لویدیځه حوزه,WR
Pashtun Zarghun,پشتون زرغون,AF3206,,,,,,Hirat,هرات,AF32,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Western,لویدیځه حوزه,WR
Kushk,کُشک,AF3207,,Rubat-i-Sangi,,,,Hirat,هرات,AF32,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Western,لویدیځه حوزه,WR
Gulran,گلران,AF3208,,,,,,Hirat,هرات,AF32,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Western,لویدیځه حوزه,WR
Adraskan,ادرسکن,AF3209,,,,,,Hirat,هرات,AF32,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Western,لویدیځه حوزه,WR
Kushk-e-Kuhna,کُشک کهنه,AF3210,,,,,,Hirat,هرات,AF32,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Western,لویدیځه حوزه,WR
Ghoryan,غوریان,AF3211,,,,,,Hirat,هرات,AF32,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Western,لویدیځه حوزه,WR
Obe,اوبی,AF3212,,Obi,,,,Hirat,هرات,AF32,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Western,لویدیځه حوزه,WR
Kohsan,کوهسان,AF3213,,,,,,Hirat,هرات,AF32,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Western,لویدیځه حوزه,WR
Shindand,شیندند,AF3214,,,,,,Hirat,هرات,AF32,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Western,لویدیځه حوزه,WR
Farsi,فرسی,AF3215,,,,,,Hirat,هرات,AF32,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Western,لویدیځه حوزه,WR
Chisht-e-Sharif,چشت شریف,AF3216,,,,,,Hirat,هرات,AF32,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Western,لویدیځه حوزه,WR
Farah,فراه,AF3301,,Centre,,,,Farah,فراه,AF33,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Western,لویدیځه حوزه,WR
Pushtrod,پشترود,AF3302,,,,,,Farah,فراه,AF33,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Western,لویدیځه حوزه,WR
Khak-e-Safed,خاک سفید,AF3303,,,,,,Farah,فراه,AF33,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Western,لویدیځه حوزه,WR
Qala-e-Kah,قلعه کاه,AF3304,,,,,,Farah,فراه,AF33,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Western,لویدیځه حوزه,WR
Shibkoh,شیب کوه,AF3305,,,,,,Farah,فراه,AF33,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Western,لویدیځه حوزه,WR
Bala Buluk,بالا بلوک,AF3306,,,,,,Farah,فراه,AF33,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Western,لویدیځه حوزه,WR
Anar Dara,انار دره,AF3307,,,,,,Farah,فراه,AF33,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Western,لویدیځه حوزه,WR
Bakwa,بکواه,AF3308,,,,,,Farah,فراه,AF33,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Western,لویدیځه حوزه,WR
Lash-e-Juwayn,لاش جوین,AF3309,,,,,,Farah,فراه,AF33,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Western,لویدیځه حوزه,WR
Gulistan,گلستان,AF3310,,,,,,Farah,فراه,AF33,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Western,لویدیځه حوزه,WR
Pur Chaman,پُرچمن,AF3311,,,,,,Farah,فراه,AF33,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Western,لویدیځه حوزه,WR
Zaranj,زرنج,AF3401,,Centre,,,,Nimroz,نیمروز,AF34,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Southern,جنوبی حوزه,SR
Kang,کنگ,AF3402,,,,,,Nimroz,نیمروز,AF34,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Southern,جنوبی حوزه,SR
Chakhansur,چخانسور,AF3403,,Asl-i-Chakhansur,,,,Nimroz,نیمروز,AF34,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Southern,جنوبی حوزه,SR
Char Burjak,چاربرجک,AF3404,,,,,,Nimroz,نیمروز,AF34,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Southern,جنوبی حوزه,SR
Khashrod,خاش رود,AF3405,,,,,,Nimroz,نیمروز,AF34,Afghanistan,افغانستان,AF,2017-08-23,2018-05-22,,Southern,جنوبی حوزه,SR
