admin3Name_en,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin2Name_en,admin2Pcode,SenDist_en,SenDistPcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo
Gamboru A,NG008025007,Gamboru A,Old Gamboru 'A',,Ngala,NG008025,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Shehuri,NG008025009,Shehuri,Tunokalia,,Ngala,NG008025,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Warshele,NG008025010,Warshele,Warshele,,Ngala,NG008025,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Wulgo,NG008025011,Wulgo,Wulgo,,Ngala,NG008025,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Alarge,NG008026001,Alarge,Alarge,,Nganzai,NG008026,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Badu,NG008026002,Badu,Badu,,Nganzai,NG008026,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Damaram,NG008026003,Damaram,Damaram,,Nganzai,NG008026,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Gadai,NG008026004,Gadai,Gadai,,Nganzai,NG008026,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Gajiram,NG008026005,Gajiram,Gajiram,,Nganzai,NG008026,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Jigalta,NG008026006,Jigalta,Jigalta,,Nganzai,NG008026,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Kuda,NG008026007,Kuda,Kuda,,Nganzai,NG008026,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Kurnawa,NG008026008,Kurnawa,Kurnawa,,Nganzai,NG008026,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Maiwa,NG008026009,Maiwa,Maiwa,,Nganzai,NG008026,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Miye,NG008026010,Miye,Miye,,Nganzai,NG008026,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Sabsabuwa,NG008026011,Sabsabuwa,Sabsabuwa,,Nganzai,NG008026,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Sugundare,NG008026012,Sugundare,Sugundure,,Nganzai,NG008026,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Bargu,NG008027001,Bargu,Bargu / Burashika,,Shani,NG008027,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Buma,NG008027002,Buma,Buma,,Shani,NG008027,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Gasi,NG008027003,Gasi,Gasi / Salifawa,,Shani,NG008027,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Gora,NG008027004,Gora,Gora,,Shani,NG008027,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Gwalasho,NG008027005,Gwalasho,Gwalasho,,Shani,NG008027,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Gwaskara,NG008027006,Gwaskara,Gwaskara,,Shani,NG008027,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Kombo,NG008027007,Kombo,Kombo,,Shani,NG008027,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Kubo,NG008027008,Kubo,Kubo,,Shani,NG008027,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Lakundum,NG008027009,Lakundum,Kwaba,,Shani,NG008027,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Shani,NG008027010,Shani,Shani,,Shani,NG008027,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Walama,NG008027011,Walama,Walama,,Shani,NG008027,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Dagona,NG036001001,Dagona,Dagona,,Bade,NG036001,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Dawayo,NG036001002,Dawayo,Usur/Dawayo,,Bade,NG036001,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Gwio-Kura,NG036001003,Gwio-Kura,Gwio-Kura,,Bade,NG036001,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Katuzu,NG036001004,Katuzu,Katuzu,,Bade,NG036001,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Lawan Fannami,NG036001005,Lawan Fannami,Lawan Fannami,,Bade,NG036001,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Lawan Musa,NG036001006,Lawan Musa,Lawan Musa,,Bade,NG036001,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Sabon Gari,NG036001007,Sabon Gari,Lawan Audu/Lawan Al - Wali,,Bade,NG036001,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Sarkin Hausawa,NG036001008,Sarkin Hausawa,Sarkin Hausawa,,Bade,NG036001,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Tsugum Tagali,NG036001009,Tsugum Tagali,Tagali/Sugum,,Bade,NG036001,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Zango,NG036001010,Zango,Zangon Musa/Zango Umaru,,Bade,NG036001,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Bayamari,NG036002001,Bayamari,Bayamari,,Bursari,NG036002,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Danani,NG036002002,Danani,Danani,,Bursari,NG036002,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Dapchi,NG036002003,Dapchi,Dapchi,,Bursari,NG036002,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Guba Dapso,NG036002004,Guba Dapso,Guba,,Bursari,NG036002,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Guji Metalari,NG036002005,Guji Metalari,Guji / Metalari,,Bursari,NG036002,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Jawa G Dole,NG036002006,Jawa G Dole,Garun Dole / Garin Alkali,,Bursari,NG036002,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Juluri Damnawa,NG036002007,Juluri Damnawa,Damnawa/Juluri,,Bursari,NG036002,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Kaliyari,NG036002008,Kaliyari,Kaliyari,,Bursari,NG036002,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Kurnawa,NG036002009,Kurnawa,Kurnawa,,Bursari,NG036002,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Masaba,NG036002010,Masaba,Masaba,,Bursari,NG036002,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Bindigari Pawari,NG036003001,Bindigari Pawari,Bindigari/Fawari,,Damaturu,NG036003,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Damakasu,NG036003002,Damakasu,Damakasu,,Damaturu,NG036003,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Damaturu Central,NG036003003,Damaturu Central,Damaturu Central,,Damaturu,NG036003,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Gambir Moduri,NG036003004,Gambir Moduri,Gabir/Maduri,,Damaturu,NG036003,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Kalallawa Gabai,NG036003005,Kalallawa Gabai,Kalallawa/Gabai,,Damaturu,NG036003,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Kukareta Warsala,NG036003006,Kukareta Warsala,Kukareta/Warsala,,Damaturu,NG036003,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Maisandari Wi,NG036003007,Maisandari Wi,Maisandari/Waziri Ibrahim Estate,,Damaturu,NG036003,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Murfakalam,NG036003008,Murfakalam,Murfa Kalam,,Damaturu,NG036003,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Nayinawa,NG036003009,Nayinawa,Nayinawa,,Damaturu,NG036003,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Njiwaji Gwange,NG036003010,Njiwaji Gwange,Njiwaji/Gwange,,Damaturu,NG036003,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Sasawa Kabaru,NG036003011,Sasawa Kabaru,Sasawa/Kabaru,,Damaturu,NG036003,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Fika Anze,NG036004001,Fika Anze,Fika/Anze,,Fika,NG036004,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Gadaka,NG036004002,Gadaka,Gadaka/Shembire,,Fika,NG036004,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Garu,NG036004003,Garu,Daya/Chana,,Fika,NG036004,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Gudi Dozi,NG036004004,Gudi Dozi,Gudi / Dozi / Godo Woli,,Fika,NG036004,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Janga,NG036004005,Janga,Janga / Boza / Fa. Sawa / T. Nanai,,Fika,NG036004,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Mubi Fussami,NG036004006,Mubi Fussami,Mubi / Fusami / Garin Wayo,,Fika,NG036004,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Ngalda,NG036004007,Ngalda,Ngalda/Dumbulwa,,Fika,NG036004,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Shoye,NG036004008,Shoye,Shoye/Garin Aba,,Fika,NG036004,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Turmi Malori,NG036004009,Turmi Malori,Turmi / Maluri,,Fika,NG036004,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Zangaya Mazawaun,NG036004010,Zangaya Mazawaun,Zangaya/Mazawaun,,Fika,NG036004,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Alagarno,NG036005001,Alagarno,Alagarno,,Fune,NG036005,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Borno Kiji,NG036005002,Borno Kiji,Borno Kiji/Ngarho/Bebbende,,Fune,NG036005,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Damagum A,NG036005003,Damagum A,Damagum Town,,Fune,NG036005,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Damagum B,NG036005004,Damagum B,Gaba Tasha/Aigada/Dumbulwa,,Fune,NG036005,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Daura A,NG036005005,Daura A,Daura/Bulanyiwa/Dubbul/Bauwa,,Fune,NG036005,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Daura B,NG036005006,Daura B,Dogon Kuka/Gishiwari/Gununu,,Fune,NG036005,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Jajere,NG036005007,Jajere,Jajere/Banellewa/Babbare,,Fune,NG036005,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Kayeri,NG036005008,Kayeri,Kayeri,,Fune,NG036005,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Kollere Kafaje,NG036005009,Kollere Kafaje,Kollere/Kafaje,,Fune,NG036005,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Marmari Gudugurka,NG036005010,Marmari Gudugurka,Gudugurka/Marmar  I,,Fune,NG036005,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Mashio,NG036005011,Mashio,Mashio,,Fune,NG036005,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Ngelzarma A,NG036005012,Ngelzarma A,Fune/Ngelzarma/Milbiyar/Lawan Kalam,,Fune,NG036005,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Ngelzarma B,NG036005013,Ngelzarma B,Abakire / Ngenlshengele / Shamka,,Fune,NG036005,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Asheikri 1,NG036006001,Asheikri 1,Asheikri,,Geidam,NG036006,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Asheikri 2,NG036006002,Asheikri 2,Kawuri,,Geidam,NG036006,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Balle,NG036006003,Balle,Balle/Gallaba/Meleri,,Geidam,NG036006,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Borko,NG036006004,Borko,Zurgu Ngilewa / Borko,,Geidam,NG036006,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Fukurti,NG036006005,Fukurti,Dejina/Fukurti,,Geidam,NG036006,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Futchimiram,NG036006006,Futchimiram,Futchimiram,,Geidam,NG036006,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Gumsa,NG036006007,Gumsa,Gumsa,,Geidam,NG036006,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Hausari,NG036006008,Hausari,Hausari,,Geidam,NG036006,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Jororo,NG036006009,Jororo,Shame Kura / Dilawa,,Geidam,NG036006,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Kusur,NG036006010,Kusur,Damakarwa/Kusur,,Geidam,NG036006,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Ma'Anna,NG036006011,MaAnna,Ma'Anna/Dagambi,,Geidam,NG036006,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Buni Gari,NG036007001,Buni Gari,Bunigari/Lawanti,,Gujba,NG036007,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Buni Yadi,NG036007002,Buni Yadi,Buniyadi North / South,,Gujba,NG036007,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Dadingel,NG036007003,Dadingel,Dadingel,,Gujba,NG036007,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Goniri,NG036007004,Goniri,Goniri,,Gujba,NG036007,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Gotala,NG036007005,Gotala,Gotala/Gotumba,,Gujba,NG036007,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Gujba,NG036007006,Gujba,Gujba,,Gujba,NG036007,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Mandunari,NG036007007,Mandunari,Mallam Dunari,,Gujba,NG036007,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Mutai,NG036007008,Mutai,Mutai,,Gujba,NG036007,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Ngurbuwa,NG036007009,Ngurbuwa,Ngurbuwa,,Gujba,NG036007,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Wagir,NG036007010,Wagir,Wagir,,Gujba,NG036007,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Bara,NG036008001,Bara,Bara,,Gulani,NG036008,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Bularafa,NG036008002,Bularafa,Bularafa,,Gulani,NG036008,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Bumsa,NG036008003,Bumsa,Bumsa,,Gulani,NG036008,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Dokshi,NG036008004,Dokshi,Dokshi,,Gulani,NG036008,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Gabai,NG036008005,Gabai,Gabai,,Gulani,NG036008,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Gagure,NG036008006,Gagure,Gagure,,Gulani,NG036008,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Garin Tuwo,NG036008007,Garin Tuwo,Garin Tuwo,,Gulani,NG036008,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Gulani,NG036008008,Gulani,Gulani,,Gulani,NG036008,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Kushimaga,NG036008009,Kushimaga,Kushimaga,,Gulani,NG036008,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Njibulwa,NG036008010,Njibulwa,Njibulwa,,Gulani,NG036008,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Ruhu,NG036008011,Ruhu,Ruhu,,Gulani,NG036008,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Teteba,NG036008012,Teteba,Borno Kiji/Tetteba,,Gulani,NG036008,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Buduwa,NG036009001,Buduwa,Buduwa / Saminaka,,Jakusko,NG036009,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Dumbari,NG036009002,Dumbari,Dumbari,,Jakusko,NG036009,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Gidgid Bayam,NG036009003,Gidgid Bayam,Gidgid / Bayam,,Jakusko,NG036009,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Gorgoram,NG036009004,Gorgoram,Gorgoram,,Jakusko,NG036009,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Jaba,NG036009005,Jaba,Jaba,,Jakusko,NG036009,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Jakusko,NG036009006,Jakusko,Jakusko,,Jakusko,NG036009,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Jawur Katamma,NG036009007,Jawur Katamma,Jawur/Katamma,,Jakusko,NG036009,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Lafiya Loi Loi,NG036009008,Lafiya Loi Loi,Lafiya Loi-Loi,,Jakusko,NG036009,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Muguram,NG036009009,Muguram,Muguram,,Jakusko,NG036009,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Zabudum Dachia,NG036009010,Zabudum Dachia,Zabudum / Dachia,,Jakusko,NG036009,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Bukarti,NG036010001,Bukarti,Bukarti,,Karasuwa,NG036010,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Fajiganari,NG036010002,Fajiganari,Fajiganari,,Karasuwa,NG036010,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Garin Gawo,NG036010003,Garin Gawo,Garin Gawo,,Karasuwa,NG036010,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Gasma,NG036010004,Gasma,Gasma,,Karasuwa,NG036010,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Jajeri,NG036010005,Jajeri,Yajiri,,Karasuwa,NG036010,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Jaji Maji,NG036010006,Jaji Maji,Jaji  Maji,,Karasuwa,NG036010,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Karasuwa Galu,NG036010007,Karasuwa Galu,Karasuwa Galu,,Karasuwa,NG036010,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Karauswa Garu Guna,NG036010008,Karauswa Garu Guna,Karauswa Garu Guna,,Karasuwa,NG036010,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Wachakal,NG036010009,Wachakal,Wachakal,,Karasuwa,NG036010,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Waro,NG036010010,Waro,Waro,,Karasuwa,NG036010,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Bogo,NG036011001,Bogo,Bogo,,Machina,NG036011,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Damai,NG036011002,Damai,Damai,,Machina,NG036011,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Dole,NG036011003,Dole,Dole,,Machina,NG036011,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Falimaram,NG036011004,Falimaram,Falimaram,,Machina,NG036011,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Konkomma,NG036011005,Konkomma,Kom-Komma,,Machina,NG036011,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Kukayasku,NG036011006,Kukayasku,Kuka-Yasku,,Machina,NG036011,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Lamisu,NG036011007,Lamisu,Lamisu,,Machina,NG036011,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Machina,NG036011008,Machina,Machina-Kwari,,Machina,NG036011,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Maskandare,NG036011009,Maskandare,Maskandare,,Machina,NG036011,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Taganama,NG036011010,Taganama,Taganama,,Machina,NG036011,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Chilariye,NG036012001,Chilariye,Chilariye,,Nangere,NG036012,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Chukuriya,NG036012002,Chukuriya,Dadiso / Chukuriwa,,Nangere,NG036012,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Dawasa,NG036012003,Dawasa,Dawasa/G.Baba,,Nangere,NG036012,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Dazigau,NG036012004,Dazigau,Dazigau,,Nangere,NG036012,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Degubi,NG036012005,Degubi,Degubi,,Nangere,NG036012,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Dudduye,NG036012006,Dudduye,Pakarau Kare-Kare/ Pakarau Fulani,,Nangere,NG036012,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Kukuri,NG036012007,Kukuri,Kukuri/Chiromari,,Nangere,NG036012,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Langawa Darin,NG036012008,Langawa Darin,Langawa / Darin,,Nangere,NG036012,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Nangere,NG036012009,Nangere,Nangere,,Nangere,NG036012,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Tikau,NG036012010,Tikau,Tikau,,Nangere,NG036012,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Watinani,NG036012011,Watinani,Watinani,,Nangere,NG036012,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Afunori,NG036013001,Afunori,Mirba-Kabir/Mirba Sagir,,Nguru,NG036013,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Bulabulin,NG036013002,Bulabulin,Bulabulin,,Nguru,NG036013,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Bulanguwa,NG036013003,Bulanguwa,Bulanguwa,,Nguru,NG036013,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Dabule,NG036013004,Dabule,Dabule,,Nguru,NG036013,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Dumsai,NG036013005,Dumsai,Dumsai/Dogon-Kuka,,Nguru,NG036013,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Hausari,NG036013006,Hausari,Hausari,,Nguru,NG036013,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Kanuri,NG036013007,Kanuri,Kanuri,,Nguru,NG036013,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Maja Kura,NG036013008,Maja Kura,Maja-Kura,,Nguru,NG036013,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Ngarbi,NG036013009,Ngarbi,Garbi/Bambori,,Nguru,NG036013,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Nglaiwa,NG036013010,Nglaiwa,Nglaiwa,,Nguru,NG036013,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Bare Bari,NG036014001,Bare Bari,Bare-Bare/Bauya/Lalai Dumbulwa,,Potiskum,NG036014,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Bolewa A,NG036014002,Bolewa A,Bolewa 'A',,Potiskum,NG036014,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
