#country+name+i_es,#country+code+v_iso2,#country+name,#country+name+alt1+i_es,#country+name+alt2+i_es,#date+start,#date+updated,#date+end
Bolivia (Estado Plurinacional de),BO,,,,2019-01-29,2021-09-21,
