#adm1+name+i_en,#adm1+code+v_pcode,#adm1+name,#adm1+name+alt1+i_en,#adm1+name+alt2+i_en,#country+name+i_en,#country+code+v_iso2,#date+start,#date+updated,#date+end
Tongatapu,TO1,,,,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Vava'u,TO2,,,,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Ha'apai,TO3,,,,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
'Eua,TO4,,,,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
Niuas,TO5,,,,Kingdom of Tonga,TO,2018-02-05,2018-02-12,
