#country+name+i_en,#country+name+i_vi,#country+code+v_iso2,#country+name,#country+name+alt1+i_en,#country+name+alt2+i_en,#country+name+alt1+i_vi,#country+name+alt2+i_vi,#date+start,#date+updated,#date+end
Viet Nam,Việt Nam,VN,,,,,,2020-01-08,2020-10-27,
