#country+name+i_fr,#country+code+v_iso2,#country+name,#country+name+alt1+i_fr,#country+name+alt2+i_fr,#date+start,#date+updated,#date+end
Burundi,BI,Burundi,,,2017-11-07,2021-10-07,
