#adm3+name+i_es,#adm3+code+v_pcode,#adm3+name,#adm3+name+alt1+i_es,#adm3+name+alt2+i_es,#adm2+name+i_es,#adm2+code+v_pcode,#adm1+name+i_es,#adm1+code+v_pcode,#country+name+i_es,#country+code+v_iso2,#date+start,#date+updated,#date+end
San Miguel,PA120106,,,,Balboa,PA1201,Panamá,PA12,Panamá,PA,2020-06-15,2020-07-21,
Cañita,PA120201,,,,Chepo,PA1202,Panamá,PA12,Panamá,PA,2020-06-15,2020-07-21,
Chepillo,PA120202,,,,Chepo,PA1202,Panamá,PA12,Panamá,PA,2020-06-15,2020-07-21,
Chepo,PA120203,,,,Chepo,PA1202,Panamá,PA12,Panamá,PA,2020-06-15,2020-07-21,
El Llano,PA120204,,,,Chepo,PA1202,Panamá,PA12,Panamá,PA,2020-06-15,2020-07-21,
Kuna de Madungandí,PA120205,,,,Chepo,PA1202,Panamá,PA12,Panamá,PA,2020-06-15,2020-07-21,
Las Margaritas,PA120206,,,,Chepo,PA1202,Panamá,PA12,Panamá,PA,2020-06-15,2020-07-21,
Santa Cruz de Chinina,PA120207,,,,Chepo,PA1202,Panamá,PA12,Panamá,PA,2020-06-15,2020-07-21,
Tortí,PA120208,,,,Chepo,PA1202,Panamá,PA12,Panamá,PA,2020-06-15,2020-07-21,
Brujas,PA120301,,,,Chimán,PA1203,Panamá,PA12,Panamá,PA,2020-06-15,2020-07-21,
Chimán,PA120302,,,,Chimán,PA1203,Panamá,PA12,Panamá,PA,2020-06-15,2020-07-21,
Gonzalo Vasquez,PA120303,,,,Chimán,PA1203,Panamá,PA12,Panamá,PA,2020-06-15,2020-07-21,
Pasiga,PA120304,,,,Chimán,PA1203,Panamá,PA12,Panamá,PA,2020-06-15,2020-07-21,
Unión Santeña,PA120305,,,,Chimán,PA1203,Panamá,PA12,Panamá,PA,2020-06-15,2020-07-21,
Ancón,PA120401,,,,Panamá,PA1204,Panamá,PA12,Panamá,PA,2020-06-15,2020-07-21,
Bella Vista,PA120402,,,,Panamá,PA1204,Panamá,PA12,Panamá,PA,2020-06-15,2020-07-21,
Betania,PA120403,,,,Panamá,PA1204,Panamá,PA12,Panamá,PA,2020-06-15,2020-07-21,
Chilibre,PA120404,,,,Panamá,PA1204,Panamá,PA12,Panamá,PA,2020-06-15,2020-07-21,
Curundú,PA120405,,,,Panamá,PA1204,Panamá,PA12,Panamá,PA,2020-06-15,2020-07-21,
El Chorrillo,PA120406,,,,Panamá,PA1204,Panamá,PA12,Panamá,PA,2020-06-15,2020-07-21,
Juan Díaz,PA120407,,,,Panamá,PA1204,Panamá,PA12,Panamá,PA,2020-06-15,2020-07-21,
La Exposición o Calidonia,PA120408,,,,Panamá,PA1204,Panamá,PA12,Panamá,PA,2020-06-15,2020-07-21,
Las Cumbres,PA120409,,,,Panamá,PA1204,Panamá,PA12,Panamá,PA,2020-06-15,2020-07-21,
Pacora,PA120410,,,,Panamá,PA1204,Panamá,PA12,Panamá,PA,2020-06-15,2020-07-21,
Parque Lefevre,PA120411,,,,Panamá,PA1204,Panamá,PA12,Panamá,PA,2020-06-15,2020-07-21,
Pedregal,PA120412,,,,Panamá,PA1204,Panamá,PA12,Panamá,PA,2020-06-15,2020-07-21,
Pueblo Nuevo,PA120413,,,,Panamá,PA1204,Panamá,PA12,Panamá,PA,2020-06-15,2020-07-21,
Río Abajo,PA120414,,,,Panamá,PA1204,Panamá,PA12,Panamá,PA,2020-06-15,2020-07-21,
San Felipe,PA120415,,,,Panamá,PA1204,Panamá,PA12,Panamá,PA,2020-06-15,2020-07-21,
San Francisco,PA120416,,,,Panamá,PA1204,Panamá,PA12,Panamá,PA,2020-06-15,2020-07-21,
San Martín,PA120417,,,,Panamá,PA1204,Panamá,PA12,Panamá,PA,2020-06-15,2020-07-21,
Santa Ana,PA120418,,,,Panamá,PA1204,Panamá,PA12,Panamá,PA,2020-06-15,2020-07-21,
Tocumen,PA120419,,,,Panamá,PA1204,Panamá,PA12,Panamá,PA,2020-06-15,2020-07-21,
Amelia Denis de Icaza,PA120501,,,,San Miguelito,PA1205,Panamá,PA12,Panamá,PA,2020-06-15,2020-07-21,
Arnulfo Arias,PA120502,,,,San Miguelito,PA1205,Panamá,PA12,Panamá,PA,2020-06-15,2020-07-21,
Belisario Frías,PA120503,,,,San Miguelito,PA1205,Panamá,PA12,Panamá,PA,2020-06-15,2020-07-21,
Belisario Porras,PA120504,,,,San Miguelito,PA1205,Panamá,PA12,Panamá,PA,2020-06-15,2020-07-21,
José Domingo Espinar,PA120505,,,,San Miguelito,PA1205,Panamá,PA12,Panamá,PA,2020-06-15,2020-07-21,
Mateo Iturralde,PA120506,,,,San Miguelito,PA1205,Panamá,PA12,Panamá,PA,2020-06-15,2020-07-21,
Omar Torrijos,PA120507,,,,San Miguelito,PA1205,Panamá,PA12,Panamá,PA,2020-06-15,2020-07-21,
Rufina Alfaro,PA120508,,,,San Miguelito,PA1205,Panamá,PA12,Panamá,PA,2020-06-15,2020-07-21,
Victoriano Lorenzo,PA120509,,,,San Miguelito,PA1205,Panamá,PA12,Panamá,PA,2020-06-15,2020-07-21,
Otoque Occidente,PA120601,,,,Taboga,PA1206,Panamá,PA12,Panamá,PA,2020-06-15,2020-07-21,
Otoque Oriente,PA120602,,,,Taboga,PA1206,Panamá,PA12,Panamá,PA,2020-06-15,2020-07-21,
Taboga,PA120603,,,,Taboga,PA1206,Panamá,PA12,Panamá,PA,2020-06-15,2020-07-21,
Atalaya,PA130101,,,,Atalaya,PA1301,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
El Barrito,PA130102,,,,Atalaya,PA1301,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
La Carrillo,PA130103,,,,Atalaya,PA1301,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
La Montañuela,PA130104,,,,Atalaya,PA1301,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
San Antonio,PA130105,,,,Atalaya,PA1301,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
Barnizal,PA130201,,,,Calobre,PA1302,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
Calobre,PA130202,,,,Calobre,PA1302,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
Chitra,PA130203,,,,Calobre,PA1302,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
El Cocla,PA130204,,,,Calobre,PA1302,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
El Potrero,PA130205,,,,Calobre,PA1302,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
La Laguna,PA130206,,,,Calobre,PA1302,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
La Raya de Calobre,PA130207,,,,Calobre,PA1302,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
La Tetilla,PA130208,,,,Calobre,PA1302,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
La Yeguada,PA130209,,,,Calobre,PA1302,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
Las Guías,PA130210,,,,Calobre,PA1302,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
Monjarás,PA130211,,,,Calobre,PA1302,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
San José,PA130212,,,,Calobre,PA1302,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
Cañazas,PA130301,,,,Cañazas,PA1303,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
Cerro de Plata,PA130302,,,,Cañazas,PA1303,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
El Picador,PA130303,,,,Cañazas,PA1303,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
Los Valles,PA130304,,,,Cañazas,PA1303,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
San José,PA130305,,,,Cañazas,PA1303,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
San Marcelo,PA130306,,,,Cañazas,PA1303,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
Bisvalles,PA130401,,,,La Mesa,PA1304,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
Boró,PA130402,,,,La Mesa,PA1304,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
La Mesa,PA130403,,,,La Mesa,PA1304,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
Llano Grande,PA130404,,,,La Mesa,PA1304,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
San Bartolo,PA130405,,,,La Mesa,PA1304,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
Cerro de Casa,PA130501,,,,Las Palmas,PA1305,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
Corozal,PA130502,,,,Las Palmas,PA1305,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
El María,PA130503,,,,Las Palmas,PA1305,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
El Prado,PA130504,,,,Las Palmas,PA1305,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
El Rincón,PA130505,,,,Las Palmas,PA1305,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
Las Palmas,PA130506,,,,Las Palmas,PA1305,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
Lolá,PA130507,,,,Las Palmas,PA1305,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
Pixvae,PA130508,,,,Las Palmas,PA1305,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
Puerto Vidal,PA130509,,,,Las Palmas,PA1305,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
San Martín de Porres,PA130510,,,,Las Palmas,PA1305,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
Viguí,PA130511,,,,Las Palmas,PA1305,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
Zapotillo,PA130512,,,,Las Palmas,PA1305,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
Arenas,PA130601,,,,Mariato,PA1306,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
Llano de Catival,PA130602,,,,Mariato,PA1306,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
Quebro,PA130603,,,,Mariato,PA1306,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
Tebario,PA130604,,,,Mariato,PA1306,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
Gobernadora,PA130701,,,,Montijo,PA1307,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
La Garceana,PA130702,,,,Montijo,PA1307,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
Leones,PA130703,,,,Montijo,PA1307,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
Montijo,PA130704,,,,Montijo,PA1307,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
Pilón,PA130705,,,,Montijo,PA1307,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
Catorce de Noviembre,PA130801,,,,Río De Jesús,PA1308,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
Las Huacas,PA130802,,,,Río De Jesús,PA1308,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
Los Castillos,PA130803,,,,Río De Jesús,PA1308,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
Río de Jesús,PA130804,,,,Río De Jesús,PA1308,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
Utira,PA130805,,,,Río De Jesús,PA1308,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
Corral Falso,PA130901,,,,San Francisco,PA1309,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
Los Hatillos,PA130902,,,,San Francisco,PA1309,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
Remance,PA130903,,,,San Francisco,PA1309,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
San Francisco,PA130904,,,,San Francisco,PA1309,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
San Juan,PA130905,,,,San Francisco,PA1309,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
Calovébora,PA131001,,,,Santa Fe,PA1310,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
El Alto,PA131002,,,,Santa Fe,PA1310,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
El Cuay,PA131003,,,,Santa Fe,PA1310,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
El Pantano,PA131004,,,,Santa Fe,PA1310,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
Gatú o Gatucito,PA131005,,,,Santa Fe,PA1310,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
Río Luis,PA131006,,,,Santa Fe,PA1310,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
Santa Fe,PA131007,,,,Santa Fe,PA1310,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
Canto del Llano,PA131101,,,,Santiago,PA1311,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
La Colorada,PA131102,,,,Santiago,PA1311,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
La Peña,PA131103,,,,Santiago,PA1311,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
La Raya de Santa María,PA131104,,,,Santiago,PA1311,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
Los Algarrobos,PA131105,,,,Santiago,PA1311,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
Ponuga,PA131106,,,,Santiago,PA1311,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
San Pedro del Espino,PA131107,,,,Santiago,PA1311,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
Santiago,PA131108,,,,Santiago,PA1311,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
Bahía Honda,PA131201,,,,Soná,PA1312,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
Calidonia,PA131202,,,,Soná,PA1312,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
Cativé,PA131203,,,,Soná,PA1312,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
El Marañón,PA131204,,,,Soná,PA1312,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
Guarumal,PA131205,,,,Soná,PA1312,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
La Soledad,PA131206,,,,Soná,PA1312,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
Quebrada de Oro,PA131207,,,,Soná,PA1312,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
Río Grande,PA131208,,,,Soná,PA1312,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
Rodeo Viejo,PA131209,,,,Soná,PA1312,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
Soná,PA131210,,,,Soná,PA1312,Veraguas,PA13,Panamá,PA,2020-06-15,2020-07-21,
