#country+name+i_fr,#country+code+v_iso2,#country+name,#country+name+alt1+i_fr,#country+name+alt2+i_fr,#date+start,#date+updated,#date+end
République démocratique du Congo (la),CD,Republique democratique du Congo (la),,,2019-09-12,2019-09-13,
