#country+name+i_en,#country+name+i_mk,#country+code+v_iso2,#country+name,#country+name+alt1+i_en,#country+name+alt2+i_en,#country+name+alt1+i_mk,#country+name+alt2+i_mk,#date+start,#date+updated,#date+end
North Macedonia,Република Северна Македонија,MK,,,,,,2016-05-12,2016-07-08,
