#country+name+i_en,#country+name+i_ru,#country+name+i_uz,#country+code+v_iso2,#country+name,#country+name+alt1+i_en,#country+name+alt2+i_en,#country+name+alt1+i_ru,#country+name+alt2+i_ru,#country+name+alt1+i_uz,#country+name+alt2+i_uz,#date+start,#date+updated,#date+end
Uzbekistan,Республика Узбекистан,O'zbekiston Respublikasi,UZ,,,,,,,,2018-07-12,2021-09-29,
