#adm3+name+i_fr,#adm3+code+v_pcode,#adm3+name,#adm3+name+alt1+i_fr,#adm3+name+alt2+i_fr,#adm2+name+i_fr,#adm2+code+v_pcode,#adm1+name+i_fr,#adm1+code+v_pcode,#country+name+i_fr,#country+code+v_iso2,#date+start,#date+updated,#date+end
Foutouri,BF520302,,,,Komandjari,BF5203,Est,BF52,Burkina Faso,BF,2020-03-26,2020-03-26,
Gayéri,BF520303,Gayeri,,,Komandjari,BF5203,Est,BF52,Burkina Faso,BF,2020-03-26,2020-03-26,
Kompienga,BF520401,,,,Kompienga,BF5204,Est,BF52,Burkina Faso,BF,2020-03-26,2020-03-26,
Madjoari,BF520402,,,,Kompienga,BF5204,Est,BF52,Burkina Faso,BF,2020-03-26,2020-03-26,
Pama,BF520403,,,,Kompienga,BF5204,Est,BF52,Burkina Faso,BF,2020-03-26,2020-03-26,
Botou,BF520501,,,,Tapoa,BF5205,Est,BF52,Burkina Faso,BF,2020-03-26,2020-03-26,
Diapaga,BF520502,,,,Tapoa,BF5205,Est,BF52,Burkina Faso,BF,2020-03-26,2020-03-26,
Kantchari,BF520503,,,,Tapoa,BF5205,Est,BF52,Burkina Faso,BF,2020-03-26,2020-03-26,
Lôgbou,BF520504,Logbou,,,Tapoa,BF5205,Est,BF52,Burkina Faso,BF,2020-03-26,2020-03-26,
Namouno,BF520505,,,,Tapoa,BF5205,Est,BF52,Burkina Faso,BF,2020-03-26,2020-03-26,
Partiaga,BF520506,,,,Tapoa,BF5205,Est,BF52,Burkina Faso,BF,2020-03-26,2020-03-26,
Tambaga,BF520507,,,,Tapoa,BF5205,Est,BF52,Burkina Faso,BF,2020-03-26,2020-03-26,
Tansarga,BF520508,,,,Tapoa,BF5205,Est,BF52,Burkina Faso,BF,2020-03-26,2020-03-26,
Bama,BF530101,,,,Houet,BF5301,Hauts-Bassins,BF53,Burkina Faso,BF,2020-03-26,2020-03-26,
Bobo-Dioulasso,BF530102,,,,Houet,BF5301,Hauts-Bassins,BF53,Burkina Faso,BF,2020-03-26,2020-03-26,
Dandé,BF530103,Dande,,,Houet,BF5301,Hauts-Bassins,BF53,Burkina Faso,BF,2020-03-26,2020-03-26,
Faramana,BF530104,,,,Houet,BF5301,Hauts-Bassins,BF53,Burkina Faso,BF,2020-03-26,2020-03-26,
Fo,BF530105,,,,Houet,BF5301,Hauts-Bassins,BF53,Burkina Faso,BF,2020-03-26,2020-03-26,
Karangasso-Sambla,BF530106,,,,Houet,BF5301,Hauts-Bassins,BF53,Burkina Faso,BF,2020-03-26,2020-03-26,
Karangasso-Vigué,BF530107,Karangasso-Vigue,,,Houet,BF5301,Hauts-Bassins,BF53,Burkina Faso,BF,2020-03-26,2020-03-26,
Koundougou,BF530108,,,,Houet,BF5301,Hauts-Bassins,BF53,Burkina Faso,BF,2020-03-26,2020-03-26,
Lèna,BF530109,Lena,,,Houet,BF5301,Hauts-Bassins,BF53,Burkina Faso,BF,2020-03-26,2020-03-26,
Padéma,BF530110,Padema,,,Houet,BF5301,Hauts-Bassins,BF53,Burkina Faso,BF,2020-03-26,2020-03-26,
Péni,BF530111,Peni,,,Houet,BF5301,Hauts-Bassins,BF53,Burkina Faso,BF,2020-03-26,2020-03-26,
Satiri,BF530112,,,,Houet,BF5301,Hauts-Bassins,BF53,Burkina Faso,BF,2020-03-26,2020-03-26,
Toussiana,BF530113,,,,Houet,BF5301,Hauts-Bassins,BF53,Burkina Faso,BF,2020-03-26,2020-03-26,
Banzon,BF530201,,,,Kénédougou,BF5302,Hauts-Bassins,BF53,Burkina Faso,BF,2020-03-26,2020-03-26,
Djigouèra,BF530202,Djigouera,,,Kénédougou,BF5302,Hauts-Bassins,BF53,Burkina Faso,BF,2020-03-26,2020-03-26,
Kangala,BF530203,,,,Kénédougou,BF5302,Hauts-Bassins,BF53,Burkina Faso,BF,2020-03-26,2020-03-26,
Kayan,BF530204,,,,Kénédougou,BF5302,Hauts-Bassins,BF53,Burkina Faso,BF,2020-03-26,2020-03-26,
Kôlôkô,BF530205,Koloko,,,Kénédougou,BF5302,Hauts-Bassins,BF53,Burkina Faso,BF,2020-03-26,2020-03-26,
Kourinion,BF530206,,,,Kénédougou,BF5302,Hauts-Bassins,BF53,Burkina Faso,BF,2020-03-26,2020-03-26,
Kourouma,BF530207,,,,Kénédougou,BF5302,Hauts-Bassins,BF53,Burkina Faso,BF,2020-03-26,2020-03-26,
Morlaba,BF530208,,,,Kénédougou,BF5302,Hauts-Bassins,BF53,Burkina Faso,BF,2020-03-26,2020-03-26,
Ndôrôla,BF530209,Ndorola,,,Kénédougou,BF5302,Hauts-Bassins,BF53,Burkina Faso,BF,2020-03-26,2020-03-26,
Orodara,BF530210,,,,Kénédougou,BF5302,Hauts-Bassins,BF53,Burkina Faso,BF,2020-03-26,2020-03-26,
Samôgôyiri,BF530211,Samogoyiri,,,Kénédougou,BF5302,Hauts-Bassins,BF53,Burkina Faso,BF,2020-03-26,2020-03-26,
Samôgôgouan,BF530212,Samogogouan,,,Kénédougou,BF5302,Hauts-Bassins,BF53,Burkina Faso,BF,2020-03-26,2020-03-26,
Sindo,BF530213,,,,Kénédougou,BF5302,Hauts-Bassins,BF53,Burkina Faso,BF,2020-03-26,2020-03-26,
Békui,BF530301,Bekui,,,Tuy,BF5303,Hauts-Bassins,BF53,Burkina Faso,BF,2020-03-26,2020-03-26,
Béréba,BF530302,Bereba,,,Tuy,BF5303,Hauts-Bassins,BF53,Burkina Faso,BF,2020-03-26,2020-03-26,
Boni,BF530303,,,,Tuy,BF5303,Hauts-Bassins,BF53,Burkina Faso,BF,2020-03-26,2020-03-26,
Founzan,BF530304,,,,Tuy,BF5303,Hauts-Bassins,BF53,Burkina Faso,BF,2020-03-26,2020-03-26,
Houndé,BF530305,Hounde,,,Tuy,BF5303,Hauts-Bassins,BF53,Burkina Faso,BF,2020-03-26,2020-03-26,
Koti,BF530306,,,,Tuy,BF5303,Hauts-Bassins,BF53,Burkina Faso,BF,2020-03-26,2020-03-26,
Koumbia,BF530307,,,,Tuy,BF5303,Hauts-Bassins,BF53,Burkina Faso,BF,2020-03-26,2020-03-26,
Bahn,BF540101,,,,Loroum,BF5401,Nord,BF54,Burkina Faso,BF,2020-03-26,2020-03-26,
Ouindigui,BF540102,,,,Loroum,BF5401,Nord,BF54,Burkina Faso,BF,2020-03-26,2020-03-26,
Sollé,BF540103,Solle,,,Loroum,BF5401,Nord,BF54,Burkina Faso,BF,2020-03-26,2020-03-26,
Titao,BF540104,,,,Loroum,BF5401,Nord,BF54,Burkina Faso,BF,2020-03-26,2020-03-26,
Arbollé,BF540201,Arbolle,,,Passoré,BF5402,Nord,BF54,Burkina Faso,BF,2020-03-26,2020-03-26,
Bagaré,BF540202,Bagare,,,Passoré,BF5402,Nord,BF54,Burkina Faso,BF,2020-03-26,2020-03-26,
Boken,BF540204,,,,Passoré,BF5402,Nord,BF54,Burkina Faso,BF,2020-03-26,2020-03-26,
Gomponsom,BF540205,,,,Passoré,BF5402,Nord,BF54,Burkina Faso,BF,2020-03-26,2020-03-26,
Kirsi,BF540206,,,,Passoré,BF5402,Nord,BF54,Burkina Faso,BF,2020-03-26,2020-03-26,
La-Toden,BF540207,,,,Passoré,BF5402,Nord,BF54,Burkina Faso,BF,2020-03-26,2020-03-26,
Pilimpikou,BF540208,,,,Passoré,BF5402,Nord,BF54,Burkina Faso,BF,2020-03-26,2020-03-26,
Samba,BF540209,,,,Passoré,BF5402,Nord,BF54,Burkina Faso,BF,2020-03-26,2020-03-26,
Yako,BF540210,,,,Passoré,BF5402,Nord,BF54,Burkina Faso,BF,2020-03-26,2020-03-26,
Barga,BF540301,,,,Yatenga,BF5403,Nord,BF54,Burkina Faso,BF,2020-03-26,2020-03-26,
Kaïn,BF540302,Kain,,,Yatenga,BF5403,Nord,BF54,Burkina Faso,BF,2020-03-26,2020-03-26,
Kalsaka,BF540303,,,,Yatenga,BF5403,Nord,BF54,Burkina Faso,BF,2020-03-26,2020-03-26,
Kossouka,BF540304,,,,Yatenga,BF5403,Nord,BF54,Burkina Faso,BF,2020-03-26,2020-03-26,
Koumbri,BF540305,,,,Yatenga,BF5403,Nord,BF54,Burkina Faso,BF,2020-03-26,2020-03-26,
Namissiguima,BF540306,,,,Yatenga,BF5403,Nord,BF54,Burkina Faso,BF,2020-03-26,2020-03-26,
Ouahigouya,BF540307,,,,Yatenga,BF5403,Nord,BF54,Burkina Faso,BF,2020-03-26,2020-03-26,
Oula,BF540308,,,,Yatenga,BF5403,Nord,BF54,Burkina Faso,BF,2020-03-26,2020-03-26,
Rambo,BF540309,,,,Yatenga,BF5403,Nord,BF54,Burkina Faso,BF,2020-03-26,2020-03-26,
Senguènèga,BF540310,Senguenega,,,Yatenga,BF5403,Nord,BF54,Burkina Faso,BF,2020-03-26,2020-03-26,
Tangaye,BF540311,,,,Yatenga,BF5403,Nord,BF54,Burkina Faso,BF,2020-03-26,2020-03-26,
Thiou,BF540312,,,,Yatenga,BF5403,Nord,BF54,Burkina Faso,BF,2020-03-26,2020-03-26,
Zogoré,BF540313,Zogore,,,Yatenga,BF5403,Nord,BF54,Burkina Faso,BF,2020-03-26,2020-03-26,
Bassi,BF540401,,,,Zondoma,BF5404,Nord,BF54,Burkina Faso,BF,2020-03-26,2020-03-26,
Boussou,BF540402,,,,Zondoma,BF5404,Nord,BF54,Burkina Faso,BF,2020-03-26,2020-03-26,
Goursi,BF540403,,,,Zondoma,BF5404,Nord,BF54,Burkina Faso,BF,2020-03-26,2020-03-26,
Lèba,BF540404,Leba,,,Zondoma,BF5404,Nord,BF54,Burkina Faso,BF,2020-03-26,2020-03-26,
Tougo,BF540405,,,,Zondoma,BF5404,Nord,BF54,Burkina Faso,BF,2020-03-26,2020-03-26,
Boudri,BF550101,,,,Ganzourgou,BF5501,Plateau-Central,BF55,Burkina Faso,BF,2020-03-26,2020-03-26,
Kogho,BF550102,,,,Ganzourgou,BF5501,Plateau-Central,BF55,Burkina Faso,BF,2020-03-26,2020-03-26,
Mégué,BF550103,Megue,,,Ganzourgou,BF5501,Plateau-Central,BF55,Burkina Faso,BF,2020-03-26,2020-03-26,
Môgtédo,BF550104,Mogtedo,,,Ganzourgou,BF5501,Plateau-Central,BF55,Burkina Faso,BF,2020-03-26,2020-03-26,
Saolgo,BF550105,,,,Ganzourgou,BF5501,Plateau-Central,BF55,Burkina Faso,BF,2020-03-26,2020-03-26,
Zam,BF550106,,,,Ganzourgou,BF5501,Plateau-Central,BF55,Burkina Faso,BF,2020-03-26,2020-03-26,
Zôrgho,BF550107,Zorgho,,,Ganzourgou,BF5501,Plateau-Central,BF55,Burkina Faso,BF,2020-03-26,2020-03-26,
Zoungou,BF550108,,,,Ganzourgou,BF5501,Plateau-Central,BF55,Burkina Faso,BF,2020-03-26,2020-03-26,
Boussé,BF550201,Bousse,,,Kourwéogo,BF5502,Plateau-Central,BF55,Burkina Faso,BF,2020-03-26,2020-03-26,
Laye,BF550202,,,,Kourwéogo,BF5502,Plateau-Central,BF55,Burkina Faso,BF,2020-03-26,2020-03-26,
Niou,BF550203,,,,Kourwéogo,BF5502,Plateau-Central,BF55,Burkina Faso,BF,2020-03-26,2020-03-26,
Sourgoubila,BF550204,,,,Kourwéogo,BF5502,Plateau-Central,BF55,Burkina Faso,BF,2020-03-26,2020-03-26,
Toèguen,BF550205,Toeguen,,,Kourwéogo,BF5502,Plateau-Central,BF55,Burkina Faso,BF,2020-03-26,2020-03-26,
Ambsouya,BF550301,,,,Oubritenga,BF5503,Plateau-Central,BF55,Burkina Faso,BF,2020-03-26,2020-03-26,
Dapeolgo,BF550302,,,,Oubritenga,BF5503,Plateau-Central,BF55,Burkina Faso,BF,2020-03-26,2020-03-26,
Loumbila,BF550303,,,,Oubritenga,BF5503,Plateau-Central,BF55,Burkina Faso,BF,2020-03-26,2020-03-26,
Nagréongo,BF550304,Nagreongo,,,Oubritenga,BF5503,Plateau-Central,BF55,Burkina Faso,BF,2020-03-26,2020-03-26,
Ourgou-Manéga,BF550305,Ourgou-Manega,,,Oubritenga,BF5503,Plateau-Central,BF55,Burkina Faso,BF,2020-03-26,2020-03-26,
Ziniaré,BF550306,Ziniare,,,Oubritenga,BF5503,Plateau-Central,BF55,Burkina Faso,BF,2020-03-26,2020-03-26,
Zitenga,BF550307,,,,Oubritenga,BF5503,Plateau-Central,BF55,Burkina Faso,BF,2020-03-26,2020-03-26,
Déou,BF560101,Deou,,,Oudalan,BF5601,Sahel,BF56,Burkina Faso,BF,2020-03-26,2020-03-26,
Gorom-Gorom,BF560102,,,,Oudalan,BF5601,Sahel,BF56,Burkina Faso,BF,2020-03-26,2020-03-26,
Markoye,BF560103,,,,Oudalan,BF5601,Sahel,BF56,Burkina Faso,BF,2020-03-26,2020-03-26,
Oursi,BF560104,,,,Oudalan,BF5601,Sahel,BF56,Burkina Faso,BF,2020-03-26,2020-03-26,
Tin-Akoff,BF560105,,,,Oudalan,BF5601,Sahel,BF56,Burkina Faso,BF,2020-03-26,2020-03-26,
Bani,BF560201,,,,Séno,BF5602,Sahel,BF56,Burkina Faso,BF,2020-03-26,2020-03-26,
Dori,BF560202,,,,Séno,BF5602,Sahel,BF56,Burkina Faso,BF,2020-03-26,2020-03-26,
Falagountou,BF560203,,,,Séno,BF5602,Sahel,BF56,Burkina Faso,BF,2020-03-26,2020-03-26,
Gorgadji,BF560204,,,,Séno,BF5602,Sahel,BF56,Burkina Faso,BF,2020-03-26,2020-03-26,
Sampelga,BF560205,,,,Séno,BF5602,Sahel,BF56,Burkina Faso,BF,2020-03-26,2020-03-26,
Seytenga,BF560206,,,,Séno,BF5602,Sahel,BF56,Burkina Faso,BF,2020-03-26,2020-03-26,
Arbinda,BF560301,,,,Soum,BF5603,Sahel,BF56,Burkina Faso,BF,2020-03-26,2020-03-26,
Baraboulé,BF560302,Baraboule,,,Soum,BF5603,Sahel,BF56,Burkina Faso,BF,2020-03-26,2020-03-26,
Diguel,BF560303,,,,Soum,BF5603,Sahel,BF56,Burkina Faso,BF,2020-03-26,2020-03-26,
Djibo,BF560304,,,,Soum,BF5603,Sahel,BF56,Burkina Faso,BF,2020-03-26,2020-03-26,
Kelbo,BF560305,,,,Soum,BF5603,Sahel,BF56,Burkina Faso,BF,2020-03-26,2020-03-26,
Koutougou,BF560306,,,,Soum,BF5603,Sahel,BF56,Burkina Faso,BF,2020-03-26,2020-03-26,
Nassoumbou,BF560307,,,,Soum,BF5603,Sahel,BF56,Burkina Faso,BF,2020-03-26,2020-03-26,
Pobé-Mengao,BF560308,Pobe-Mengao,,,Soum,BF5603,Sahel,BF56,Burkina Faso,BF,2020-03-26,2020-03-26,
Tongomayel,BF560309,,,,Soum,BF5603,Sahel,BF56,Burkina Faso,BF,2020-03-26,2020-03-26,
Boundoré,BF560401,Boundore,,,Yagha,BF5604,Sahel,BF56,Burkina Faso,BF,2020-03-26,2020-03-26,
Mansila,BF560402,,,,Yagha,BF5604,Sahel,BF56,Burkina Faso,BF,2020-03-26,2020-03-26,
Sebba,BF560403,,,,Yagha,BF5604,Sahel,BF56,Burkina Faso,BF,2020-03-26,2020-03-26,
Solhan,BF560404,,,,Yagha,BF5604,Sahel,BF56,Burkina Faso,BF,2020-03-26,2020-03-26,
Tankougounadié,BF560405,Tankougounadie,,,Yagha,BF5604,Sahel,BF56,Burkina Faso,BF,2020-03-26,2020-03-26,
Titabè,BF560406,Titabe,,,Yagha,BF5604,Sahel,BF56,Burkina Faso,BF,2020-03-26,2020-03-26,
Gbondjigui,BF570101,,,,Bougouriba,BF5701,Sud-Ouest,BF57,Burkina Faso,BF,2020-03-26,2020-03-26,
Diébougou,BF570102,Diebougou,,,Bougouriba,BF5701,Sud-Ouest,BF57,Burkina Faso,BF,2020-03-26,2020-03-26,
Dolo,BF570103,,,,Bougouriba,BF5701,Sud-Ouest,BF57,Burkina Faso,BF,2020-03-26,2020-03-26,
Iôlôniôrô,BF570104,Iolonioro,,,Bougouriba,BF5701,Sud-Ouest,BF57,Burkina Faso,BF,2020-03-26,2020-03-26,
Tiankoura,BF570105,,,,Bougouriba,BF5701,Sud-Ouest,BF57,Burkina Faso,BF,2020-03-26,2020-03-26,
Dano,BF570201,,,,Ioba,BF5702,Sud-Ouest,BF57,Burkina Faso,BF,2020-03-26,2020-03-26,
Dissihn,BF570202,,,,Ioba,BF5702,Sud-Ouest,BF57,Burkina Faso,BF,2020-03-26,2020-03-26,
Guéguéré,BF570203,Gueguere,,,Ioba,BF5702,Sud-Ouest,BF57,Burkina Faso,BF,2020-03-26,2020-03-26,
Koper,BF570204,,,,Ioba,BF5702,Sud-Ouest,BF57,Burkina Faso,BF,2020-03-26,2020-03-26,
Niégo,BF570205,Niego,,,Ioba,BF5702,Sud-Ouest,BF57,Burkina Faso,BF,2020-03-26,2020-03-26,
Oronkua,BF570206,,,,Ioba,BF5702,Sud-Ouest,BF57,Burkina Faso,BF,2020-03-26,2020-03-26,
Ouéssa,BF570207,Ouessa,,,Ioba,BF5702,Sud-Ouest,BF57,Burkina Faso,BF,2020-03-26,2020-03-26,
Zambo,BF570208,,,,Ioba,BF5702,Sud-Ouest,BF57,Burkina Faso,BF,2020-03-26,2020-03-26,
Batié,BF570301,Batie,,,Noumbiel,BF5703,Sud-Ouest,BF57,Burkina Faso,BF,2020-03-26,2020-03-26,
Boussou-Koula,BF570302,,,,Noumbiel,BF5703,Sud-Ouest,BF57,Burkina Faso,BF,2020-03-26,2020-03-26,
Kpuéré,BF570303,Kpuere,,,Noumbiel,BF5703,Sud-Ouest,BF57,Burkina Faso,BF,2020-03-26,2020-03-26,
Legmoin,BF570304,,,,Noumbiel,BF5703,Sud-Ouest,BF57,Burkina Faso,BF,2020-03-26,2020-03-26,
Midebdo,BF570305,,,,Noumbiel,BF5703,Sud-Ouest,BF57,Burkina Faso,BF,2020-03-26,2020-03-26,
Bouroum-Bouroum,BF570401,,,,Poni,BF5704,Sud-Ouest,BF57,Burkina Faso,BF,2020-03-26,2020-03-26,
Bousséra,BF570402,Boussera,,,Poni,BF5704,Sud-Ouest,BF57,Burkina Faso,BF,2020-03-26,2020-03-26,
Djigouè,BF570403,Djigoue,,,Poni,BF5704,Sud-Ouest,BF57,Burkina Faso,BF,2020-03-26,2020-03-26,
Gaoua,BF570404,,,,Poni,BF5704,Sud-Ouest,BF57,Burkina Faso,BF,2020-03-26,2020-03-26,
Gbomblora,BF570405,,,,Poni,BF5704,Sud-Ouest,BF57,Burkina Faso,BF,2020-03-26,2020-03-26,
Kampti,BF570406,,,,Poni,BF5704,Sud-Ouest,BF57,Burkina Faso,BF,2020-03-26,2020-03-26,
Loropéni,BF570407,Loropeni,,,Poni,BF5704,Sud-Ouest,BF57,Burkina Faso,BF,2020-03-26,2020-03-26,
Malba,BF570408,,,,Poni,BF5704,Sud-Ouest,BF57,Burkina Faso,BF,2020-03-26,2020-03-26,
Nako,BF570409,,,,Poni,BF5704,Sud-Ouest,BF57,Burkina Faso,BF,2020-03-26,2020-03-26,
Périgban,BF570410,Perigban,,,Poni,BF5704,Sud-Ouest,BF57,Burkina Faso,BF,2020-03-26,2020-03-26,
