#adm1+name+i_en,#adm1+code+v_pcode,#adm1+name,#adm1+name+alt1+i_en,#adm1+name+alt2+i_en,#country+name+i_en,#country+code+v_iso2,#date+start,#date+updated,#date+end
Belize,BZ01,,,,Belize,BZ,2017-09-08,2021-09-14,
Cayo,BZ02,,,,Belize,BZ,2017-09-08,2021-09-14,
Corozal,BZ03,,,,Belize,BZ,2017-09-08,2021-09-14,
Orange Walk,BZ04,,,,Belize,BZ,2017-09-08,2021-09-14,
Stann Creek,BZ05,,,,Belize,BZ,2017-09-08,2021-09-14,
Toledo,BZ06,,,,Belize,BZ,2017-09-08,2021-09-14,
