#adm3+name+i_en,#adm3+code+v_pcode,#adm3+name,#adm3+name+alt1+i_en,#adm3+name+alt2+i_en,#adm2+name+i_en,#adm2+code+v_pcode,#adm1+name+i_en,#adm1+code+v_pcode,#country+name+i_en,#country+code+v_iso2,#date+start,#date+updated,#date+end
Phumelela,ZA4195,,,,Thabo Mofutsanyane,ZA419,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
Mantsopa,ZA4196,,,,Thabo Mofutsanyane,ZA419,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
Moqhaka,ZA4201,,,,Fezile Dabi,ZA420,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
Ngwathe,ZA4203,,,,Fezile Dabi,ZA420,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
Metsimaholo,ZA4204,,,,Fezile Dabi,ZA420,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
Mafube,ZA4205,,,,Fezile Dabi,ZA420,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
Mangaung,ZA4940,,,,Mangaung,ZA494,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
Umdoni,ZA5212,,,,Ugu,ZA521,KwaZulu-Natal,ZA5,South Africa,ZA,2018-12-27,2020-11-12,
Umzumbe,ZA5213,,,,Ugu,ZA521,KwaZulu-Natal,ZA5,South Africa,ZA,2018-12-27,2020-11-12,
uMuziwabantu,ZA5214,,,,Ugu,ZA521,KwaZulu-Natal,ZA5,South Africa,ZA,2018-12-27,2020-11-12,
Ray Nkonyeni,ZA5216,,,,Ugu,ZA521,KwaZulu-Natal,ZA5,South Africa,ZA,2018-12-27,2020-11-12,
uMshwathi,ZA5221,,,,Umgungundlovu,ZA522,KwaZulu-Natal,ZA5,South Africa,ZA,2018-12-27,2020-11-12,
uMngeni,ZA5222,,,,Umgungundlovu,ZA522,KwaZulu-Natal,ZA5,South Africa,ZA,2018-12-27,2020-11-12,
Mpofana,ZA5223,,,,Umgungundlovu,ZA522,KwaZulu-Natal,ZA5,South Africa,ZA,2018-12-27,2020-11-12,
Impendle,ZA5224,,,,Umgungundlovu,ZA522,KwaZulu-Natal,ZA5,South Africa,ZA,2018-12-27,2020-11-12,
The Msunduzi,ZA5225,,,,Umgungundlovu,ZA522,KwaZulu-Natal,ZA5,South Africa,ZA,2018-12-27,2020-11-12,
Mkhambathini,ZA5226,,,,Umgungundlovu,ZA522,KwaZulu-Natal,ZA5,South Africa,ZA,2018-12-27,2020-11-12,
Richmond,ZA5227,,,,Umgungundlovu,ZA522,KwaZulu-Natal,ZA5,South Africa,ZA,2018-12-27,2020-11-12,
Okhahlamba,ZA5235,,,,Uthukela,ZA523,KwaZulu-Natal,ZA5,South Africa,ZA,2018-12-27,2020-11-12,
Inkosi Langalibalele,ZA5237,,,,Uthukela,ZA523,KwaZulu-Natal,ZA5,South Africa,ZA,2018-12-27,2020-11-12,
Alfred Duma,ZA5238,,,,Uthukela,ZA523,KwaZulu-Natal,ZA5,South Africa,ZA,2018-12-27,2020-11-12,
Endumeni,ZA5241,,,,Umzinyathi,ZA524,KwaZulu-Natal,ZA5,South Africa,ZA,2018-12-27,2020-11-12,
Nqutu,ZA5242,,,,Umzinyathi,ZA524,KwaZulu-Natal,ZA5,South Africa,ZA,2018-12-27,2020-11-12,
Msinga,ZA5244,,,,Umzinyathi,ZA524,KwaZulu-Natal,ZA5,South Africa,ZA,2018-12-27,2020-11-12,
Umvoti,ZA5245,,,,Umzinyathi,ZA524,KwaZulu-Natal,ZA5,South Africa,ZA,2018-12-27,2020-11-12,
Newcastle,ZA5252,,,,Amajuba,ZA525,KwaZulu-Natal,ZA5,South Africa,ZA,2018-12-27,2020-11-12,
Emadlangeni,ZA5253,,,,Amajuba,ZA525,KwaZulu-Natal,ZA5,South Africa,ZA,2018-12-27,2020-11-12,
Dannhauser,ZA5254,,,,Amajuba,ZA525,KwaZulu-Natal,ZA5,South Africa,ZA,2018-12-27,2020-11-12,
eDumbe,ZA5261,,,,Zululand,ZA526,KwaZulu-Natal,ZA5,South Africa,ZA,2018-12-27,2020-11-12,
uPhongolo,ZA5262,,,,Zululand,ZA526,KwaZulu-Natal,ZA5,South Africa,ZA,2018-12-27,2020-11-12,
Abaqulusi,ZA5263,,,,Zululand,ZA526,KwaZulu-Natal,ZA5,South Africa,ZA,2018-12-27,2020-11-12,
Nongoma,ZA5265,,,,Zululand,ZA526,KwaZulu-Natal,ZA5,South Africa,ZA,2018-12-27,2020-11-12,
Ulundi,ZA5266,,,,Zululand,ZA526,KwaZulu-Natal,ZA5,South Africa,ZA,2018-12-27,2020-11-12,
Umhlabuyalingana,ZA5271,,,,Umkhanyakude,ZA527,KwaZulu-Natal,ZA5,South Africa,ZA,2018-12-27,2020-11-12,
Jozini,ZA5272,,,,Umkhanyakude,ZA527,KwaZulu-Natal,ZA5,South Africa,ZA,2018-12-27,2020-11-12,
Mtubatuba,ZA5275,,,,Umkhanyakude,ZA527,KwaZulu-Natal,ZA5,South Africa,ZA,2018-12-27,2020-11-12,
Big Five Hlabisa,ZA5276,,,,Umkhanyakude,ZA527,KwaZulu-Natal,ZA5,South Africa,ZA,2018-12-27,2020-11-12,
Mfolozi,ZA5281,,,,Uthungulu,ZA528,KwaZulu-Natal,ZA5,South Africa,ZA,2018-12-27,2020-11-12,
uMhlathuze,ZA5282,,,,Uthungulu,ZA528,KwaZulu-Natal,ZA5,South Africa,ZA,2018-12-27,2020-11-12,
uMlalazi,ZA5284,,,,Uthungulu,ZA528,KwaZulu-Natal,ZA5,South Africa,ZA,2018-12-27,2020-11-12,
Mthonjaneni,ZA5285,,,,Uthungulu,ZA528,KwaZulu-Natal,ZA5,South Africa,ZA,2018-12-27,2020-11-12,
Nkandla,ZA5286,,,,Uthungulu,ZA528,KwaZulu-Natal,ZA5,South Africa,ZA,2018-12-27,2020-11-12,
Mandeni,ZA5291,,,,iLembe,ZA529,KwaZulu-Natal,ZA5,South Africa,ZA,2018-12-27,2020-11-12,
KwaDukuza,ZA5292,,,,iLembe,ZA529,KwaZulu-Natal,ZA5,South Africa,ZA,2018-12-27,2020-11-12,
Ndwedwe,ZA5293,,,,iLembe,ZA529,KwaZulu-Natal,ZA5,South Africa,ZA,2018-12-27,2020-11-12,
Maphumulo,ZA5294,,,,iLembe,ZA529,KwaZulu-Natal,ZA5,South Africa,ZA,2018-12-27,2020-11-12,
Greater Kokstad,ZA5433,,,,Sisonke,ZA543,KwaZulu-Natal,ZA5,South Africa,ZA,2018-12-27,2020-11-12,
Ubuhlebezwe,ZA5434,,,,Sisonke,ZA543,KwaZulu-Natal,ZA5,South Africa,ZA,2018-12-27,2020-11-12,
Umzimkhulu,ZA5435,,,,Sisonke,ZA543,KwaZulu-Natal,ZA5,South Africa,ZA,2018-12-27,2020-11-12,
Dr Nkosazana Dlamini Zuma,ZA5436,,,,Sisonke,ZA543,KwaZulu-Natal,ZA5,South Africa,ZA,2018-12-27,2020-11-12,
eThekwini,ZA5950,,,,eThekwini,ZA595,KwaZulu-Natal,ZA5,South Africa,ZA,2018-12-27,2020-11-12,
Moretele,ZA6371,,,,Bojanala,ZA637,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
Local Municipality of Madibeng,ZA6372,,,,Bojanala,ZA637,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
Rustenburg,ZA6373,,,,Bojanala,ZA637,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
Kgetlengrivier,ZA6374,,,,Bojanala,ZA637,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
Moses Kotane,ZA6375,,,,Bojanala,ZA637,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
Ratlou,ZA6381,,,,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
Tswaing,ZA6382,,,,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
Mafikeng,ZA6383,,,,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
Ditsobotla,ZA6384,,,,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
Ramotshere Moiloa,ZA6385,,,,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
Naledi,ZA6392,,,,Dr Ruth Segomotsi Mompati,ZA639,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
Mamusa,ZA6393,,,,Dr Ruth Segomotsi Mompati,ZA639,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
Greater Taung,ZA6394,,,,Dr Ruth Segomotsi Mompati,ZA639,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
Lekwa-Teemane,ZA6396,,,,Dr Ruth Segomotsi Mompati,ZA639,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
Kagisano/Molopo,ZA6397,,,,Dr Ruth Segomotsi Mompati,ZA639,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
City of Matlosana,ZA6403,,,,Dr Kenneth Kaunda,ZA640,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
Maquassi Hills,ZA6404,,,,Dr Kenneth Kaunda,ZA640,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
Ventersdorp/Tlokwe,ZA6405,,,,Dr Kenneth Kaunda,ZA640,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
Emfuleni,ZA7421,,,,Sedibeng,ZA742,Gauteng,ZA7,South Africa,ZA,2018-12-27,2020-11-12,
Midvaal,ZA7422,,,,Sedibeng,ZA742,Gauteng,ZA7,South Africa,ZA,2018-12-27,2020-11-12,
Lesedi,ZA7423,,,,Sedibeng,ZA742,Gauteng,ZA7,South Africa,ZA,2018-12-27,2020-11-12,
Mogale City,ZA7481,,,,West Rand,ZA748,Gauteng,ZA7,South Africa,ZA,2018-12-27,2020-11-12,
Merafong City,ZA7484,,,,West Rand,ZA748,Gauteng,ZA7,South Africa,ZA,2018-12-27,2020-11-12,
Rand West City,ZA7485,,,,West Rand,ZA748,Gauteng,ZA7,South Africa,ZA,2018-12-27,2020-11-12,
Ekurhuleni,ZA7970,,,,Ekurhuleni,ZA797,Gauteng,ZA7,South Africa,ZA,2018-12-27,2020-11-12,
City of Johannesburg,ZA7980,,,,City of Johannesburg,ZA798,Gauteng,ZA7,South Africa,ZA,2018-12-27,2020-11-12,
City of Tshwane,ZA7990,,,,City of Tshwane,ZA799,Gauteng,ZA7,South Africa,ZA,2018-12-27,2020-11-12,
Chief Albert Luthuli,ZA8301,,,,Gert Sibande,ZA830,Mpumalanga,ZA8,South Africa,ZA,2018-12-27,2020-11-12,
Msukaligwa,ZA8302,,,,Gert Sibande,ZA830,Mpumalanga,ZA8,South Africa,ZA,2018-12-27,2020-11-12,
Mkhondo,ZA8303,,,,Gert Sibande,ZA830,Mpumalanga,ZA8,South Africa,ZA,2018-12-27,2020-11-12,
Dr Pixley Ka Isaka Seme,ZA8304,,,,Gert Sibande,ZA830,Mpumalanga,ZA8,South Africa,ZA,2018-12-27,2020-11-12,
Lekwa,ZA8305,,,,Gert Sibande,ZA830,Mpumalanga,ZA8,South Africa,ZA,2018-12-27,2020-11-12,
Dipaleseng,ZA8306,,,,Gert Sibande,ZA830,Mpumalanga,ZA8,South Africa,ZA,2018-12-27,2020-11-12,
Govan Mbeki,ZA8307,,,,Gert Sibande,ZA830,Mpumalanga,ZA8,South Africa,ZA,2018-12-27,2020-11-12,
Victor Khanye,ZA8311,,,,Nkangala,ZA831,Mpumalanga,ZA8,South Africa,ZA,2018-12-27,2020-11-12,
Emalahleni,ZA8312,,,,Nkangala,ZA831,Mpumalanga,ZA8,South Africa,ZA,2018-12-27,2020-11-12,
Steve Tshwete,ZA8313,,,,Nkangala,ZA831,Mpumalanga,ZA8,South Africa,ZA,2018-12-27,2020-11-12,
Emakhazeni,ZA8314,,,,Nkangala,ZA831,Mpumalanga,ZA8,South Africa,ZA,2018-12-27,2020-11-12,
Thembisile,ZA8315,,,,Nkangala,ZA831,Mpumalanga,ZA8,South Africa,ZA,2018-12-27,2020-11-12,
Dr JS Moroka,ZA8316,,,,Nkangala,ZA831,Mpumalanga,ZA8,South Africa,ZA,2018-12-27,2020-11-12,
Thaba Chweu,ZA8321,,,,Ehlanzeni,ZA832,Mpumalanga,ZA8,South Africa,ZA,2018-12-27,2020-11-12,
Nkomazi,ZA8324,,,,Ehlanzeni,ZA832,Mpumalanga,ZA8,South Africa,ZA,2018-12-27,2020-11-12,
Bushbuckridge,ZA8325,,,,Ehlanzeni,ZA832,Mpumalanga,ZA8,South Africa,ZA,2018-12-27,2020-11-12,
Mbombela,ZA8326,,,,Ehlanzeni,ZA832,Mpumalanga,ZA8,South Africa,ZA,2018-12-27,2020-11-12,
Greater Giyani,ZA9331,,,,Mopani,ZA933,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
Greater Letaba,ZA9332,,,,Mopani,ZA933,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
Greater Tzaneen,ZA9333,,,,Mopani,ZA933,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
Ba-Phalaborwa,ZA9334,,,,Mopani,ZA933,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
Maruleng,ZA9335,,,,Mopani,ZA933,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
Musina,ZA9341,,,,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
Thulamela,ZA9343,,,,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
Makhado,ZA9344,,,,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
Collins Chabane,ZA9345,,,,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
Blouberg,ZA9351,,,,Capricorn,ZA935,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
Molemole,ZA9353,,,,Capricorn,ZA935,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
Polokwane,ZA9354,,,,Capricorn,ZA935,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
Lepele-Nkumpi,ZA9355,,,,Capricorn,ZA935,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
Thabazimbi,ZA9361,,,,Waterberg,ZA936,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
Lephalale,ZA9362,,,,Waterberg,ZA936,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
Bela-Bela,ZA9366,,,,Waterberg,ZA936,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
Mogalakwena,ZA9367,,,,Waterberg,ZA936,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
