#adm1+name+i_en,#adm1+code+v_pcode,#adm1+name,#adm1+name+alt1+i_en,#adm1+name+alt2+i_en,#country+name+i_en,#country+code+v_iso2,#date+start,#date+updated,#date+end
Eastern,SL01,Eastern,,,Sierra Leone,SL,2017-08-16,2022-01-04,
Northern,SL02,Northern,,,Sierra Leone,SL,2017-08-16,2022-01-04,
Southern,SL03,Southern,,,Sierra Leone,SL,2017-08-16,2022-01-04,
Western,SL04,Western,,,Sierra Leone,SL,2017-08-16,2022-01-04,
