#adm3+name+i_en,#adm3+name+i_fr,#adm3+name+i_ht,#adm3+code+v_pcode,#adm3+name,#adm3+name+alt1+i_en,#adm3+name+alt2+i_en,#adm3+name+alt1+i_fr,#adm3+name+alt2+i_fr,#adm3+name+alt1+i_ht,#adm3+name+alt2+i_ht,#adm2+name+i_en,#adm2+name+i_fr,#adm2+name+i_ht,#adm2+code+v_pcode,#adm1+name+i_en,#adm1+name+i_fr,#adm1+name+i_ht,#adm1+code+v_pcode,#country+name+i_en,#country+name+i_fr,#country+name+i_ht,#country+code+v_iso2,#date+start,#date+updated,#date+end
3e Section Loiseau,3e Section Loiseau,,HT0411-03,,,,,,,,Fort-Liberte,Fort-Liberté,,HT0411,North-East,Nord-Est,Nòdès,HT04,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
4e Section Haut Madeleine,4e Section Haut Madeleine,,HT0411-04,,,,,,,,Fort-Liberte,Fort-Liberté,,HT0411,North-East,Nord-Est,Nòdès,HT04,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Bas Maribahoux,1re Section Bas Maribahoux,,HT0412-01,,,,,,,,Ferrier,Ferrier,,HT0412,North-East,Nord-Est,Nòdès,HT04,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Haut des Perches,1re Section Haut des Perches,,HT0413-01,,,,,,,,Perches,Perches,,HT0413,North-East,Nord-Est,Nòdès,HT04,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Bas des Perches,2e Section Bas des Perches,,HT0413-02,,,,,,,,Perches,Perches,,HT0413,North-East,Nord-Est,Nòdès,HT04,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Haut Maribahoux,1re Section Haut Maribahoux,,HT0421-01,,,,,,,,Ouanaminthe,Ouanaminthe,,HT0421,North-East,Nord-Est,Nòdès,HT04,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Acul des Pins,2e Section Acul des Pins,,HT0421-02,,,,,,,,Ouanaminthe,Ouanaminthe,,HT0421,North-East,Nord-Est,Nòdès,HT04,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
3e Section Savane Longue,3e Section Savane Longue,,HT0421-03,,,,,,,,Ouanaminthe,Ouanaminthe,,HT0421,North-East,Nord-Est,Nòdès,HT04,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
4e Section Savane au Lait,4e Section Savane au Lait,,HT0421-04,,,,,,,,Ouanaminthe,Ouanaminthe,,HT0421,North-East,Nord-Est,Nòdès,HT04,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
5e Section Gens de Nantes,5e Section Gens de Nantes,,HT0421-05,,,,,,,,Ouanaminthe,Ouanaminthe,,HT0421,North-East,Nord-Est,Nòdès,HT04,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Capotille,1re Section Capotille,,HT0422-01,,,,,,,,Capotille,Capotille,,HT0422,North-East,Nord-Est,Nòdès,HT04,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Lamine,2e Section Lamine,,HT0422-02,,,,,,,,Capotille,Capotille,,HT0422,North-East,Nord-Est,Nòdès,HT04,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Savanette,1re Section Savanette,,HT0423-01,,,,,,,,Mont-Organise,Mont-Organisé,,HT0423,North-East,Nord-Est,Nòdès,HT04,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Bois Poux,2e Section Bois Poux,,HT0423-02,,,,,,,,Mont-Organise,Mont-Organisé,,HT0423,North-East,Nord-Est,Nòdès,HT04,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Garcin,1re Section Garcin,,HT0431-01,,,,,,,,Trou du Nord,Trou du Nord,,HT0431,North-East,Nord-Est,Nòdès,HT04,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Roucou,2e Section Roucou,,HT0431-02,,,,,,,,Trou du Nord,Trou du Nord,,HT0431,North-East,Nord-Est,Nòdès,HT04,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
3e Section Roche Plate,3e Section Roche Plate,,HT0431-03,,,,,,,,Trou du Nord,Trou du Nord,,HT0431,North-East,Nord-Est,Nòdès,HT04,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Foulon,1re Section Foulon,,HT0432-01,,,,,,,,Sainte Suzanne,Sainte Suzanne,,HT0432,North-East,Nord-Est,Nòdès,HT04,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Bois Blanc,2e Section Bois Blanc,,HT0432-02,,,,,,,,Sainte Suzanne,Sainte Suzanne,,HT0432,North-East,Nord-Est,Nòdès,HT04,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
3e Section Cotelette,3e Section Cotelette,,HT0432-03,,,,,,,,Sainte Suzanne,Sainte Suzanne,,HT0432,North-East,Nord-Est,Nòdès,HT04,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
4e Section Sarazin,4e Section Sarazin,,HT0432-04,,,,,,,,Sainte Suzanne,Sainte Suzanne,,HT0432,North-East,Nord-Est,Nòdès,HT04,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
5e Section Moka Neuf,5e Section Moka Neuf,,HT0432-05,,,,,,,,Sainte Suzanne,Sainte Suzanne,,HT0432,North-East,Nord-Est,Nòdès,HT04,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
6e Section Fond Bleu,6e Section Fond Bleu,,HT0432-06,,,,,,,,Sainte Suzanne,Sainte Suzanne,,HT0432,North-East,Nord-Est,Nòdès,HT04,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Fond Blanc,1re Section Fond Blanc,,HT0433-01,,,,,,,,Terrier Rouge,Terrier Rouge,,HT0433,North-East,Nord-Est,Nòdès,HT04,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Grand Bassin,2e Section Grand Bassin,,HT0433-02,,,,,,,,Terrier Rouge,Terrier Rouge,,HT0433,North-East,Nord-Est,Nòdès,HT04,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Champin,1re Section Champin,,HT0434-01,,,,,,,,Caracol,Caracol,,HT0434,North-East,Nord-Est,Nòdès,HT04,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
"2e Section Glaudine ou ""Jacquesil""","2e Section Glaudine ou ""Jacquesil""",,HT0434-02,2e Section Glaudine ou Jacquesil,,,,,,,Caracol,Caracol,,HT0434,North-East,Nord-Est,Nòdès,HT04,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Trois Palmistes,1re Section Trois Palmistes,,HT0441-01,,,,,,,,Vallieres,Vallières,,HT0441,North-East,Nord-Est,Nòdès,HT04,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Ecrevisse ou Grosse Roche,2e Section Ecrevisse ou Grosse Roche,,HT0441-02,,,,,,,,Vallieres,Vallières,,HT0441,North-East,Nord-Est,Nòdès,HT04,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
3e Section Corosse,3e Section Corosse,,HT0441-03,,,,,,,,Vallieres,Vallières,,HT0441,North-East,Nord-Est,Nòdès,HT04,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Bois Camelle,1re Section Bois Camelle,,HT0442-01,,,,,,,,Carice,Carice,,HT0442,North-East,Nord-Est,Nòdès,HT04,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Rose Bonite,2e Section Rose Bonite,,HT0442-02,,,,,,,,Carice,Carice,,HT0442,North-East,Nord-Est,Nòdès,HT04,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Sans Souci,1re Section Sans Souci,,HT0443-01,,,,,,,,Mombin Crochu,Mombin Crochu,,HT0443,North-East,Nord-Est,Nòdès,HT04,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Bois Laurence,2e Section Bois Laurence,,HT0443-02,,,,,,,,Mombin Crochu,Mombin Crochu,,HT0443,North-East,Nord-Est,Nòdès,HT04,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Pont Tamarin,1re Section Pont Tamarin,,HT0511-01,,,,,,,,Gonaives,Gonaïves,,HT0511,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Bassin,2e Section Bassin,,HT0511-02,,,,,,,,Gonaives,Gonaïves,,HT0511,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
3e Section Pte Riviere de Bayonnais,3e Section Pte Rivière de Bayonnais,,HT0511-03,,,,,,,,Gonaives,Gonaïves,,HT0511,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
4e Section Poteaux,4e Section Poteaux,,HT0511-04,,,,,,,,Gonaives,Gonaïves,,HT0511,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
5e Section Labranle,5e Section Labranle,,HT0511-05,,,,,,,,Gonaives,Gonaïves,,HT0511,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Savane Carree,1re Section Savane Carree,,HT0512-01,,,,,,,,Ennery,Ennery,,HT0512,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Passe-Reine ou Bas d'Ennery,2e Section Passe-Reine ou Bas d'Ennery,,HT0512-02,2e Section Passe-Reine ou Bas dEnnery,,,,,,,Ennery,Ennery,,HT0512,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
3e Section Chemin Neuf,3e Section Chemin Neuf,,HT0512-03,,,,,,,,Ennery,Ennery,,HT0512,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
4e Section Puilboreau,4e Section Puilboreau,,HT0512-04,,,,,,,,Ennery,Ennery,,HT0512,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section La Croix Perisse,1re Section La Croix Perisse,,HT0513-01,,,,,,,,L'Estere,L'Estère,,HT0513,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Petite Desdunes,2e Section Petite Desdunes,,HT0513-02,,,,,,,,L'Estere,L'Estère,,HT0513,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Boucan Richard,1re Section Boucan Richard,,HT0521-01,,,,,,,,Gros Morne,Gros Morne,,HT0521,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Riviere Mancelle,2e Section Rivière Mancelle,,HT0521-02,,,,,,,,Gros Morne,Gros Morne,,HT0521,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
3e Section Riviere Blanche,3e Section Rivière Blanche,,HT0521-03,,,,,,,,Gros Morne,Gros Morne,,HT0521,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
4e Section l'Acul,4e Section l'Acul,,HT0521-04,4e Section lAcul,,,,,,,Gros Morne,Gros Morne,,HT0521,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
5e Section Pendu,5e Section Pendu,,HT0521-05,,,,,,,,Gros Morne,Gros Morne,,HT0521,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
6e Section Savane Carree,6e Section Savane Carree,,HT0521-06,,,,,,,,Gros Morne,Gros Morne,,HT0521,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
7e Section Moulin,7e Section Moulin,,HT0521-07,,,,,,,,Gros Morne,Gros Morne,,HT0521,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
8e Section Ravine Gros Morne,8e Section Ravine Gros Morne,,HT0521-08,,,,,,,,Gros Morne,Gros Morne,,HT0521,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Doland,1re Section Doland,,HT0522-01,,,,,,,,Terre Neuve,Terre Neuve,,HT0522,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Bois Neuf,2e Section Bois Neuf,,HT0522-02,,,,,,,,Terre Neuve,Terre Neuve,,HT0522,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
3e Section Lagon,3e Section Lagon,,HT0522-03,,,,,,,,Terre Neuve,Terre Neuve,,HT0522,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section l'Arbre,1re Section l'Arbre,,HT0523-01,1re Section lArbre,,,,,,,Anse Rouge,Anse Rouge,,HT0523,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Sources Chaudes,2e Section Sources Chaudes,,HT0523-02,,,,,,,,Anse Rouge,Anse Rouge,,HT0523,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Deluge,1re Section Deluge,,HT0531-01,,,,,,,,Saint-Marc,Saint-Marc,,HT0531,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Bois Neuf,2e Section Bois Neuf,,HT0531-02,,,,,,,,Saint-Marc,Saint-Marc,,HT0531,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
3e Section Goyavier,3e Section Goyavier,,HT0531-03,,,,,,,,Saint-Marc,Saint-Marc,,HT0531,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
4e Section Lalouere,4e Section Lalouère,,HT0531-04,,,,,,,,Saint-Marc,Saint-Marc,,HT0531,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
5e Section Bocozelle,5e Section Bocozelle,,HT0531-05,,,,,,,,Saint-Marc,Saint-Marc,,HT0531,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
6e Section Charrette,6e Section Charrette,,HT0531-06,,,,,,,,Saint-Marc,Saint-Marc,,HT0531,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Liancourt,1re Section Liancourt,,HT0532-01,,,,,,,,Verrettes,Verrettes,,HT0532,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Belanger,2e Section Belanger,,HT0532-02,,,,,,,,Verrettes,Verrettes,,HT0532,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
3e Section Guillaume Moge (Quartier de Desarmes),3e Section Guillaume Moge (Quartier de Desarmes),,HT0532-03,,,,,,,,Verrettes,Verrettes,,HT0532,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
4e Section Desarmes (Quartier de Desarmes),4e Section Desarmes (Quartier de Desarmes),,HT0532-04,,,,,,,,Verrettes,Verrettes,,HT0532,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
5e Section Bastien,5e Section Bastien,,HT0532-05,,,,,,,,Verrettes,Verrettes,,HT0532,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
6e Section Terre Natte,6e Section Terre Natte,,HT0532-06,,,,,,,,Verrettes,Verrettes,,HT0532,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Martineau,1re Section Martineau,,HT0533-01,,,,,,,,La Chapelle,La Chapelle,,HT0533,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Bossous,2e Section Bossous,,HT0533-02,,,,,,,,La Chapelle,La Chapelle,,HT0533,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Villars,1re Section Villars,,HT0541-01,,,,,,,,Dessalines,Dessalines,,HT0541,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Fosse Naboth ou Duvallon,2e Section Fosse Naboth ou Duvallon,,HT0541-02,,,,,,,,Dessalines,Dessalines,,HT0541,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
3e Section Oge,3e Section Oge,,HT0541-03,,,,,,,,Dessalines,Dessalines,,HT0541,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
4e Section Poste Pierrot,4e Section Poste Pierrot,,HT0541-04,,,,,,,,Dessalines,Dessalines,,HT0541,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
5e Section Fiefe ou Petit Cahos,5e Section Fiefe ou Petit Cahos,,HT0541-05,,,,,,,,Dessalines,Dessalines,,HT0541,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
6e Section la Croix ou Grand Cahos,6e Section la Croix ou Grand Cahos,,HT0541-06,,,,,,,,Dessalines,Dessalines,,HT0541,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Bas Coursin I,1re Section Bas Coursin I,,HT0542-01,,,,,,,,Petite Riviere de l'Artibonite,Petite Rivière de l'Artibonite,,HT0542,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Bas Coursin II,2e Section Bas Coursin II,,HT0542-02,,,,,,,,Petite Riviere de l'Artibonite,Petite Rivière de l'Artibonite,,HT0542,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
3e Section Labady,3e Section Labady,,HT0542-03,,,,,,,,Petite Riviere de l'Artibonite,Petite Rivière de l'Artibonite,,HT0542,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
4e Section Savane a Roche,4e Section Savane à Roche,,HT0542-04,,,,,,,,Petite Riviere de l'Artibonite,Petite Rivière de l'Artibonite,,HT0542,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
5e Section Perodin,5e Section Perodin,,HT0542-05,,,,,,,,Petite Riviere de l'Artibonite,Petite Rivière de l'Artibonite,,HT0542,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
6e Section Medor,6e Section Medor,,HT0542-06,,,,,,,,Petite Riviere de l'Artibonite,Petite Rivière de l'Artibonite,,HT0542,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Poteneau,1re Section Poteneau,,HT0543-01,,,,,,,,Grande Saline,Grande Saline,,HT0543,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section de Desdunes,1re Section de Desdunes,,HT0544-01,,,,,,,,Desdunes,Desdunes,,HT0544,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Platana,1re Section Platana,,HT0551-01,,,,,,,,Saint-Michel de l'Attalaye,Saint-Michel de l'Attalaye,,HT0551,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Camathe,2e Section Camathe,,HT0551-02,,,,,,,,Saint-Michel de l'Attalaye,Saint-Michel de l'Attalaye,,HT0551,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
3e Section Bas de Sault,3e Section Bas de Sault,,HT0551-03,,,,,,,,Saint-Michel de l'Attalaye,Saint-Michel de l'Attalaye,,HT0551,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
4e Section Lalomas,4e Section Lalomas,,HT0551-04,,,,,,,,Saint-Michel de l'Attalaye,Saint-Michel de l'Attalaye,,HT0551,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
5e Section l'Ermite,5e Section l'Ermite,,HT0551-05,5e Section lErmite,,,,,,,Saint-Michel de l'Attalaye,Saint-Michel de l'Attalaye,,HT0551,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
6e Section Lacedras,6e Section Lacedras,,HT0551-06,,,,,,,,Saint-Michel de l'Attalaye,Saint-Michel de l'Attalaye,,HT0551,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
7e Section Marmont,7e Section Marmont,,HT0551-07,,,,,,,,Saint-Michel de l'Attalaye,Saint-Michel de l'Attalaye,,HT0551,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
8e Section l'Attalaye,8e Section l'Attalaye,,HT0551-08,8e Section lAttalaye,,,,,,,Saint-Michel de l'Attalaye,Saint-Michel de l'Attalaye,,HT0551,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Crete a Pins,1re Section Crête à Pins,,HT0552-01,,,,,,,,Marmelade,Marmelade,,HT0552,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Bassin ou Billier,2e Section Bassin ou Billier,,HT0552-02,,,,,,,,Marmelade,Marmelade,,HT0552,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
3e Section Platon,3e Section Platon,,HT0552-03,,,,,,,,Marmelade,Marmelade,,HT0552,Artibonite,Artibonite,Latibonit,HT05,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Juanaria,1re Section Juanaria,,HT0611-01,,,,,,,,Hinche,Hinche,,HT0611,Centre,Centre,Sant,HT06,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Marmont,2e Section Marmont,,HT0611-02,,,,,,,,Hinche,Hinche,,HT0611,Centre,Centre,Sant,HT06,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
3e Section Aguahedionde (Rive Droite),3e Section Aguahedionde (Rive Droite),,HT0611-03,,,,,,,,Hinche,Hinche,,HT0611,Centre,Centre,Sant,HT06,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
4e Section Aguahedionde (Rive Gauche),4e Section Aguahedionde (Rive Gauche),,HT0611-04,,,,,,,,Hinche,Hinche,,HT0611,Centre,Centre,Sant,HT06,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Savane Grande,1re Section Savane Grande,,HT0612-01,,,,,,,,Maissade,Maïssade,,HT0612,Centre,Centre,Sant,HT06,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Narang,2e Section Narang,,HT0612-02,,,,,,,,Maissade,Maïssade,,HT0612,Centre,Centre,Sant,HT06,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
3e Section Hatty,3e Section Hatty,,HT0612-03,,,,,,,,Maissade,Maïssade,,HT0612,Centre,Centre,Sant,HT06,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Cabral,1re Section Cabral,,HT0613-01,,,,,,,,Thomonde,Thomonde,,HT0613,Centre,Centre,Sant,HT06,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Tierra Muscady,2e Section Tierra Muscady,,HT0613-02,,,,,,,,Thomonde,Thomonde,,HT0613,Centre,Centre,Sant,HT06,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
3e Section Baille Tourrible,3e Section Baille Tourrible,,HT0613-03,,,,,,,,Thomonde,Thomonde,,HT0613,Centre,Centre,Sant,HT06,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
La Hoye,La Hoye,,HT0613-04,,,,,,,,Thomonde,Thomonde,,HT0613,Centre,Centre,Sant,HT06,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Rang,1re Section Rang,,HT0614-01,,,,,,,,Cerca Carvajal,Cerca Carvajal,,HT0614,Centre,Centre,Sant,HT06,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Gascogne,1re Section Gascogne,,HT0621-01,,,,,,,,Mirebalais,Mirebalais,,HT0621,Centre,Centre,Sant,HT06,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Sarazin,2e Section Sarazin,,HT0621-02,,,,,,,,Mirebalais,Mirebalais,,HT0621,Centre,Centre,Sant,HT06,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
3e Section Grand Boucan,3e Section Grand Boucan,,HT0621-03,,,,,,,,Mirebalais,Mirebalais,,HT0621,Centre,Centre,Sant,HT06,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
4e Section Crete Brûlee,4e Section Crête Brûlee,,HT0621-04,4e Section Crete Brulee,,,,,,,Mirebalais,Mirebalais,,HT0621,Centre,Centre,Sant,HT06,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Canot ou Riviere Canot,1re Section Canot ou Rivière Canot,,HT0622-01,,,,,,,,Saut d'Eau,Saut d'Eau,,HT0622,Centre,Centre,Sant,HT06,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section la Selle,2e Section la Selle,,HT0622-02,,,,,,,,Saut d'Eau,Saut d'Eau,,HT0622,Centre,Centre,Sant,HT06,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
3e Section Coupe Mardi Gras,3e Section Coupe Mardi Gras,,HT0622-03,,,,,,,,Saut d'Eau,Saut d'Eau,,HT0622,Centre,Centre,Sant,HT06,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
4e Section Montagne Terrible,4e Section Montagne Terrible,,HT0622-04,,,,,,,,Saut d'Eau,Saut d'Eau,,HT0622,Centre,Centre,Sant,HT06,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Petite Montagne,1re Section Petite Montagne,,HT0623-01,,,,,,,,Boucan Carre,Boucan Carré,,HT0623,Centre,Centre,Sant,HT06,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
