#adm1+name+i_en,#adm1+code+v_pcode,#adm1+name,#adm1+name+alt1+i_en,#adm1+name+alt2+i_en,#country+name+i_en,#country+code+v_iso2,#date+start,#date+updated,#date+end
Northern,MW1,,,,Malawi,MW,2018-09-03,2018-10-16,
Central,MW2,,,,Malawi,MW,2018-09-03,2018-10-16,
Southern,MW3,,,,Malawi,MW,2018-09-03,2018-10-16,
