admin2Name_en,admin2Pcode,admin2RefName,admin2AltName1_en,admin2AltName2_en,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo
Monguel,MR0504,,,,Gorgol,MR05,Mauritania,MR,2020-06-12,2020-07-31,
Moughataa d'Enneama,MR0704,Moughataa dEnneama,,,Hodh El Chargi,MR07,Mauritania,MR,2020-06-12,2020-07-31,
N'beiket Lehouach,MR0705,Nbeiket Lehouach,,,Hodh El Chargi,MR07,Mauritania,MR,2020-06-12,2020-07-31,
Nouadhibou,MR0402,,,,Dakhlet-Nouadhibou,MR04,Mauritania,MR,2020-06-12,2020-07-31,
Ouad Naga,MR1204,,,,Trarza,MR12,Mauritania,MR,2020-06-12,2020-07-31,
Ouadane,MR0104,,,,Adrar,MR01,Mauritania,MR,2020-06-12,2020-07-31,
Oualata,MR0706,,,,Hodh El Chargi,MR07,Mauritania,MR,2020-06-12,2020-07-31,
Ould Yenge,MR0602,,,,Guidimakha,MR06,Mauritania,MR,2020-06-12,2020-07-31,
R'Kiz,MR1205,RKiz,,,Trarza,MR12,Mauritania,MR,2020-06-12,2020-07-31,
Riyadh,MR1005,,,,Nouakchott,MR10,Mauritania,MR,2020-06-12,2020-07-31,
Rosso,MR1206,,,,Trarza,MR12,Mauritania,MR,2020-06-12,2020-07-31,
Sebkha,MR1006,,,,Nouakchott,MR10,Mauritania,MR,2020-06-12,2020-07-31,
Selibabi,MR0603,,,,Guidimakha,MR06,Mauritania,MR,2020-06-12,2020-07-31,
Tamchekett,MR0803,,,,Hodh El Gharbi,MR08,Mauritania,MR,2020-06-12,2020-07-31,
Tevragh Zein,MR1007,,,,Nouakchott,MR10,Mauritania,MR,2020-06-12,2020-07-31,
Teyarett,MR1008,,,,Nouakchott,MR10,Mauritania,MR,2020-06-12,2020-07-31,
Tichitt,MR1102,,,,Tagant,MR11,Mauritania,MR,2020-06-12,2020-07-31,
Tijigja,MR1103,,,,Tagant,MR11,Mauritania,MR,2020-06-12,2020-07-31,
Timbedgha,MR0707,,,,Hodh El Chargi,MR07,Mauritania,MR,2020-06-12,2020-07-31,
Tintane,MR0804,,,,Hodh El Gharbi,MR08,Mauritania,MR,2020-06-12,2020-07-31,
Toujounine,MR1009,,,,Nouakchott,MR10,Mauritania,MR,2020-06-12,2020-07-31,
Zoueratt,MR1303,,,,Tris-Zemmour,MR13,Mauritania,MR,2020-06-12,2020-07-31,
