#adm2+name+i_en,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_en,#adm2+name+alt2+i_en,#adm1+name+i_en,#adm1+code+v_pcode,#country+name+i_en,#country+code+v_iso2,#date+start,#date+updated,#date+end
1er Arrondissement,MG11101001A,,,,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
2e Arrondissement,MG11101002A,,,,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
3e Arrondissement,MG11101003A,,,,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
4e Arrondissement,MG11101004A,,,,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
5e Arrondissement,MG11101005A,,,,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
6e Arrondissement,MG11101006A,,,,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Antananarivo Avaradrano,MG11102,,,,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Ambohidratrimo,MG11103,,,,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Ankazobe,MG11104,,,,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Manjakandriana,MG11106,,,,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Anjozorobe,MG11107,,,,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Andramasina,MG11115,,,,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Antananarivo Atsimondrano,MG11117,,,,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Antsirabe I,MG12108,,,,Vakinankaratra,MG12,Madagascar,MG,2010-12-31,2020-02-20,
Betafo,MG12109,,,,Vakinankaratra,MG12,Madagascar,MG,2010-12-31,2020-02-20,
Ambatolampy,MG12110,,,,Vakinankaratra,MG12,Madagascar,MG,2010-12-31,2020-02-20,
Antanifotsy,MG12114,,,,Vakinankaratra,MG12,Madagascar,MG,2010-12-31,2020-02-20,
Faratsiho,MG12116,,,,Vakinankaratra,MG12,Madagascar,MG,2010-12-31,2020-02-20,
Antsirabe II,MG12118,,,,Vakinankaratra,MG12,Madagascar,MG,2010-12-31,2020-02-20,
Mandoto,MG12120,,,,Vakinankaratra,MG12,Madagascar,MG,2010-12-31,2020-02-20,
Arivonimamo,MG13105,,,,Itasy,MG13,Madagascar,MG,2010-12-31,2020-02-20,
Miarinarivo,MG13112,,,,Itasy,MG13,Madagascar,MG,2010-12-31,2020-02-20,
Soavinandriana,MG13113,,,,Itasy,MG13,Madagascar,MG,2010-12-31,2020-02-20,
Tsiroanomandidy,MG14111,,,,Bongolava,MG14,Madagascar,MG,2010-12-31,2020-02-20,
Fenoarivobe,MG14119,,,,Bongolava,MG14,Madagascar,MG,2010-12-31,2020-02-20,
Fianarantsoa I,MG21201,,,,Haute Matsiatra,MG21,Madagascar,MG,2010-12-31,2020-02-20,
Ambalavao,MG21205,,,,Haute Matsiatra,MG21,Madagascar,MG,2010-12-31,2020-02-20,
Ambohimahasoa,MG21208,,,,Haute Matsiatra,MG21,Madagascar,MG,2010-12-31,2020-02-20,
Ikalamavony,MG21219,,,,Haute Matsiatra,MG21,Madagascar,MG,2010-12-31,2020-02-20,
Lalangina,MG21220,,,,Haute Matsiatra,MG21,Madagascar,MG,2010-12-31,2020-02-20,
Vohibato,MG21224,,,,Haute Matsiatra,MG21,Madagascar,MG,2010-12-31,2020-02-20,
Isandra,MG21225,,,,Haute Matsiatra,MG21,Madagascar,MG,2010-12-31,2020-02-20,
Ambatofinandrahana,MG22202,,,,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
Ambositra,MG22203,,,,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
Fandriana,MG22204,,,,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
Manandriana,MG22223,,,,Amoron I Mania,MG22,Madagascar,MG,2010-12-31,2020-02-20,
Ifanadiana,MG23206,,,,Vatovavy Fitovinany,MG23,Madagascar,MG,2010-12-31,2020-02-20,
Nosy-Varika,MG23207,,,,Vatovavy Fitovinany,MG23,Madagascar,MG,2010-12-31,2020-02-20,
Mananjary,MG23209,,,,Vatovavy Fitovinany,MG23,Madagascar,MG,2010-12-31,2020-02-20,
Manakara Atsimo,MG23210,,,,Vatovavy Fitovinany,MG23,Madagascar,MG,2010-12-31,2020-02-20,
Ikongo,MG23211,,,,Vatovavy Fitovinany,MG23,Madagascar,MG,2010-12-31,2020-02-20,
Vohipeno,MG23212,,,,Vatovavy Fitovinany,MG23,Madagascar,MG,2010-12-31,2020-02-20,
Ihosy,MG24216,,,,Ihorombe,MG24,Madagascar,MG,2010-12-31,2020-02-20,
Ivohibe,MG24218,,,,Ihorombe,MG24,Madagascar,MG,2010-12-31,2020-02-20,
Iakora,MG24221,,,,Ihorombe,MG24,Madagascar,MG,2010-12-31,2020-02-20,
Farafangana,MG25213,,,,Atsimo Atsinanana,MG25,Madagascar,MG,2010-12-31,2020-02-20,
Vangaindrano,MG25214,,,,Atsimo Atsinanana,MG25,Madagascar,MG,2010-12-31,2020-02-20,
Midongy-Atsimo,MG25215,,,,Atsimo Atsinanana,MG25,Madagascar,MG,2010-12-31,2020-02-20,
Vondrozo,MG25217,,,,Atsimo Atsinanana,MG25,Madagascar,MG,2010-12-31,2020-02-20,
Befotaka,MG25222,,,,Atsimo Atsinanana,MG25,Madagascar,MG,2010-12-31,2020-02-20,
Toamasina I,MG31301,,,,Atsinanana,MG31,Madagascar,MG,2010-12-31,2020-02-20,
Brickaville,MG31306,,,,Atsinanana,MG31,Madagascar,MG,2010-12-31,2020-02-20,
Vatomandry,MG31307,,,,Atsinanana,MG31,Madagascar,MG,2010-12-31,2020-02-20,
Mahanoro,MG31308,,,,Atsinanana,MG31,Madagascar,MG,2010-12-31,2020-02-20,
Marolambo,MG31309,,,,Atsinanana,MG31,Madagascar,MG,2010-12-31,2020-02-20,
Toamasina II,MG31310,,,,Atsinanana,MG31,Madagascar,MG,2010-12-31,2020-02-20,
Antanambao Manampontsy,MG31311,,,,Atsinanana,MG31,Madagascar,MG,2010-12-31,2020-02-20,
Sainte Marie,MG32302,,,,Analanjirofo,MG32,Madagascar,MG,2010-12-31,2020-02-20,
Maroantsetra,MG32303,,,,Analanjirofo,MG32,Madagascar,MG,2010-12-31,2020-02-20,
Mananara-Avaratra,MG32304,,,,Analanjirofo,MG32,Madagascar,MG,2010-12-31,2020-02-20,
Fenerive Est,MG32305,,,,Analanjirofo,MG32,Madagascar,MG,2010-12-31,2020-02-20,
Vavatenina,MG32315,,,,Analanjirofo,MG32,Madagascar,MG,2010-12-31,2020-02-20,
Soanierana Ivongo,MG32318,,,,Analanjirofo,MG32,Madagascar,MG,2010-12-31,2020-02-20,
Amparafaravola,MG33312,,,,Alaotra Mangoro,MG33,Madagascar,MG,2010-12-31,2020-02-20,
Ambatondrazaka,MG33313,,,,Alaotra Mangoro,MG33,Madagascar,MG,2010-12-31,2020-02-20,
Moramanga,MG33314,,,,Alaotra Mangoro,MG33,Madagascar,MG,2010-12-31,2020-02-20,
Andilamena,MG33316,,,,Alaotra Mangoro,MG33,Madagascar,MG,2010-12-31,2020-02-20,
Anosibe-An'ala,MG33317,,,,Alaotra Mangoro,MG33,Madagascar,MG,2010-12-31,2020-02-20,
Mahajanga I,MG41401,,,,Boeny,MG41,Madagascar,MG,2010-12-31,2020-02-20,
Soalala,MG41403,,,,Boeny,MG41,Madagascar,MG,2010-12-31,2020-02-20,
Ambato Boeni,MG41405,,,,Boeny,MG41,Madagascar,MG,2010-12-31,2020-02-20,
Marovoay,MG41406,,,,Boeny,MG41,Madagascar,MG,2010-12-31,2020-02-20,
Mitsinjo,MG41407,,,,Boeny,MG41,Madagascar,MG,2010-12-31,2020-02-20,
Mahajanga II,MG41415,,,,Boeny,MG41,Madagascar,MG,2010-12-31,2020-02-20,
Port-Berge (Boriziny-Vaovao),MG42409,,,,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Mandritsara,MG42410,,,,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Analalava,MG42411,,,,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Befandriana Nord,MG42412,,,,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Antsohihy,MG42413,,,,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Bealanana,MG42414,,,,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Mampikony,MG42423,,,,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Maevatanana,MG43404,,,,Betsiboka,MG43,Madagascar,MG,2010-12-31,2020-02-20,
Tsaratanana,MG43408,,,,Betsiboka,MG43,Madagascar,MG,2010-12-31,2020-02-20,
Kandreho,MG43416,,,,Betsiboka,MG43,Madagascar,MG,2010-12-31,2020-02-20,
Besalampy,MG44402,,,,Melaky,MG44,Madagascar,MG,2010-12-31,2020-02-20,
Ambatomainty,MG44417,,,,Melaky,MG44,Madagascar,MG,2010-12-31,2020-02-20,
Antsalova,MG44420,,,,Melaky,MG44,Madagascar,MG,2010-12-31,2020-02-20,
Maintirano,MG44421,,,,Melaky,MG44,Madagascar,MG,2010-12-31,2020-02-20,
Morafenobe,MG44422,,,,Melaky,MG44,Madagascar,MG,2010-12-31,2020-02-20,
Toliary-I,MG51501,,,,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
Beroroha,MG51503,,,,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
Morombe,MG51504,,,,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
Ankazoabo,MG51505,,,,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
Betioky Atsimo,MG51506,,,,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
Ampanihy Ouest,MG51507,,,,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
Sakaraha,MG51512,,,,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
Toliary-II,MG51520,,,,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
Benenitra,MG51521,,,,Atsimo Andrefana,MG51,Madagascar,MG,2010-12-31,2020-02-20,
Beloha,MG52513,,,,Androy,MG52,Madagascar,MG,2010-12-31,2020-02-20,
Tsihombe,MG52514,,,,Androy,MG52,Madagascar,MG,2010-12-31,2020-02-20,
Ambovombe-Androy,MG52516,,,,Androy,MG52,Madagascar,MG,2010-12-31,2020-02-20,
Bekily,MG52518,,,,Androy,MG52,Madagascar,MG,2010-12-31,2020-02-20,
Taolagnaro,MG53515,,,,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
Betroka,MG53517,,,,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
Amboasary-Atsimo,MG53519,,,,Anosy,MG53,Madagascar,MG,2010-12-31,2020-02-20,
Manja,MG54502,,,,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
Morondava,MG54508,,,,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
Mahabo,MG54509,,,,Menabe,MG54,Madagascar,MG,2010-12-31,2020-02-20,
