#adm1+name+i_en,#adm1+code+v_pcode,#adm1+name,#adm1+name+alt1+i_en,#adm1+name+alt2+i_en,#country+name+i_en,#country+code+v_iso2,#date+start,#date+updated,#date+end
St. Croix,VI010,,,,United States Virgin Islands,VI,2017-09-09,2019-11-04,
St. John,VI020,,,,United States Virgin Islands,VI,2017-09-09,2019-11-04,
St. Thomas,VI030,,,,United States Virgin Islands,VI,2017-09-09,2019-11-04,
