#country+name+i_en,#country+name+i_uk,#country+name+i_ru,#country+code+v_iso2,#country+name,#country+name+alt1+i_en,#country+name+alt2+i_en,#country+name+alt1+i_uk,#country+name+alt2+i_uk,#country+name+alt1+i_ru,#country+name+alt2+i_ru,#date+start,#date+updated,#date+end
Ukraine,Україна,Украина,UA,,,,,,,,2022-01-18,2022-01-31,
