#adm4+name+i_en,#adm4+code+v_pcode,#adm4+name,#adm4+name+alt1+i_en,#adm4+name+alt2+i_en,#adm3+name+i_en,#adm3+code+v_pcode,#adm2+name+i_en,#adm2+code+v_pcode,#adm1+name+i_en,#adm1+code+v_pcode,#country+name+i_en,#country+code+v_iso2,#date+start,#date+updated,#date+end
Budde,UG10030101,,,,Butambala,UG100301,Butambala,UG1003,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Bulo,UG10030102,,,,Butambala,UG100301,Butambala,UG1003,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Gombe Town Council,UG10030103,,,,Butambala,UG100301,Butambala,UG1003,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kalamba,UG10030104,,,,Butambala,UG100301,Butambala,UG1003,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kibibi,UG10030105,,,,Butambala,UG100301,Butambala,UG1003,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Ngando,UG10030106,,,,Butambala,UG100301,Butambala,UG1003,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Bugaya,UG10040101,,,,Buvuma Island,UG100401,Buvuma,UG1004,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Busamuzi,UG10040102,,,,Buvuma Island,UG100401,Buvuma,UG1004,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Buvuma Town Council,UG10040103,,,,Buvuma Island,UG100401,Buvuma,UG1004,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Buwooya,UG10040104,,,,Buvuma Island,UG100401,Buvuma,UG1004,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Bweema,UG10040105,,,,Buvuma Island,UG100401,Buvuma,UG1004,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Lubya,UG10040106,,,,Buvuma Island,UG100401,Buvuma,UG1004,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Lwajje,UG10040107,,,,Buvuma Island,UG100401,Buvuma,UG1004,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Lyabaana,UG10040108,,,,Buvuma Island,UG100401,Buvuma,UG1004,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Nairambi,UG10040109,,,,Buvuma Island,UG100401,Buvuma,UG1004,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kabulasoke,UG10050101,,,,Gomba,UG100501,Gomba,UG1005,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kanoni Town Council,UG10050102,,,,Gomba,UG100501,Gomba,UG1005,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kyegonza,UG10050103,,,,Gomba,UG100501,Gomba,UG1005,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Maddu,UG10050104,,,,Gomba,UG100501,Gomba,UG1005,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Mpenja,UG10050105,,,,Gomba,UG100501,Gomba,UG1005,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Bujumba,UG10060101,,,,Bujumba,UG100601,Kalangala,UG1006,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kalangala Town Council,UG10060102,,,,Bujumba,UG100601,Kalangala,UG1006,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Mugoye,UG10060103,,,,Bujumba,UG100601,Kalangala,UG1006,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Bubeke,UG10060201,,,,Kyamuswa,UG100602,Kalangala,UG1006,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Bufumira,UG10060202,,,,Kyamuswa,UG100602,Kalangala,UG1006,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kyamuswa,UG10060203,,,,Kyamuswa,UG100602,Kalangala,UG1006,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Mazinga,UG10060204,,,,Kyamuswa,UG100602,Kalangala,UG1006,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Bukulula,UG10070101,,,,Kalungu,UG100701,Kalungu,UG1007,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kalungu,UG10070102,,,,Kalungu,UG100701,Kalungu,UG1007,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kalungu Town Council,UG10070103,,,,Kalungu,UG100701,Kalungu,UG1007,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kyamulibwa,UG10070104,,,,Kalungu,UG100701,Kalungu,UG1007,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kyamulibwa Town Council,UG10070105,,,,Kalungu,UG100701,Kalungu,UG1007,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Lukaya Town Council,UG10070106,,,,Kalungu,UG100701,Kalungu,UG1007,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Lwabenge,UG10070107,,,,Kalungu,UG100701,Kalungu,UG1007,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Central Division,UG10080101,,,,KCCA,UG100801,Kampala,UG1008,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kawempe Division,UG10080102,,,,KCCA,UG100801,Kampala,UG1008,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Makindye Division,UG10080103,,,,KCCA,UG100801,Kampala,UG1008,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Nakawa Division,UG10080104,,,,KCCA,UG100801,Kampala,UG1008,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Rubaga Division,UG10080105,,,,KCCA,UG100801,Kampala,UG1008,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Bukuya,UG10090101,,,,Kassanda,UG100901,Kassanda,UG1009,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kalwana,UG10090102,,,,Kassanda,UG100901,Kassanda,UG1009,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kassanda,UG10090103,,,,Kassanda,UG100901,Kassanda,UG1009,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kassanda Town Council,UG10090104,,,,Kassanda,UG100901,Kassanda,UG1009,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kiganda,UG10090105,,,,Kassanda,UG100901,Kassanda,UG1009,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kitumbi,UG10090106,,,,Kassanda,UG100901,Kassanda,UG1009,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Makokoto,UG10090107,,,,Kassanda,UG100901,Kassanda,UG1009,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Manyogaseka,UG10090108,,,,Kassanda,UG100901,Kassanda,UG1009,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Myanzi,UG10090109,,,,Kassanda,UG100901,Kassanda,UG1009,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Nalutuntu,UG10090110,,,,Kassanda,UG100901,Kassanda,UG1009,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Bbaale,UG10100101,,,,Bbaale,UG101001,Kayunga,UG1010,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Galiraya,UG10100102,,,,Bbaale,UG101001,Kayunga,UG1010,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kayonza,UG10100103,,,,Bbaale,UG101001,Kayunga,UG1010,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kitimbwa,UG10100104,,,,Bbaale,UG101001,Kayunga,UG1010,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Busaana,UG10100201,,,,Ntenjeru,UG101002,Kayunga,UG1010,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kangulumira,UG10100202,,,,Ntenjeru,UG101002,Kayunga,UG1010,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kayunga,UG10100203,,,,Ntenjeru,UG101002,Kayunga,UG1010,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kayunga Town Council,UG10100204,,,,Ntenjeru,UG101002,Kayunga,UG1010,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Nazigo,UG10100205,,,,Ntenjeru,UG101002,Kayunga,UG1010,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Bukomero,UG10110101,,,,Kiboga,UG101101,Kiboga,UG1011,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Bukomero Town Council,UG10110102,,,,Kiboga,UG101101,Kiboga,UG1011,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Ddwaniro,UG10110103,,,,Kiboga,UG101101,Kiboga,UG1011,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kapeke,UG10110104,,,,Kiboga,UG101101,Kiboga,UG1011,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kibiga,UG10110105,,,,Kiboga,UG101101,Kiboga,UG1011,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kiboga Town Council,UG10110106,,,,Kiboga,UG101101,Kiboga,UG1011,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Lwamata,UG10110107,,,,Kiboga,UG101101,Kiboga,UG1011,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Lwamata Town Council,UG10110108,,,,Kiboga,UG101101,Kiboga,UG1011,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Muwanga,UG10110109,,,,Kiboga,UG101101,Kiboga,UG1011,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Bananywa,UG10120110,,,,Kiboga,UG101201,Kyankwanzi,UG1012,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Banda,UG10120111,,,,Kiboga,UG101201,Kyankwanzi,UG1012,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Butemba,UG10120112,,,,Kiboga,UG101201,Kyankwanzi,UG1012,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Butemba Town Council,UG10120113,,,,Kiboga,UG101201,Kyankwanzi,UG1012,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Byerima,UG10120114,,,,Kiboga,UG101201,Kyankwanzi,UG1012,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Gayaza,UG10120115,,,,Kiboga,UG101201,Kyankwanzi,UG1012,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kyankwanzi,UG10120116,,,,Kiboga,UG101201,Kyankwanzi,UG1012,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kyankwanzi Town Council,UG10120117,,,,Kiboga,UG101201,Kyankwanzi,UG1012,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Mulagi,UG10120118,,,,Kiboga,UG101201,Kyankwanzi,UG1012,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Nkandwa,UG10120119,,,,Kiboga,UG101201,Kyankwanzi,UG1012,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Nsambya,UG10120120,,,,Kiboga,UG101201,Kyankwanzi,UG1012,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Ntwetwe,UG10120121,,,,Kiboga,UG101201,Kyankwanzi,UG1012,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Ntwetwe  Town Council,UG10120122,,,,Kiboga,UG101201,Kyankwanzi,UG1012,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Wattuba,UG10120123,,,,Kiboga,UG101201,Kyankwanzi,UG1012,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kabira,UG10130101,,,,Kyotera,UG101301,Kyotera,UG1013,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kakuuto,UG10130102,,,,Kyotera,UG101301,Kyotera,UG1013,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kalisizo,UG10130103,,,,Kyotera,UG101301,Kyotera,UG1013,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kalisizo Town Council,UG10130104,,,,Kyotera,UG101301,Kyotera,UG1013,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kasaali Town Council,UG10130105,,,,Kyotera,UG101301,Kyotera,UG1013,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kasasa,UG10130106,,,,Kyotera,UG101301,Kyotera,UG1013,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kirumba,UG10130107,,,,Kyotera,UG101301,Kyotera,UG1013,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kyebe,UG10130108,,,,Kyotera,UG101301,Kyotera,UG1013,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kyotera Town Council,UG10130109,,,,Kyotera,UG101301,Kyotera,UG1013,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Lwankoni,UG10130110,,,,Kyotera,UG101301,Kyotera,UG1013,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Nabigasa,UG10130111,,,,Kyotera,UG101301,Kyotera,UG1013,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Nangoma,UG10130112,,,,Kyotera,UG101301,Kyotera,UG1013,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Bamunanika,UG10140101,,,,Bamunanika,UG101401,Luwero,UG1014,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kalagala,UG10140102,,,,Bamunanika,UG101401,Luwero,UG1014,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kamira,UG10140103,,,,Bamunanika,UG101401,Luwero,UG1014,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kikyusa,UG10140104,,,,Bamunanika,UG101401,Luwero,UG1014,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Zirobwe,UG10140105,,,,Bamunanika,UG101401,Luwero,UG1014,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Bombo Town Council,UG10140201,,,,Katikamu,UG101402,Luwero,UG1014,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Butuntumula,UG10140202,,,,Katikamu,UG101402,Luwero,UG1014,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Katikamu,UG10140203,,,,Katikamu,UG101402,Luwero,UG1014,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Luwero,UG10140204,,,,Katikamu,UG101402,Luwero,UG1014,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Luwero Town Council,UG10140205,,,,Katikamu,UG101402,Luwero,UG1014,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Makulubita,UG10140206,,,,Katikamu,UG101402,Luwero,UG1014,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Nyimbwa,UG10140207,,,,Katikamu,UG101402,Luwero,UG1014,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Wobulenzi Town Council,UG10140208,,,,Katikamu,UG101402,Luwero,UG1014,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kisekka,UG10150101,,,,Bukoto,UG101501,Lwengo,UG1015,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kkingo,UG10150102,,,,Bukoto,UG101501,Lwengo,UG1015,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kyazanga,UG10150103,,,,Bukoto,UG101501,Lwengo,UG1015,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kyazanga Town Council,UG10150104,,,,Bukoto,UG101501,Lwengo,UG1015,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Lwengo,UG10150105,,,,Bukoto,UG101501,Lwengo,UG1015,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Lwengo Town Council,UG10150106,,,,Bukoto,UG101501,Lwengo,UG1015,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Malongo,UG10150107,,,,Bukoto,UG101501,Lwengo,UG1015,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Ndagwe,UG10150108,,,,Bukoto,UG101501,Lwengo,UG1015,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kaliiro,UG10160101,,,,Kabula,UG101601,Lyantonde,UG1016,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kasagama,UG10160102,,,,Kabula,UG101601,Lyantonde,UG1016,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kinuuka,UG10160103,,,,Kabula,UG101601,Lyantonde,UG1016,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Lyakajura,UG10160104,,,,Kabula,UG101601,Lyantonde,UG1016,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Lyantonde,UG10160105,,,,Kabula,UG101601,Lyantonde,UG1016,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Lyantonde Town Council,UG10160106,,,,Kabula,UG101601,Lyantonde,UG1016,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Mpumudde,UG10160107,,,,Kabula,UG101601,Lyantonde,UG1016,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Bukakata,UG10170101,,,,Bukoto,UG101701,Masaka,UG1017,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Buwunga,UG10170102,,,,Bukoto,UG101701,Masaka,UG1017,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kabonera,UG10170103,,,,Bukoto,UG101701,Masaka,UG1017,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kyanamukaaka,UG10170104,,,,Bukoto,UG101701,Masaka,UG1017,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kyesiiga,UG10170105,,,,Bukoto,UG101701,Masaka,UG1017,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Mukungwe,UG10170106,,,,Bukoto,UG101701,Masaka,UG1017,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Katwe-Butego Division,UG10170201,,,,Masaka Municipality,UG101702,Masaka,UG1017,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kimaanya-Kyabakuza Division,UG10170202,,,,Masaka Municipality,UG101702,Masaka,UG1017,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Nyendo-Ssenyange Division,UG10170203,,,,Masaka Municipality,UG101702,Masaka,UG1017,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Bbanda,UG10180101,,,,Busujju,UG101801,Mityana,UG1018,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Butayunja,UG10180102,,,,Busujju,UG101801,Mityana,UG1018,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kakindu,UG10180103,,,,Busujju,UG101801,Mityana,UG1018,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Maanyi,UG10180104,,,,Busujju,UG101801,Mityana,UG1018,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Malangala,UG10180105,,,,Busujju,UG101801,Mityana,UG1018,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Central Division,UG10180201,,,,KCCA,UG101802,Mityana,UG1018,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Bulera,UG10180301,,,,Mityana,UG101803,Mityana,UG1018,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Busunju Town Council,UG10180302,,,,Mityana,UG101803,Mityana,UG1018,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kalangaalo,UG10180303,,,,Mityana,UG101803,Mityana,UG1018,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kikandwa,UG10180304,,,,Mityana,UG101803,Mityana,UG1018,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Namungo,UG10180305,,,,Mityana,UG101803,Mityana,UG1018,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Ssekanyonyi,UG10180306,,,,Mityana,UG101803,Mityana,UG1018,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Busimbi Division,UG10180401,,,,Mityana Municipality,UG101804,Mityana,UG1018,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Ttamu Division,UG10180402,,,,Mityana Municipality,UG101804,Mityana,UG1018,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Buwama,UG10190101,,,,Mawokota,UG101901,Mpigi,UG1019,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kammengo,UG10190102,,,,Mawokota,UG101901,Mpigi,UG1019,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kiringente,UG10190103,,,,Mawokota,UG101901,Mpigi,UG1019,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kituntu,UG10190104,,,,Mawokota,UG101901,Mpigi,UG1019,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Mpigi Town Council,UG10190105,,,,Mawokota,UG101901,Mpigi,UG1019,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Muduuma,UG10190106,,,,Mawokota,UG101901,Mpigi,UG1019,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Nkozi,UG10190107,,,,Mawokota,UG101901,Mpigi,UG1019,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Butoloogo,UG10200101,,,,Buwekula,UG102001,Mubende,UG1020,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kitenga,UG10200102,,,,Buwekula,UG102001,Mubende,UG1020,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kiyuni,UG10200103,,,,Buwekula,UG102001,Mubende,UG1020,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Madudu,UG10200104,,,,Buwekula,UG102001,Mubende,UG1020,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Bagezza,UG10200201,,,,Kasambya,UG102002,Mubende,UG1020,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kasambya,UG10200202,,,,Kasambya,UG102002,Mubende,UG1020,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kasambya Town Council,UG10200203,,,,Kasambya,UG102002,Mubende,UG1020,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kibalinga,UG10200204,,,,Kasambya,UG102002,Mubende,UG1020,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kigando,UG10200205,,,,Kasambya,UG102002,Mubende,UG1020,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Nabingoola,UG10200206,,,,Kasambya,UG102002,Mubende,UG1020,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Eastern Division,UG10200301,,,,Mubende Municipality,UG102003,Mubende,UG1020,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Southern Division,UG10200302,,,,Mubende Municipality,UG102003,Mubende,UG1020,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Western Division,UG10200303,,,,Mubende Municipality,UG102003,Mubende,UG1020,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Central Division,UG10210101,,,,KCCA,UG102101,Mukono,UG1021,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Koome Island,UG10210201,,,,Mukono,UG102102,Mukono,UG1021,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kyampisi,UG10210202,,,,Mukono,UG102102,Mukono,UG1021,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Mpatta,UG10210203,,,,Mukono,UG102102,Mukono,UG1021,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Mpunge,UG10210204,,,,Mukono,UG102102,Mukono,UG1021,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Nakisunga,UG10210205,,,,Mukono,UG102102,Mukono,UG1021,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Nama,UG10210206,,,,Mukono,UG102102,Mukono,UG1021,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Ntenjeru,UG10210207,,,,Mukono,UG102102,Mukono,UG1021,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Goma Division,UG10210301,,,,Mukono Municipality,UG102103,Mukono,UG1021,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kasawo,UG10210401,,,,Nakifuma,UG102104,Mukono,UG1021,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kimenyedde,UG10210402,,,,Nakifuma,UG102104,Mukono,UG1021,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Nabbaale,UG10210403,,,,Nakifuma,UG102104,Mukono,UG1021,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Nagojje,UG10210404,,,,Nakifuma,UG102104,Mukono,UG1021,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Ntunda,UG10210405,,,,Nakifuma,UG102104,Mukono,UG1021,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Seeta Namuganga,UG10210406,,,,Nakifuma,UG102104,Mukono,UG1021,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Butalangu Town Council,UG10220101,,,,Nakaseke,UG102201,Nakaseke,UG1022,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kapeeka,UG10220102,,,,Nakaseke,UG102201,Nakaseke,UG1022,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
Kasangombe,UG10220103,,,,Nakaseke,UG102201,Nakaseke,UG1022,Central,UG1,Uganda,UG,2020-06-11,2020-08-28,
