#adm1+name+i_en,#adm1+code+v_pcode,#adm1+name,#adm1+name+alt1+i_en,#adm1+name+alt2+i_en,#country+name+i_en,#country+code+v_iso2,#date+start,#date+updated,#date+end
Northern,FJ1,,,,Fiji Islands,FJ,2018-01-15,2019-12-30,
Western,FJ2,,,,Fiji Islands,FJ,2018-01-15,2019-12-30,
Eastern,FJ3,,,,Fiji Islands,FJ,2018-01-15,2019-12-30,
Central,FJ4,,,,Fiji Islands,FJ,2018-01-15,2019-12-30,
