admin4Name_en,admin4Pcode,admin4RefName_en,admin4AltName1_en,admin4AltName2_en,admin3Name_en,admin3Pcode,admin2Name_en,admin2Pcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo
Magbafth,SL02041107,Magbafth,,,TMS,SL020411,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Magbapsa,SL02041108,Magbapsa,,,TMS,SL020411,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Malakuray,SL02041109,Malakuray,,,TMS,SL020411,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Maron,SL02041110,Maron,,,TMS,SL020411,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Robombeh,SL02041111,Robombeh,,,TMS,SL020411,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Benkia,SL02041201,Benkia,,,Koya,SL020412,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Fondu,SL02041202,Fondu,,,Koya,SL020412,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Foredugu,SL02041203,Foredugu,,,Koya,SL020412,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Futa,SL02041204,Futa,,,Koya,SL020412,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Gbabai,SL02041205,Gbabai,,,Koya,SL020412,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kagbala A,SL02041206,Kagbala A,,,Koya,SL020412,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kagbala B,SL02041207,Kagbala B,,,Koya,SL020412,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Magbandoma,SL02041208,Magbandoma,,,Koya,SL020412,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Magbeni,SL02041209,Magbeni,,,Koya,SL020412,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Mahera,SL02041210,Mahera,,,Koya,SL020412,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Marefa,SL02041211,Marefa,,,Koya,SL020412,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Matene,SL02041212,Matene,,,Koya,SL020412,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Mathirie,SL02041213,Mathirie,,,Koya,SL020412,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Mawoma,SL02041214,Mawoma,,,Koya,SL020412,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Robia,SL02041215,Robia,,,Koya,SL020412,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Rokel,SL02041216,Rokel,,,Koya,SL020412,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Roponka,SL02041217,Roponka,,,Koya,SL020412,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Rosarr,SL02041218,Rosarr,,,Koya,SL020412,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Sanda,SL02041219,Sanda,,,Koya,SL020412,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Tumba,SL02041220,Tumba,,,Koya,SL020412,Port Loko,SL0204,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Lower Massakong,SL02050101,Lower Massakong,,,Gbonkolenken,SL020501,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Lower Polie,SL02050102,Lower Polie,,,Gbonkolenken,SL020501,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Mayeppoh,SL02050103,Mayeppoh,,,Gbonkolenken,SL020501,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Petifu Mayawa A,SL02050104,Petifu Mayawa A,,,Gbonkolenken,SL020501,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Petifu Mayawa B,SL02050105,Petifu Mayawa B,,,Gbonkolenken,SL020501,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Petifu Mayeppoh,SL02050106,Petifu Mayeppoh,,,Gbonkolenken,SL020501,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Upper Massakong,SL02050107,Upper Massakong,,,Gbonkolenken,SL020501,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Upper Polie,SL02050108,Upper Polie,,,Gbonkolenken,SL020501,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Yele Manowo,SL02050109,Yele Manowo,,,Gbonkolenken,SL020501,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Yiben,SL02050110,Yiben,,,Gbonkolenken,SL020501,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kabaia,SL02050201,Kabaia,,,Kafe Simiria,SL020502,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kamarugu,SL02050202,Kamarugu,,,Kafe Simiria,SL020502,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Mabonto,SL02050203,Mabonto,,,Kafe Simiria,SL020502,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Makelfa,SL02050204,Makelfa,,,Kafe Simiria,SL020502,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Makontande,SL02050205,Makontande,,,Kafe Simiria,SL020502,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Mayaso,SL02050206,Mayaso,,,Kafe Simiria,SL020502,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Simiria,SL02050207,Simiria,,,Kafe Simiria,SL020502,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Fuladugu,SL02050301,Fuladugu,,,Kalansogoia,SL020503,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kakallain,SL02050302,Kakallain,,,Kalansogoia,SL020503,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kamakathie,SL02050303,Kamakathie,,,Kalansogoia,SL020503,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kamakilla,SL02050304,Kamakilla,,,Kalansogoia,SL020503,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kasokira,SL02050305,Kasokira,,,Kalansogoia,SL020503,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Lower Section,SL02050306,Lower Section,,,Kalansogoia,SL020503,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Upper Section,SL02050307,Upper Section,,,Kalansogoia,SL020503,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kumrabai,SL02050401,Kumrabai,,,Kholifa Mabang,SL020504,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Mabang,SL02050402,Mabang,,,Kholifa Mabang,SL020504,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Marunia Koray,SL02050403,Marunia Koray,,,Kholifa Mabang,SL020504,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Marunia Sakie,SL02050404,Marunia Sakie,,,Kholifa Mabang,SL020504,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Bo Road,SL02050501,Bo Road,,,Kholifa Rowala,SL020505,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Lal-Lenken,SL02050502,Lal-Lenken,,,Kholifa Rowala,SL020505,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Makump,SL02050503,Makump,,,Kholifa Rowala,SL020505,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Mamuntha,SL02050504,Mamuntha,,,Kholifa Rowala,SL020505,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Mayatha,SL02050505,Mayatha,,,Kholifa Rowala,SL020505,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Mayossoh,SL02050506,Mayossoh,,,Kholifa Rowala,SL020505,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Old Magburaka,SL02050507,Old Magburaka,,,Kholifa Rowala,SL020505,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Makali,SL02050601,Makali,,,Kunike Barina,SL020506,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Makong,SL02050602,Makong,,,Kunike Barina,SL020506,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Mamurie,SL02050603,Mamurie,,,Kunike Barina,SL020506,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Masaba,SL02050604,Masaba,,,Kunike Barina,SL020506,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Mathonkara,SL02050605,Mathonkara,,,Kunike Barina,SL020506,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Wonkibor,SL02050606,Wonkibor,,,Kunike Barina,SL020506,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Masingbi,SL02050701,Masingbi,,,Kunike,SL020507,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Rolal,SL02050702,Rolal,,,Kunike,SL020507,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Sanda,SL02050703,Sanda,,,Kunike,SL020507,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Semorkanie,SL02050704,Semorkanie,,,Kunike,SL020507,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Thamah,SL02050705,Thamah,,,Kunike,SL020507,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Thambaya,SL02050706,Thambaya,,,Kunike,SL020507,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Wana,SL02050707,Wana,,,Kunike,SL020507,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Yenkeh,SL02050708,Yenkeh,,,Kunike,SL020507,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Kiamp Kakolo,SL02050801,Kiamp Kakolo,,,Malal Mara,SL020508,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Mabilafu,SL02050802,Mabilafu,,,Malal Mara,SL020508,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Makoba,SL02050803,Makoba,,,Malal Mara,SL020508,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Malal,SL02050804,Malal,,,Malal Mara,SL020508,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Manewa,SL02050805,Manewa,,,Malal Mara,SL020508,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Mara,SL02050806,Mara,,,Malal Mara,SL020508,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Matanka,SL02050807,Matanka,,,Malal Mara,SL020508,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Rochen,SL02050808,Rochen,,,Malal Mara,SL020508,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Borowah,SL02050901,Borowah,,,Sambaya,SL020509,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Buyan,SL02050902,Buyan,,,Sambaya,SL020509,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Dayie,SL02050903,Dayie,,,Sambaya,SL020509,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Sambaya,SL02050904,Sambaya,,,Sambaya,SL020509,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Maboboh Koray,SL02051001,Maboboh Koray,,,Tane,SL020510,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Makrugbeh,SL02051002,Makrugbeh,,,Tane,SL020510,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Mange-bana,SL02051003,Mange-bana,,,Tane,SL020510,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Mapakie,SL02051004,Mapakie,,,Tane,SL020510,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Mathunkara,SL02051005,Mathunkara,,,Tane,SL020510,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Matotoka,SL02051006,Matotoka,,,Tane,SL020510,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Foindu,SL02051101,Foindu,,,Yoni,SL020511,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Gaindema,SL02051102,Gaindema,,,Yoni,SL020511,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Macrogba,SL02051103,Macrogba,,,Yoni,SL020511,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Makeni Rokefula,SL02051104,Makeni Rokefula,,,Yoni,SL020511,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Malanchor,SL02051105,Malanchor,,,Yoni,SL020511,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Malompor,SL02051106,Malompor,,,Yoni,SL020511,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Mamaka,SL02051107,Mamaka,,,Yoni,SL020511,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Masengbe,SL02051108,Masengbe,,,Yoni,SL020511,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Mayira,SL02051109,Mayira,,,Yoni,SL020511,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Petifu Upper,SL02051110,Petifu Upper,,,Yoni,SL020511,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Petifu-Lower,SL02051111,Petifu-Lower,,,Yoni,SL020511,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Ronietta,SL02051112,Ronietta,,,Yoni,SL020511,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Yoni,SL02051113,Yoni,,,Yoni,SL020511,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2016-08-01,2017-08-16,
Damai,SL03010101,Damai,,,Badjia,SL030101,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Fallay,SL03010102,Fallay,,,Badjia,SL030101,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Kpallay,SL03010103,Kpallay,,,Badjia,SL030101,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Njargbahun,SL03010104,Njargbahun,,,Badjia,SL030101,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Sei,SL03010105,Sei,,,Badjia,SL030101,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Bum,SL03010201,Bum,,,Bagbo,SL030102,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Gorapon,SL03010202,Gorapon,,,Bagbo,SL030102,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Jimmi,SL03010203,Jimmi,,,Bagbo,SL030102,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Kpangbalia,SL03010204,Kpangbalia,,,Bagbo,SL030102,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Mano,SL03010205,Mano,,,Bagbo,SL030102,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Niagorehun,SL03010206,Niagorehun,,,Bagbo,SL030102,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Tissana,SL03010207,Tissana,,,Bagbo,SL030102,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Jongo,SL03010301,Jongo,,,Bagbwe(Bagbe),SL030103,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Kemoh,SL03010302,Kemoh,,,Bagbwe(Bagbe),SL030103,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Niawa,SL03010303,Niawa,,,Bagbwe(Bagbe),SL030103,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Nyallay,SL03010304,Nyallay,,,Bagbwe(Bagbe),SL030103,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Samawa,SL03010305,Samawa,,,Bagbwe(Bagbe),SL030103,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Bambawo,SL03010401,Bambawo,,,Boama,SL030104,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Fallay,SL03010402,Fallay,,,Boama,SL030104,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Kimaya,SL03010403,Kimaya,,,Boama,SL030104,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Lower Pataloo,SL03010404,Lower Pataloo,,,Boama,SL030104,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Mawojeh,SL03010405,Mawojeh,,,Boama,SL030104,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Njeima,SL03010406,Njeima,,,Boama,SL030104,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Sonnah,SL03010407,Sonnah,,,Boama,SL030104,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Upper Pataloo,SL03010408,Upper Pataloo,,,Boama,SL030104,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Bongo,SL03010501,Bongo,,,Bumpe Ngao,SL030105,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Bumpe,SL03010502,Bumpe,,,Bumpe Ngao,SL030105,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Foya,SL03010503,Foya,,,Bumpe Ngao,SL030105,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Kpetema,SL03010504,Kpetema,,,Bumpe Ngao,SL030105,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Sahn,SL03010505,Sahn,,,Bumpe Ngao,SL030105,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Serabu,SL03010506,Serabu,,,Bumpe Ngao,SL030105,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Sewama,SL03010507,Sewama,,,Bumpe Ngao,SL030105,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Taninahun,SL03010508,Taninahun,,,Bumpe Ngao,SL030105,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Walihun,SL03010509,Walihun,,,Bumpe Ngao,SL030105,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Yengema,SL03010510,Yengema,,,Bumpe Ngao,SL030105,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Gbo,SL03010601,Gbo,,,Gbo,SL030106,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Maryu,SL03010602,Maryu,,,Gbo,SL030106,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Nyawa,SL03010603,Nyawa,,,Gbo,SL030106,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Lower Baimba,SL03010701,Lower Baimba,,,Jaiama Bongor,SL030107,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Lower Kama,SL03010702,Lower Kama,,,Jaiama Bongor,SL030107,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Lower Niawa,SL03010703,Lower Niawa,,,Jaiama Bongor,SL030107,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Nekpondo,SL03010704,Nekpondo,,,Jaiama Bongor,SL030107,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Tongowa,SL03010705,Tongowa,,,Jaiama Bongor,SL030107,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Upper Baimba,SL03010706,Upper Baimba,,,Jaiama Bongor,SL030107,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Upper Kama,SL03010707,Upper Kama,,,Jaiama Bongor,SL030107,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Upper Niawa,SL03010708,Upper Niawa,,,Jaiama Bongor,SL030107,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Korjeh,SL03010801,Korjeh,,,Kakua,SL030108,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Kpandobu,SL03010802,Kpandobu,,,Kakua,SL030108,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Nguabu,SL03010803,Nguabu,,,Kakua,SL030108,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Nyallay,SL03010804,Nyallay,,,Kakua,SL030108,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Nyawa,SL03010805,Nyawa,,,Kakua,SL030108,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Samamie,SL03010806,Samamie,,,Kakua,SL030108,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Sewa,SL03010807,Sewa,,,Kakua,SL030108,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Sindeh,SL03010808,Sindeh,,,Kakua,SL030108,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Keisua,SL03010901,Keisua,,,Komboya,SL030109,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Kemoh,SL03010902,Kemoh,,,Komboya,SL030109,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Mangaru,SL03010903,Mangaru,,,Komboya,SL030109,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Sei,SL03010904,Sei,,,Komboya,SL030109,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Tongowa,SL03010905,Tongowa,,,Komboya,SL030109,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Gao,SL03011001,Gao,,,Lugbu,SL030110,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Kamba,SL03011002,Kamba,,,Lugbu,SL030110,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Kargbevu,SL03011003,Kargbevu,,,Lugbu,SL030110,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Kemoh,SL03011004,Kemoh,,,Lugbu,SL030110,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Magbao,SL03011005,Magbao,,,Lugbu,SL030110,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Yorma,SL03011006,Yorma,,,Lugbu,SL030110,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Baimba,SL03011101,Baimba,,,Niawa Lenga,SL030111,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Lower Niawa,SL03011102,Lower Niawa,,,Niawa Lenga,SL030111,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Upper Niawa,SL03011103,Upper Niawa,,,Niawa Lenga,SL030111,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Yalenga,SL03011104,Yalenga,,,Niawa Lenga,SL030111,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Kaduawo,SL03011201,Kaduawo,,,Selenga,SL030112,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Mokpendeh,SL03011202,Mokpendeh,,,Selenga,SL030112,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Old Town,SL03011203,Old Town,,,Selenga,SL030112,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Bainyawa,SL03011301,Bainyawa,,,Tikonko,SL030113,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Mambawa,SL03011302,Mambawa,,,Tikonko,SL030113,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Morku,SL03011303,Morku,,,Tikonko,SL030113,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Ngolamajie,SL03011304,Ngolamajie,,,Tikonko,SL030113,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
