#country+name+i_fr,#country+code+v_iso2,#country+name,#country+name+alt1+i_en,#country+name+alt2+i_en,#country+name+alt1+i_fr,#country+name+alt2+i_fr,#date+start,#date+updated,#date+end
Benin,BJ,Benin (le),,,,,2015-08-07,2021-12-31,
