#country+name+i_en,#country+name+i_th,#country+code+v_iso2,#country+name,#country+name+alt1+i_en,#country+name+alt2+i_en,#country+name+alt1+i_th,#country+name+alt2+i_th,#date+start,#date+updated,#date+end
Thailand,ประเทศไทย,TH,,,,,,2017-08-17,2022-01-27,
