#country+name+i_en,#country+code+v_iso2,#country+name,#country+name+alt1+i_en,#country+name+alt2+i_en,#date+start,#date+updated,#date+end
Turks and Caicos Islands,TC,,,,2017-09-09,2021-02-09,
