#country+name+i_fr,#country+code+v_iso2,#country+name,#country+name+alt1+i_fr,#country+name+alt2+i_fr,#date+start,#date+updated,#date+end
République centrafricaine,CF,Republique centrafricaine,,,2014-08-02,2015-06-15,
