admin3Name_es,admin3Name_en,admin3Pcode,admin3RefName,admin3AltName1_es,admin3AltName2_es,admin3AltName1_en,admin3AltName2_en,admin2Name_es,admin2Name_en,admin2Pcode,admin1Name_es,admin1Name_en,admin1Pcode,admin0Name_es,admin0Name_en,admin0Pcode,date,validOn,validTo
#adm3+name+i_es,#adm3+name+i_en,#adm3+code+pcode,,#adm3+name+i_es,#adm3+name+i_es,#adm3+name+i_en,#adm3+name+i_en,#adm2+name+i_es,#adm2+name+i_en,#adm2+code+pcode,#adm1+name+i_es,#adm1+name+i_en,#adm1+code+pcode,#adm0+name+i_es,#adm0+name+i_en,#adm0+code+pcode,#date,#date+valid_on,#date+valid_to
"Union_x000D_
",,VE081106,,,,,,Puerto Cabello,,VE0811,Carabobo,,VE08,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Borburata,,VE081107,,,,,,Puerto Cabello,,VE0811,Carabobo,,VE08,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Patanemo,,VE081108,,,,,,Puerto Cabello,,VE0811,Carabobo,,VE08,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
San Diego,,VE081201,,,,,,San Diego,,VE0812,Carabobo,,VE08,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
San Joaquin,,VE081301,,,,,,San Joaquin,,VE0813,Carabobo,,VE08,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Candelaria,,VE081401,,,,,,Valencia,,VE0814,Carabobo,,VE08,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Catedral,,VE081402,,,,,,Valencia,,VE0814,Carabobo,,VE08,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
El Socorro,,VE081403,,,,,,Valencia,,VE0814,Carabobo,,VE08,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Miguel Peña,,VE081404,,,,,,Valencia,,VE0814,Carabobo,,VE08,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Rafael Urdaneta,,VE081405,,,,,,Valencia,,VE0814,Carabobo,,VE08,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
San Blas,,VE081406,,,,,,Valencia,,VE0814,Carabobo,,VE08,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
San Jose,,VE081407,,,,,,Valencia,,VE0814,Carabobo,,VE08,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Santa Rosa,,VE081408,,,,,,Valencia,,VE0814,Carabobo,,VE08,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Negro Primero,,VE081409,,,,,,Valencia,,VE0814,Carabobo,,VE08,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Cojedes,,VE090101,,,,,,Anzoategui,,VE0901,Cojedes,,VE09,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Juan De Mata Suarez,,VE090102,,,,,,Anzoategui,,VE0901,Cojedes,,VE09,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Tinaquillo,,VE090201,,,,,,Falcon,,VE0902,Cojedes,,VE09,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
El Baul,,VE090301,,,,,,Girardot,,VE0903,Cojedes,,VE09,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Sucre,,VE090302,,,,,,Girardot,,VE0903,Cojedes,,VE09,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Macapo,,VE090401,,,,,,Lima Blanco,,VE0904,Cojedes,,VE09,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
La Aguadita,,VE090402,,,,,,Lima Blanco,,VE0904,Cojedes,,VE09,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
El Pao,,VE090501,,,,,,Pao De San Juan Ba,,VE0905,Cojedes,,VE09,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Libertad De Cojedes,,VE090601,,,,,,Ricaurte,,VE0906,Cojedes,,VE09,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
El Amparo,,VE090602,,,,,,Ricaurte,,VE0906,Cojedes,,VE09,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Romulo Gallegos,,VE090701,,,,,,Romulo Gallegos,,VE0907,Cojedes,,VE09,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
San Carlos De Austria,,VE090801,,,,,,San Carlos,,VE0908,Cojedes,,VE09,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Juan Angel Bravo,,VE090802,,,,,,San Carlos,,VE0908,Cojedes,,VE09,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Manuel Manrique,,VE090803,,,,,,San Carlos,,VE0908,Cojedes,,VE09,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
General En Jefe Jose Laure,,VE090901,,,,,,Tinaco,,VE0909,Cojedes,,VE09,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Curiapo,,VE100101,,,,,,Antonio Diaz,,VE1001,Delta Amacuro,,VE10,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Almirante Luis Brion,,VE100102,,,,,,Antonio Diaz,,VE1001,Delta Amacuro,,VE10,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Francisco Aniceto Lugo,,VE100103,,,,,,Antonio Diaz,,VE1001,Delta Amacuro,,VE10,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Manuel Renaud,,VE100104,,,,,,Antonio Diaz,,VE1001,Delta Amacuro,,VE10,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Padre Barral,,VE100105,,,,,,Antonio Diaz,,VE1001,Delta Amacuro,,VE10,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Santos De Abelgas,,VE100106,,,,,,Antonio Diaz,,VE1001,Delta Amacuro,,VE10,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Imataca,,VE100201,,,,,,Casacoima,,VE1002,Delta Amacuro,,VE10,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Cinco De Julio,,VE100202,,,,,,Casacoima,,VE1002,Delta Amacuro,,VE10,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Juan Bautista Arismendi,,VE100203,,,,,,Casacoima,,VE1002,Delta Amacuro,,VE10,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Manuel Piar,,VE100204,,,,,,Casacoima,,VE1002,Delta Amacuro,,VE10,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Romulo Gallegos,,VE100205,,,,,,Casacoima,,VE1002,Delta Amacuro,,VE10,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Pedernales,,VE100301,,,,,,Pedernales,,VE1003,Delta Amacuro,,VE10,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Luis Beltran Prieto Figuer,,VE100302,,,,,,Pedernales,,VE1003,Delta Amacuro,,VE10,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
San Jose,,VE100401,,,,,,Tucupita,,VE1004,Delta Amacuro,,VE10,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Jose Vidal Marcano,,VE100402,,,,,,Tucupita,,VE1004,Delta Amacuro,,VE10,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Juan Millan,,VE100403,,,,,,Tucupita,,VE1004,Delta Amacuro,,VE10,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Leonardo Ruiz Pineda,,VE100404,,,,,,Tucupita,,VE1004,Delta Amacuro,,VE10,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Mariscal Antonio Jose De S,,VE100405,,,,,,Tucupita,,VE1004,Delta Amacuro,,VE10,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Monseñor Argimiro Garcia,,VE100406,,,,,,Tucupita,,VE1004,Delta Amacuro,,VE10,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
San Rafael,,VE100407,,,,,,Tucupita,,VE1004,Delta Amacuro,,VE10,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Virgen Del Valle,,VE100408,,,,,,Tucupita,,VE1004,Delta Amacuro,,VE10,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
San Juan De Los Cayos,,VE110101,,,,,,Acosta,,VE1101,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Capadare,,VE110102,,,,,,Acosta,,VE1101,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
La Pastora,,VE110103,,,,,,Acosta,,VE1101,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Libertador,,VE110104,,,,,,Acosta,,VE1101,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Aracua,,VE110202,,,,,,Bolivar,,VE1102,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
La Peña,,VE110203,,,,,,Bolivar,,VE1102,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Capatarida,,VE110301,,,,,,Buchivacoa,,VE1103,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Bariro,,VE110302,,,,,,Buchivacoa,,VE1103,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Borojo,,VE110303,,,,,,Buchivacoa,,VE1103,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Guajiro,,VE110304,,,,,,Buchivacoa,,VE1103,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Seque,,VE110305,,,,,,Buchivacoa,,VE1103,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Zazarida,,VE110306,,,,,,Buchivacoa,,VE1103,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Capital Cacique Manaure,,VE110401,,,,,,Cacique Manaure,,VE1104,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Carirubana,,VE110501,,,,,,Carirubana,,VE1105,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Norte,,VE110502,,,,,,Carirubana,,VE1105,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Punta Cardon,,VE110503,,,,,,Carirubana,,VE1105,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Santa Ana,,VE110504,,,,,,Carirubana,,VE1105,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
La Vela De Coro,,VE110601,,,,,,Colina,,VE1106,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Acurigua,,VE110602,,,,,,Colina,,VE1106,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Guaibacoa,,VE110603,,,,,,Colina,,VE1106,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Las Calderas,,VE110604,,,,,,Colina,,VE1106,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Macoruca,,VE110605,,,,,,Colina,,VE1106,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Capital Dabajuro,,VE110701,,,,,,Dabajuro,,VE1107,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Pedregal,,VE110801,,,,,,Democracia,,VE1108,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Agua Clara,,VE110802,,,,,,Democracia,,VE1108,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Avaria,,VE110803,,,,,,Democracia,,VE1108,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Piedra Grande,,VE110804,,,,,,Democracia,,VE1108,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Purureche,,VE110805,,,,,,Democracia,,VE1108,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Pueblo Nuevo,,VE110901,,,,,,Falcon,,VE1109,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Adicora,,VE110902,,,,,,Falcon,,VE1109,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Baraived,,VE110903,,,,,,Falcon,,VE1109,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Buena Vista,,VE110904,,,,,,Falcon,,VE1109,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Jadacaquiva,,VE110905,,,,,,Falcon,,VE1109,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Moruy,,VE110906,,,,,,Falcon,,VE1109,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Adaure,,VE110907,,,,,,Falcon,,VE1109,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
El Hato,,VE110908,,,,,,Falcon,,VE1109,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
El Vinculo,,VE110909,,,,,,Falcon,,VE1109,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Churuguara,,VE111001,,,,,,Federacion,,VE1110,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Agua Larga,,VE111002,,,,,,Federacion,,VE1110,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
El Pauji,,VE111003,,,,,,Federacion,,VE1110,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Independencia,,VE111004,,,,,,Federacion,,VE1110,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Maparari,,VE111005,,,,,,Federacion,,VE1110,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Jacura,,VE111101,,,,,,Jacura,,VE1111,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Agua Linda,,VE111102,,,,,,Jacura,,VE1111,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Araurima,,VE111103,,,,,,Jacura,,VE1111,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Los Taques,,VE111201,,,,,,Los Taques,,VE1112,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Judibana,,VE111202,,,,,,Los Taques,,VE1112,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Mene De Mauroa,,VE111301,,,,,,Mauroa,,VE1113,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Casigua,,VE111302,,,,,,Mauroa,,VE1113,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
San Felix,,VE111303,,,,,,Mauroa,,VE1113,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
San Antonio,,VE111401,,,,,,Miranda,,VE1114,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
San Gabriel,,VE111402,,,,,,Miranda,,VE1114,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Santa Ana,,VE111403,,,,,,Miranda,,VE1114,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Guzman Guillermo,,VE111404,,,,,,Miranda,,VE1114,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Mitare,,VE111405,,,,,,Miranda,,VE1114,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Rio Seco,,VE111406,,,,,,Miranda,,VE1114,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Sabaneta,,VE111407,,,,,,Miranda,,VE1114,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Chichiriviche,,VE111501,,,,,,Monseñor Iturriza,,VE1115,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Boca De Tocuyo,,VE111502,,,,,,Monseñor Iturriza,,VE1115,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Tocuyo De La Costa,,VE111503,,,,,,Monseñor Iturriza,,VE1115,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Capital Palmasola,,VE111601,,,,,,Palmasola,,VE1116,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Cabure,,VE111701,,,,,,Petit,,VE1117,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Colina,,VE111702,,,,,,Petit,,VE1117,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Curimagua,,VE111703,,,,,,Petit,,VE1117,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Piritu,,VE111801,,,,,,Piritu,,VE1118,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
San Jose De La Costa,,VE111802,,,,,,Piritu,,VE1118,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Capital San Francisco,,VE111901,,,,,,San Francisco,,VE1119,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Tucacas,,VE112001,,,,,,Silva,,VE1120,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Boca De Aroa,,VE112002,,,,,,Silva,,VE1120,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Sucre,,VE112101,,,,,,Sucre,,VE1121,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Pecaya,,VE112102,,,,,,Sucre,,VE1121,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Capital Tocopero,,VE112201,,,,,,Tocopero,,VE1122,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Santa Cruz De Bucaral,,VE112301,,,,,,Union,,VE1123,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
El Charal,,VE112302,,,,,,Union,,VE1123,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Las Vegas Del Tuy,,VE112303,,,,,,Union,,VE1123,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Urumaco,,VE112401,,,,,,Urumaco,,VE1124,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Bruzual,,VE112402,,,,,,Urumaco,,VE1124,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Puerto Cumarebo,,VE112501,,,,,,Zamora,,VE1125,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
La Cienaga,,VE112502,,,,,,Zamora,,VE1125,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
La Soledad,,VE112503,,,,,,Zamora,,VE1125,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Pueblo Cumarebo,,VE112504,,,,,,Zamora,,VE1125,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Zazarida,,VE112505,,,,,,Zamora,,VE1125,Falcon,,VE11,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Capital Camaguan,,VE120101,,,,,,Camaguan,,VE1201,Guarico,,VE12,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Puerto Miranda,,VE120102,,,,,,Camaguan,,VE1201,Guarico,,VE12,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Uverito,,VE120103,,,,,,Camaguan,,VE1201,Guarico,,VE12,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Chaguaramas,,VE120201,,,,,,Chaguaramas,,VE1202,Guarico,,VE12,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
El Socorro,,VE120301,,,,,,El Socorro,,VE1203,Guarico,,VE12,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Capital San Geronimo De Gu,,VE120401,,,,,,San Geronimo De Gu,,VE1204,Guarico,,VE12,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Cazorla,,VE120402,,,,,,San Geronimo De Gu,,VE1204,Guarico,,VE12,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Capital Valle De La Pascua,,VE120501,,,,,,Leonardo Infante,,VE1205,Guarico,,VE12,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Espino,,VE120502,,,,,,Leonardo Infante,,VE1205,Guarico,,VE12,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Capital Las Mercedes,,VE120601,,,,,,Las Mercedes,,VE1206,Guarico,,VE12,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Cabruta,,VE120602,,,,,,Las Mercedes,,VE1206,Guarico,,VE12,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Santa Rita De Manapire,,VE120603,,,,,,Las Mercedes,,VE1206,Guarico,,VE12,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Capital El Sombrero,,VE120701,,,,,,Julian Mellado,,VE1207,Guarico,,VE12,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Sosa,,VE120702,,,,,,Julian Mellado,,VE1207,Guarico,,VE12,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Capital Calabozo,,VE120801,,,,,,Francisco De Miran,,VE1208,Guarico,,VE12,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
El Calvario,,VE120802,,,,,,Francisco De Miran,,VE1208,Guarico,,VE12,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
El Rastro,,VE120803,,,,,,Francisco De Miran,,VE1208,Guarico,,VE12,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
