admin3Name_es,admin3Name_en,admin3Pcode,admin3RefName,admin3AltName1_es,admin3AltName2_es,admin3AltName1_en,admin3AltName2_en,admin2Name_es,admin2Name_en,admin2Pcode,admin1Name_es,admin1Name_en,admin1Pcode,admin0Name_es,admin0Name_en,admin0Pcode,date,validOn,validTo
#adm3+name+i_es,#adm3+name+i_en,#adm3+code+pcode,,#adm3+name+i_es,#adm3+name+i_es,#adm3+name+i_en,#adm3+name+i_en,#adm2+name+i_es,#adm2+name+i_en,#adm2+code+pcode,#adm1+name+i_es,#adm1+name+i_en,#adm1+code+pcode,#adm0+name+i_es,#adm0+name+i_en,#adm0+code+pcode,#date,#date+valid_on,#date+valid_to
Ollas De Caramacate,,VE050903,,,,,,San Casimiro,,VE0509,Aragua,,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Valle Morin,,VE050904,,,,,,San Casimiro,,VE0509,Aragua,,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Capital San Sebastian,,VE051001,,,,,,San Sebastian,,VE0510,Aragua,,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Capital Santiago Mariño,,VE051101,,,,,,Santiago Mariño,,VE0511,Aragua,,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Arevalo Aponte,,VE051102,,,,,,Santiago Mariño,,VE0511,Aragua,,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Chuao,,VE051103,,,,,,Santiago Mariño,,VE0511,Aragua,,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Saman De Gõere,,VE051104,,,,,,Santiago Mariño,,VE0511,Aragua,,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Alfredo Pacheco Miranda,,VE051105,,,,,,Santiago Mariño,,VE0511,Aragua,,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Capital Santos Michelena,,VE051201,,,,,,Santos Michelena,,VE0512,Aragua,,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Tiara,,VE051202,,,,,,Santos Michelena,,VE0512,Aragua,,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Capital Sucre,,VE051301,,,,,,Sucre,,VE0513,Aragua,,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Bella Vista,,VE051302,,,,,,Sucre,,VE0513,Aragua,,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Capital Tovar,,VE051401,,,,,,Tovar,,VE0514,Aragua,,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Capital Urdaneta,,VE051501,,,,,,Urdaneta,,VE0515,Aragua,,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Las Peñitas,,VE051502,,,,,,Urdaneta,,VE0515,Aragua,,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
San Francisco De Cara,,VE051503,,,,,,Urdaneta,,VE0515,Aragua,,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Taguay,,VE051504,,,,,,Urdaneta,,VE0515,Aragua,,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Capital Zamora,,VE051601,,,,,,Zamora,,VE0516,Aragua,,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Magdaleno,,VE051602,,,,,,Zamora,,VE0516,Aragua,,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
San Francisco De Asis,,VE051603,,,,,,Zamora,,VE0516,Aragua,,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Valles Del Tucutunemo,,VE051604,,,,,,Zamora,,VE0516,Aragua,,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Augusto Mijares,,VE051605,,,,,,Zamora,,VE0516,Aragua,,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Capital Francisco Linares,,VE051701,,,,,,Francisco Linares,,VE0517,Aragua,,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Francisco De Miranda,,VE051702,,,,,,Francisco Linares,,VE0517,Aragua,,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Monseñor Feliciano Gonzale,,VE051703,,,,,,Francisco Linares,,VE0517,Aragua,,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Capital Ocumare De La Cost,,VE051801,,,,,,Ocumare De La Cost,,VE0518,Aragua,,VE05,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Sabaneta,,VE060101,,,,,,Alberto Arvelo Tor,,VE0601,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Rodriguez Dominguez,,VE060102,,,,,,Alberto Arvelo Tor,,VE0601,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Ticoporo,,VE060201,,,,,,Antonio Jose De Su,,VE0602,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Andres Bello,,VE060202,,,,,,Antonio Jose De Su,,VE0602,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Nicolas Pulido,,VE060203,,,,,,Antonio Jose De Su,,VE0602,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Arismendi,,VE060301,,,,,,Arismendi,,VE0603,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Guadarrama,,VE060302,,,,,,Arismendi,,VE0603,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
La Union,,VE060303,,,,,,Arismendi,,VE0603,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
San Antonio,,VE060304,,,,,,Arismendi,,VE0603,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Barinas,,VE060401,,,,,,Barinas,,VE0604,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Alfredo Arvelo Larriva,,VE060402,,,,,,Barinas,,VE0604,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
San Silvestre,,VE060403,,,,,,Barinas,,VE0604,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Santa Ines,,VE060404,,,,,,Barinas,,VE0604,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Santa Lucia,,VE060405,,,,,,Barinas,,VE0604,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Torunos,,VE060406,,,,,,Barinas,,VE0604,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
El Carmen,,VE060407,,,,,,Barinas,,VE0604,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Romulo Betancourt,,VE060408,,,,,,Barinas,,VE0604,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Corazon De Jesus,,VE060409,,,,,,Barinas,,VE0604,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Ramon Ignacio Mendez,,VE060410,,,,,,Barinas,,VE0604,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Alto Barinas,,VE060411,,,,,,Barinas,,VE0604,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Manuel Palacios Fajardo,,VE060412,,,,,,Barinas,,VE0604,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Juan Antonio Rodriguez Dom,,VE060413,,,,,,Barinas,,VE0604,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Dominga Ortiz De Paez,,VE060414,,,,,,Barinas,,VE0604,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Barinitas,,VE060501,,,,,,Bolivar,,VE0605,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Altamira,,VE060502,,,,,,Bolivar,,VE0605,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Calderas,,VE060503,,,,,,Bolivar,,VE0605,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Barrancas,,VE060601,,,,,,Cruz Paredes,,VE0606,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
El Socorro,,VE060602,,,,,,Cruz Paredes,,VE0606,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Masparrito,,VE060603,,,,,,Cruz Paredes,,VE0606,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Santa Barbara,,VE060701,,,,,,Ezequiel Zamora,,VE0607,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Jose Ignacio Del Pumar,,VE060702,,,,,,Ezequiel Zamora,,VE0607,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Pedro Briceño Mendez,,VE060703,,,,,,Ezequiel Zamora,,VE0607,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Ramon Ignacio Mendez,,VE060704,,,,,,Ezequiel Zamora,,VE0607,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Obispos,,VE060801,,,,,,Obispos,,VE0608,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
El Real,,VE060802,,,,,,Obispos,,VE0608,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
La Luz,,VE060803,,,,,,Obispos,,VE0608,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Los Guasimitos,,VE060804,,,,,,Obispos,,VE0608,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Ciudad Bolivia,,VE060901,,,,,,Pedraza,,VE0609,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Ignacio Briceño,,VE060902,,,,,,Pedraza,,VE0609,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Jose Felix Ribas,,VE060903,,,,,,Pedraza,,VE0609,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Paez,,VE060904,,,,,,Pedraza,,VE0609,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Libertad,,VE061001,,,,,,Rojas,,VE0610,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Dolores,,VE061002,,,,,,Rojas,,VE0610,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Palacio Fajardo,,VE061003,,,,,,Rojas,,VE0610,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Santa Rosa,,VE061004,,,,,,Rojas,,VE0610,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Ciudad De Nutrias,,VE061101,,,,,,Sosa,,VE0611,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
El Regalo,,VE061102,,,,,,Sosa,,VE0611,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Puerto De Nutrias,,VE061103,,,,,,Sosa,,VE0611,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Santa Catalina,,VE061104,,,,,,Sosa,,VE0611,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
El Canton,,VE061201,,,,,,Andres Eloy Blanco,,VE0612,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Santa Cruz De Guacas,,VE061202,,,,,,Andres Eloy Blanco,,VE0612,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Puerto Vivas,,VE061203,,,,,,Andres Eloy Blanco,,VE0612,Barinas,,VE06,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Cachamay,,VE070101,,,,,,Caroni,,VE0701,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Chirica,,VE070102,,,,,,Caroni,,VE0701,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Dalla Costa,,VE070103,,,,,,Caroni,,VE0701,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Once De Abril,,VE070104,,,,,,Caroni,,VE0701,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Simon Bolivar,,VE070105,,,,,,Caroni,,VE0701,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Unare,,VE070106,,,,,,Caroni,,VE0701,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Universidad,,VE070107,,,,,,Caroni,,VE0701,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Vista Al Sol,,VE070108,,,,,,Caroni,,VE0701,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Pozo Verde,,VE070109,,,,,,Caroni,,VE0701,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Yocoima,,VE070110,,,,,,Caroni,,VE0701,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Seccion Capital Cedeño,,VE070201,,,,,,Cedeño,,VE0702,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Altagracia,,VE070202,,,,,,Cedeño,,VE0702,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Ascencion Farreras,,VE070203,,,,,,Cedeño,,VE0702,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Guaniamo,,VE070204,,,,,,Cedeño,,VE0702,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
La Urbana,,VE070205,,,,,,Cedeño,,VE0702,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Pijiguaos,,VE070206,,,,,,Cedeño,,VE0702,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Capital El Callao,,VE070301,,,,,,El Callao,,VE0703,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Seccion Capital Gran Saban,,VE070401,,,,,,Gran Sabana,,VE0704,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Ikabaru,,VE070402,,,,,,Gran Sabana,,VE0704,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Agua Salada,,VE070501,,,,,,Heres,,VE0705,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Catedral,,VE070502,,,,,,Heres,,VE0705,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Jose Antonio Paez,,VE070503,,,,,,Heres,,VE0705,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
La Sabanita,,VE070504,,,,,,Heres,,VE0705,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Marhuanta,,VE070505,,,,,,Heres,,VE0705,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Vista Hermosa,,VE070506,,,,,,Heres,,VE0705,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Orinoco,,VE070507,,,,,,Heres,,VE0705,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Panapana,,VE070508,,,,,,Heres,,VE0705,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Zea,,VE070509,,,,,,Heres,,VE0705,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Seccion Capital Piar,,VE070601,,,,,,Piar,,VE0706,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Andres Eloy Blanco,,VE070602,,,,,,Piar,,VE0706,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Pedro Cova,,VE070603,,,,,,Piar,,VE0706,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Seccion Capital Raul Leoni,,VE070701,,,,,,Raul Leoni,,VE0707,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Barceloneta,,VE070702,,,,,,Raul Leoni,,VE0707,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
San Francisco,,VE070703,,,,,,Raul Leoni,,VE0707,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Santa Barbara,,VE070704,,,,,,Raul Leoni,,VE0707,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Seccion Capital Roscio,,VE070801,,,,,,Roscio,,VE0708,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Seccion Capital Sifontes,,VE070901,,,,,,Sifontes,,VE0709,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Dalla Costa,,VE070902,,,,,,Sifontes,,VE0709,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
San Isidro,,VE070903,,,,,,Sifontes,,VE0709,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Seccion Capital Sucre,,VE071001,,,,,,Sucre,,VE0710,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Aripao,,VE071002,,,,,,Sucre,,VE0710,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Guarataro,,VE071003,,,,,,Sucre,,VE0710,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Las Majadas,,VE071004,,,,,,Sucre,,VE0710,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Moitaco,,VE071005,,,,,,Sucre,,VE0710,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Capital Padre Pedro Chien,,VE071101,,,,,,Padre Pedro Chien,,VE0711,Bolivar,,VE07,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Bejuma,,VE080101,,,,,,Bejuma,,VE0801,Carabobo,,VE08,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Canoabo,,VE080102,,,,,,Bejuma,,VE0801,Carabobo,,VE08,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Simon Bolivar,,VE080103,,,,,,Bejuma,,VE0801,Carabobo,,VE08,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Gõigõe,,VE080201,,,,,,Carlos Arvelo,,VE0802,Carabobo,,VE08,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Belen,,VE080202,,,,,,Carlos Arvelo,,VE0802,Carabobo,,VE08,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Tacarigua,,VE080203,,,,,,Carlos Arvelo,,VE0802,Carabobo,,VE08,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Aguas Calientes,,VE080301,,,,,,Diego Ibarra,,VE0803,Carabobo,,VE08,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Mariara,,VE080302,,,,,,Diego Ibarra,,VE0803,Carabobo,,VE08,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Ciudad Alianza,,VE080401,,,,,,Guacara,,VE0804,Carabobo,,VE08,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Guacara,,VE080402,,,,,,Guacara,,VE0804,Carabobo,,VE08,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Yagua,,VE080403,,,,,,Guacara,,VE0804,Carabobo,,VE08,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Moron,,VE080501,,,,,,Juan Jose Mora,,VE0805,Carabobo,,VE08,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Urama,,VE080502,,,,,,Juan Jose Mora,,VE0805,Carabobo,,VE08,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Tocuyito,,VE080601,,,,,,Libertador,,VE0806,Carabobo,,VE08,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Independencia,,VE080602,,,,,,Libertador,,VE0806,Carabobo,,VE08,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Los Guayos,,VE080701,,,,,,Los Guayos,,VE0807,Carabobo,,VE08,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Miranda,,VE080801,,,,,,Miranda,,VE0808,Carabobo,,VE08,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Montalban,,VE080901,,,,,,Montalban,,VE0809,Carabobo,,VE08,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Naguanagua,,VE081001,,,,,,Naguanagua,,VE0810,Carabobo,,VE08,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Bartolome Salom,,VE081101,,,,,,Puerto Cabello,,VE0811,Carabobo,,VE08,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Democracia,,VE081102,,,,,,Puerto Cabello,,VE0811,Carabobo,,VE08,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Fraternidad,,VE081103,,,,,,Puerto Cabello,,VE0811,Carabobo,,VE08,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Goaigoaza,,VE081104,,,,,,Puerto Cabello,,VE0811,Carabobo,,VE08,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Juan Jose Flores,,VE081105,,,,,,Puerto Cabello,,VE0811,Carabobo,,VE08,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
