#adm2+name+i_pt,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_pt,#adm2+name+alt2+i_pt,#adm1+name+i_pt,#adm1+code+v_pcode,#country+name+i_pt,#country+code+v_iso2,#date+start,#date+updated,#date+end
Água Grande,ST0201,,,,São Tomé,ST02,São Tomé e Príncipe,ST,2020-08-17,2020-08-17,
Cantagalo,ST0202,,,,São Tomé,ST02,São Tomé e Príncipe,ST,2020-08-17,2020-08-17,
Caué,ST0203,,,,São Tomé,ST02,São Tomé e Príncipe,ST,2020-08-17,2020-08-17,
Lembá,ST0204,,,,São Tomé,ST02,São Tomé e Príncipe,ST,2020-08-17,2020-08-17,
Lobata,ST0205,,,,São Tomé,ST02,São Tomé e Príncipe,ST,2020-08-17,2020-08-17,
Mé-Zóchi,ST0206,,,,São Tomé,ST02,São Tomé e Príncipe,ST,2020-08-17,2020-08-17,
RAP,ST0101,,,,Príncipe,ST01,São Tomé e Príncipe,ST,2020-08-17,2020-08-17,
