#adm4+name+i_en,#adm4+code+v_pcode,#adm4+name,#adm4+name+alt1+i_en,#adm4+name+alt2+i_en,#adm3+name+i_en,#adm3+code+v_pcode,#adm2+name+i_en,#adm2+code+v_pcode,#adm1+name+i_en,#adm1+code+v_pcode,#country+name+i_en,#country+code+v_iso2,#date+start,#date+updated,#date+end
Alakamisy,MG11107170001,,,,Alakamisy,MG11107170,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Ambohibary Avaratra,MG11107170002,,,,Alakamisy,MG11107170,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Analanakondro,MG11107170003,,,,Alakamisy,MG11107170,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Ankazoandrano,MG11107170004,,,,Alakamisy,MG11107170,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Andranomadio,MG11107170005,,,,Alakamisy,MG11107170,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Analaroa,MG11107190001,,,,Analaroa,MG11107190,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Ambohitsimenaloha,MG11107190002,,,,Analaroa,MG11107190,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Antananarivokely,MG11107190003,,,,Analaroa,MG11107190,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Mahazina,MG11107190004,,,,Analaroa,MG11107190,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Ambohibary,MG11107190005,,,,Analaroa,MG11107190,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Tsivakiana,MG11107190006,,,,Analaroa,MG11107190,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Antoby Avaratra,MG11107190007,,,,Analaroa,MG11107190,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Ambohimanganjafy,MG11107190008,,,,Analaroa,MG11107190,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Antanetibe,MG11107211001,,,,Antanetibe,MG11107211,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Ambatoasana,MG11107211002,,,,Antanetibe,MG11107211,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Mahatsinjo,MG11107211003,,,,Antanetibe,MG11107211,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Ambohijavona,MG11107211004,,,,Antanetibe,MG11107211,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Andranovelona,MG11107211005,,,,Antanetibe,MG11107211,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Ambohibarikely,MG11107211006,,,,Antanetibe,MG11107211,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Merinavaratra,MG11107211007,,,,Antanetibe,MG11107211,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Andranomadio,MG11107211008,,,,Antanetibe,MG11107211,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Ambohimasina,MG11107211009,,,,Antanetibe,MG11107211,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Ambohimitsinjorano,MG11107211010,,,,Antanetibe,MG11107211,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Belanitra,MG11107212001,,,,Belanitra,MG11107212,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Mahamaintiomby,MG11107212002,,,,Belanitra,MG11107212,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Ambatomanoina,MG11107230001,,,,Ambatomanoina,MG11107230,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Andakana,MG11107230002,,,,Ambatomanoina,MG11107230,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Ambatonosy,MG11107230003,,,,Ambatomanoina,MG11107230,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Amparihibe,MG11107230004,,,,Ambatomanoina,MG11107230,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Ampananganana,MG11107230005,,,,Ambatomanoina,MG11107230,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Ambodimanga,MG11107230006,,,,Ambatomanoina,MG11107230,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Anosikely,MG11107230007,,,,Ambatomanoina,MG11107230,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Ambohidrakitra,MG11107230008,,,,Ambatomanoina,MG11107230,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Tsarahonenana,MG11107230009,,,,Ambatomanoina,MG11107230,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Amboniakondro,MG11107230010,,,,Ambatomanoina,MG11107230,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Lohavondrona,MG11107230011,,,,Ambatomanoina,MG11107230,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Amparatanjona Ambony,MG11107250001,,,,Amparatanjona,MG11107250,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Andranomisa Ambany,MG11107250002,,,,Amparatanjona,MG11107250,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Antetezanambo,MG11107250003,,,,Amparatanjona,MG11107250,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Besorindrana,MG11107250004,,,,Amparatanjona,MG11107250,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Ambohimanjaka,MG11107250005,,,,Amparatanjona,MG11107250,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Ambato,MG11107250006,,,,Amparatanjona,MG11107250,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Amparatanjona Ambany,MG11107250007,,,,Amparatanjona,MG11107250,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Amboasary Nord,MG11107270001,,,,Amboasary Nord,MG11107270,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Ankodondona,MG11107270002,,,,Amboasary Nord,MG11107270,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Manakana,MG11107270003,,,,Amboasary Nord,MG11107270,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Antevamarina,MG11107270004,,,,Amboasary Nord,MG11107270,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Ambatobe,MG11107270005,,,,Amboasary Nord,MG11107270,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Ampasika,MG11107270006,,,,Amboasary Nord,MG11107270,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Ambohitsambo,MG11107270007,,,,Amboasary Nord,MG11107270,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Androvakely,MG11107290001,,,,Androvakely,MG11107290,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Fiadanana,MG11107290002,,,,Androvakely,MG11107290,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Beanana,MG11107290003,,,,Androvakely,MG11107290,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Andranonahoatra,MG11107290004,,,,Androvakely,MG11107290,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Bemandotra,MG11107290005,,,,Androvakely,MG11107290,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Miadamanjaka,MG11107290006,,,,Androvakely,MG11107290,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Antovontany,MG11107290007,,,,Androvakely,MG11107290,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Ambatofotsy,MG11107290008,,,,Androvakely,MG11107290,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Ambohibary,MG11107310001,,,,Ambohibary Vohilena,MG11107310,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Morarano,MG11107310002,,,,Ambohibary Vohilena,MG11107310,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Ambohimasina,MG11107310003,,,,Ambohibary Vohilena,MG11107310,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Miarikofeno,MG11107310004,,,,Ambohibary Vohilena,MG11107310,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Andranomiantra,MG11107310005,,,,Ambohibary Vohilena,MG11107310,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Vohitsara,MG11107310006,,,,Ambohibary Vohilena,MG11107310,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Ambatomitsangana,MG11107310007,,,,Ambohibary Vohilena,MG11107310,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Ambohidrivotra,MG11107310008,,,,Ambohibary Vohilena,MG11107310,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Andavabary,MG11107310009,,,,Ambohibary Vohilena,MG11107310,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Morafeno,MG11107310010,,,,Ambohibary Vohilena,MG11107310,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Ambatokely,MG11107310011,,,,Ambohibary Vohilena,MG11107310,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Ankazongoaika,MG11107310012,,,,Ambohibary Vohilena,MG11107310,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Andrebakely,MG11107310013,,,,Ambohibary Vohilena,MG11107310,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Ambohitrampovoany,MG11107310014,,,,Ambohibary Vohilena,MG11107310,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Andranomalama,MG11107310015,,,,Ambohibary Vohilena,MG11107310,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Miadana,MG11107310016,,,,Ambohibary Vohilena,MG11107310,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Ambohimirary,MG11107330001,,,,Ambohimirary,MG11107330,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Beampombo,MG11107330002,,,,Ambohimirary,MG11107330,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Antanetibe Antsakay,MG11107330003,,,,Ambohimirary,MG11107330,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Manakana Vohitraivo,MG11107330004,,,,Ambohimirary,MG11107330,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Maherirano,MG11107330005,,,,Ambohimirary,MG11107330,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Amboniakondro Est,MG11107330006,,,,Ambohimirary,MG11107330,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Marotsipoy,MG11107350001,,,,Marotsipoy,MG11107350,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Ambavasambo,MG11107350002,,,,Marotsipoy,MG11107350,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Tsaramandroso,MG11107350003,,,,Marotsipoy,MG11107350,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Ambohitrimarofotsy,MG11107350004,,,,Marotsipoy,MG11107350,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Ankokaina,MG11107350005,,,,Marotsipoy,MG11107350,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Mangarivotra Baiboka,MG11107350006,,,,Marotsipoy,MG11107350,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Beronono,MG11107370001,,,,Beronono,MG11107370,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Miadanatsaha,MG11107370002,,,,Beronono,MG11107370,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Ambodimadiro,MG11107370003,,,,Beronono,MG11107370,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Ambohitsitaitaika,MG11107370004,,,,Beronono,MG11107370,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Ambohitsoa,MG11107370005,,,,Beronono,MG11107370,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Antanetibe,MG11107370006,,,,Beronono,MG11107370,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Amparihimaromaso,MG11107370007,,,,Beronono,MG11107370,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Andramasina,MG11115010001,,,,Andramasina,MG11115010,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Ankorona,MG11115010002,,,,Andramasina,MG11115010,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Ambodivato,MG11115010003,,,,Andramasina,MG11115010,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Ambohijafy,MG11115010004,,,,Andramasina,MG11115010,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Ambohitrandraina,MG11115010005,,,,Andramasina,MG11115010,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Ambalavao Firaisana,MG11115010006,,,,Andramasina,MG11115010,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Antanetibe Firaisana,MG11115010007,,,,Andramasina,MG11115010,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Ambohimarina,MG11115010008,,,,Andramasina,MG11115010,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Bemalaza,MG11115010009,,,,Andramasina,MG11115010,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Sabotsy,MG11115031001,,,,Sabotsy Ambohitromby,MG11115031,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Anempoka,MG11115031002,,,,Sabotsy Ambohitromby,MG11115031,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Ambohitromby,MG11115031003,,,,Sabotsy Ambohitromby,MG11115031,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Manarintsoa,MG11115031004,,,,Sabotsy Ambohitromby,MG11115031,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Amboanjobe,MG11115031005,,,,Sabotsy Ambohitromby,MG11115031,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Manjaka Andrefana,MG11115031006,,,,Sabotsy Ambohitromby,MG11115031,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Antsahamanitra,MG11115031007,,,,Sabotsy Ambohitromby,MG11115031,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Andrataninandro,MG11115031008,,,,Sabotsy Ambohitromby,MG11115031,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Mahasoratra,MG11115031009,,,,Sabotsy Ambohitromby,MG11115031,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Andohariana,MG11115032001,,,,Andohariana,MG11115032,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Amby,MG11115032002,,,,Andohariana,MG11115032,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Ambatofotsy,MG11115032003,,,,Andohariana,MG11115032,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Antandrokomby I,MG11115032004,,,,Andohariana,MG11115032,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Antandrokomby II,MG11115032005,,,,Andohariana,MG11115032,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Beravina,MG11115032006,,,,Andohariana,MG11115032,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Mandrosoa,MG11115050001,,,,Mandrosoa,MG11115050,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Manjambohitra,MG11115050002,,,,Mandrosoa,MG11115050,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Antovontany,MG11115050003,,,,Mandrosoa,MG11115050,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Antanetibe,MG11115050004,,,,Mandrosoa,MG11115050,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Ambika,MG11115050005,,,,Mandrosoa,MG11115050,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Andranovelona,MG11115050006,,,,Mandrosoa,MG11115050,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Morarano,MG11115050007,,,,Mandrosoa,MG11115050,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Alatsinainy Bakaro,MG11115071001,,,,Alatsinainy Bakaro,MG11115071,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Antanambao,MG11115071002,,,,Alatsinainy Bakaro,MG11115071,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Ambatolampy,MG11115071003,,,,Alatsinainy Bakaro,MG11115071,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Soavinarivo,MG11115071004,,,,Alatsinainy Bakaro,MG11115071,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Soanafindra,MG11115071005,,,,Alatsinainy Bakaro,MG11115071,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Amboanjobe I,MG11115071006,,,,Alatsinainy Bakaro,MG11115071,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Amboanjobe II,MG11115071007,,,,Alatsinainy Bakaro,MG11115071,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Anjoma Faliarivo,MG11115071008,,,,Alatsinainy Bakaro,MG11115071,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Bemasoandro,MG11115071009,,,,Alatsinainy Bakaro,MG11115071,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Analamerana Antambiazina,MG11115071010,,,,Alatsinainy Bakaro,MG11115071,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Anororo Centre,MG11115071011,,,,Alatsinainy Bakaro,MG11115071,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Ambohitsoa,MG11115071012,,,,Alatsinainy Bakaro,MG11115071,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Ambohidavenona,MG11115071013,,,,Alatsinainy Bakaro,MG11115071,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Antevana,MG11115071014,,,,Alatsinainy Bakaro,MG11115071,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Vatosoa,MG11115071015,,,,Alatsinainy Bakaro,MG11115071,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Ampihiaka,MG11115071016,,,,Alatsinainy Bakaro,MG11115071,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Antoho,MG11115071017,,,,Alatsinainy Bakaro,MG11115071,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Ambohitra Bemahatazana,MG11115071018,,,,Alatsinainy Bakaro,MG11115071,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Anjozoro,MG11115071019,,,,Alatsinainy Bakaro,MG11115071,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Andranomainty,MG11115071020,,,,Alatsinainy Bakaro,MG11115071,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Antotohazo,MG11115072001,,,,Antotohazo,MG11115072,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Ambohidraondriana,MG11115072002,,,,Antotohazo,MG11115072,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Fiakarantsoa,MG11115072003,,,,Antotohazo,MG11115072,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Ambohitrakanga,MG11115072004,,,,Antotohazo,MG11115072,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Antoribe,MG11115072005,,,,Antotohazo,MG11115072,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Ankazo,MG11115072006,,,,Antotohazo,MG11115072,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Ambohimiadana,MG11115091001,,,,Ambohimiadana,MG11115091,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Amberobe,MG11115091002,,,,Ambohimiadana,MG11115091,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Iharamalaza,MG11115091003,,,,Ambohimiadana,MG11115091,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Antsahamasina,MG11115091004,,,,Ambohimiadana,MG11115091,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Ambodivato,MG11115091005,,,,Ambohimiadana,MG11115091,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Antsahondra Miadamanjaka,MG11115091006,,,,Ambohimiadana,MG11115091,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Miadampahonina,MG11115091007,,,,Ambohimiadana,MG11115091,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Ambohimahitsy Telonorefy,MG11115091008,,,,Ambohimiadana,MG11115091,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Manandriana,MG11115091009,,,,Ambohimiadana,MG11115091,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Antsahondra Maroambika,MG11115091010,,,,Ambohimiadana,MG11115091,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Tsarasaotra,MG11115091011,,,,Ambohimiadana,MG11115091,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Tsaramandroso,MG11115091012,,,,Ambohimiadana,MG11115091,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Andrere,MG11115091013,,,,Ambohimiadana,MG11115091,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Antsahandenda,MG11115091014,,,,Ambohimiadana,MG11115091,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Tankafatra Sud,MG11115092001,,,,Tankafatra,MG11115092,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Tankafatra Centre,MG11115092002,,,,Tankafatra,MG11115092,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Tankafatra Nord,MG11115092003,,,,Tankafatra,MG11115092,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Ankazotelo,MG11115092004,,,,Tankafatra,MG11115092,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Analandambo,MG11115092005,,,,Tankafatra,MG11115092,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Ampangabe I,MG11115092006,,,,Tankafatra,MG11115092,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Ampangabe II,MG11115092007,,,,Tankafatra,MG11115092,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Anosivola,MG11115092008,,,,Tankafatra,MG11115092,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Andranofankatia,MG11115092009,,,,Tankafatra,MG11115092,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Andohariana,MG11115092010,,,,Tankafatra,MG11115092,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
Morarano Soafiraisana,MG11115092011,,,,Tankafatra,MG11115092,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
