#country+name+i_en,#country+name+i_ar,#country+code+v_iso2,#country+name,#country+name+alt1+i_en,#country+name+alt2+i_en,#country+name+alt1+i_ar,#country+name+alt2+i_ar,#date+start,#date+updated,#date+end
Sudan (the),السودان‎,SD,,,,,,2020-09-03,2020-09-03,
