#adm2+name+i_en,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_en,#adm2+name+alt2+i_en,#adm1+name+i_en,#adm1+code+v_pcode,#country+name+i_en,#country+code+v_iso2,#date+start,#date+updated,#date+end
Baranovichi,BY001001,,,,Brest,BY001,Belarus,BY,2015-01-01,2017-07-07,
Bereza,BY001002,,,,Brest,BY001,Belarus,BY,2015-01-01,2017-07-07,
Brest,BY001003,,,,Brest,BY001,Belarus,BY,2015-01-01,2017-07-07,
Drogichin,BY001004,,,,Brest,BY001,Belarus,BY,2015-01-01,2017-07-07,
Gancevichi,BY001005,,,,Brest,BY001,Belarus,BY,2015-01-01,2017-07-07,
Ivacevichi,BY001006,,,,Brest,BY001,Belarus,BY,2015-01-01,2017-07-07,
Ivanovo,BY001007,,,,Brest,BY001,Belarus,BY,2015-01-01,2017-07-07,
Kamenec,BY001008,,,,Brest,BY001,Belarus,BY,2015-01-01,2017-07-07,
Kobrin,BY001009,,,,Brest,BY001,Belarus,BY,2015-01-01,2017-07-07,
Ljahovichi,BY001010,,,,Brest,BY001,Belarus,BY,2015-01-01,2017-07-07,
Luninec,BY001011,,,,Brest,BY001,Belarus,BY,2015-01-01,2017-07-07,
Malorita,BY001012,,,,Brest,BY001,Belarus,BY,2015-01-01,2017-07-07,
Pinsk,BY001013,,,,Brest,BY001,Belarus,BY,2015-01-01,2017-07-07,
Pruzhany,BY001014,,,,Brest,BY001,Belarus,BY,2015-01-01,2017-07-07,
Stolin,BY001015,,,,Brest,BY001,Belarus,BY,2015-01-01,2017-07-07,
Zhabinka,BY001016,,,,Brest,BY001,Belarus,BY,2015-01-01,2017-07-07,
Bragin,BY002001,,,,Gomel,BY002,Belarus,BY,2015-01-01,2017-07-07,
Buda-Koshelevo,BY002002,,,,Gomel,BY002,Belarus,BY,2015-01-01,2017-07-07,
Chechersk,BY002003,,,,Gomel,BY002,Belarus,BY,2015-01-01,2017-07-07,
Dobrush,BY002004,,,,Gomel,BY002,Belarus,BY,2015-01-01,2017-07-07,
Elsk,BY002005,,,,Gomel,BY002,Belarus,BY,2015-01-01,2017-07-07,
Gomel,BY002006,,,,Gomel,BY002,Belarus,BY,2015-01-01,2017-07-07,
Hojniki,BY002007,,,,Gomel,BY002,Belarus,BY,2015-01-01,2017-07-07,
Kalinkovichi,BY002008,,,,Gomel,BY002,Belarus,BY,2015-01-01,2017-07-07,
Korma,BY002009,,,,Gomel,BY002,Belarus,BY,2015-01-01,2017-07-07,
Lelchitsy,BY002010,,,,Gomel,BY002,Belarus,BY,2015-01-01,2017-07-07,
Loev,BY002011,,,,Gomel,BY002,Belarus,BY,2015-01-01,2017-07-07,
Mozyr,BY002012,,,,Gomel,BY002,Belarus,BY,2015-01-01,2017-07-07,
Narovlja,BY002013,,,,Gomel,BY002,Belarus,BY,2015-01-01,2017-07-07,
Oktjabrsky,BY002014,,,,Gomel,BY002,Belarus,BY,2015-01-01,2017-07-07,
Petrikov,BY002015,,,,Gomel,BY002,Belarus,BY,2015-01-01,2017-07-07,
Rechitsa,BY002016,,,,Gomel,BY002,Belarus,BY,2015-01-01,2017-07-07,
Rogachev,BY002017,,,,Gomel,BY002,Belarus,BY,2015-01-01,2017-07-07,
Svetlogorsk,BY002018,,,,Gomel,BY002,Belarus,BY,2015-01-01,2017-07-07,
Vetka,BY002019,,,,Gomel,BY002,Belarus,BY,2015-01-01,2017-07-07,
Zhitkovichi,BY002020,,,,Gomel,BY002,Belarus,BY,2015-01-01,2017-07-07,
Zhlobin,BY002021,,,,Gomel,BY002,Belarus,BY,2015-01-01,2017-07-07,
Berestovica,BY003001,,,,Grodno,BY003,Belarus,BY,2015-01-01,2017-07-07,
Djatlovo,BY003002,,,,Grodno,BY003,Belarus,BY,2015-01-01,2017-07-07,
Grodno,BY003003,,,,Grodno,BY003,Belarus,BY,2015-01-01,2017-07-07,
Ive,BY003004,,,,Grodno,BY003,Belarus,BY,2015-01-01,2017-07-07,
Korelichi,BY003005,,,,Grodno,BY003,Belarus,BY,2015-01-01,2017-07-07,
Lida,BY003006,,,,Grodno,BY003,Belarus,BY,2015-01-01,2017-07-07,
Mosty,BY003007,,,,Grodno,BY003,Belarus,BY,2015-01-01,2017-07-07,
Novogrudok,BY003008,,,,Grodno,BY003,Belarus,BY,2015-01-01,2017-07-07,
Oshmjany,BY003009,,,,Grodno,BY003,Belarus,BY,2015-01-01,2017-07-07,
Ostrovec,BY003010,,,,Grodno,BY003,Belarus,BY,2015-01-01,2017-07-07,
