#country+name+i_en,#country+name+i_kk,#country+name+i_ru,#country+code+v_iso2,#country+name,#country+name+alt1+i_en,#country+name+alt2+i_en,#country+name+alt1+i_kk,#country+name+alt2+i_kk,#country+name+alt1+i_ru,#country+name+alt2+i_ru,#date+start,#date+updated,#date+end
Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,,,,,,,,2019-09-10,2019-09-10,
