#country+name+i_en,#country+name+i_bg,#country+code+v_iso2,#country+name,#country+name+alt1+i_en,#country+name+alt2+i_en,#country+name+alt1+i_bg,#country+name+alt2+i_bg,#date+start,#date+updated,#date+end
Bulgaria,България,BG,,,,,,2019-09-16,2019-09-16,
