#country+name+i_fr,#country+code+v_iso2,#country+name,#country+name+alt1+i_fr,#country+name+alt2+i_fr,#date+start,#date+updated,#date+end
Tchad,TD,Tchad,,,2016-07-01,2021-09-24,
