#adm1+name+i_es,#adm1+code+v_pcode,#adm1+name,#adm1+name+alt1+i_es,#adm1+name+alt2+i_es,#country+name+i_es,#country+code+v_iso2,#date+start,#date+updated,#date+end
Chuquisaca,BO01,,,,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
La Paz,BO02,,,,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
Cochabamba,BO03,,,,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
Oruro,BO04,,,,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
Potosí,BO05,Potosi,,,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
Tarija,BO06,,,,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
Santa Cruz,BO07,,,,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
Beni,BO08,,,,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
Pando,BO09,,,,Bolivia (Estado Plurinacional de),BO,2019-01-29,2021-09-21,
