#country+name+i_fr,#country+code+v_iso2,#country+name,#country+name+alt1+i_fr,#country+name+alt2+i_fr,#date+start,#date+updated,#date+end
Guinea,GN,Guinea,,,2017-08-03,2021-12-31,
