#adm1+name+i_en,#adm1+code+v_pcode,#adm1+name,#adm1+name+alt1+i_en,#adm1+name+alt2+i_en,#country+name+i_en,#country+code+v_iso2,#date+start,#date+updated,#date+end
Debubawi Keih Bahri,ER1,,,,Eritrea,ER,2017-08-18,2020-04-27,
Maekel,ER2,,,,Eritrea,ER,2017-08-18,2020-04-27,
Semienawi Keih Bahri,ER3,,,,Eritrea,ER,2017-08-18,2020-04-27,
Anseba,ER4,,,,Eritrea,ER,2017-08-18,2020-04-27,
Gash Barka,ER5,,,,Eritrea,ER,2017-08-18,2020-04-27,
Debub,ER6,,,,Eritrea,ER,2017-08-18,2020-04-27,
