#adm2+name+i_en,#adm2+name+i_fa,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_en,#adm2+name+alt2+i_en,#adm2+name+alt1+i_fa,#adm2+name+alt2+i_fa,#adm1+name+i_en,#adm1+name+i_fa,#adm1+code+v_pcode,#country+name+i_en,#country+name+i_fa,#country+code+v_iso2,#date+start,#date+updated,#date+end
Konarak,شهرستان کنارک,IR026008,,,,,,Sistan and Baluchestan,سیستان و بلوچستان,IR026,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Mehrestan,شهرستان مهرستان,IR026009,,,,,,Sistan and Baluchestan,سیستان و بلوچستان,IR026,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Mirjaveh,شهرستان میرجاوه,IR026010,,,,,,Sistan and Baluchestan,سیستان و بلوچستان,IR026,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Nikshahr,شهرستان نیک‌شهر,IR026011,,,,,,Sistan and Baluchestan,سیستان و بلوچستان,IR026,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Nimrouz,شهرستان نیمروز,IR026012,,,,,,Sistan and Baluchestan,سیستان و بلوچستان,IR026,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Ghasre Ghand,شهرستان قصرقند,IR026013,,,,,,Sistan and Baluchestan,سیستان و بلوچستان,IR026,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Saravan,شهرستان سراوان,IR026014,,,,,,Sistan and Baluchestan,سیستان و بلوچستان,IR026,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Sarbaz,شهرستان سرباز,IR026015,,,,,,Sistan and Baluchestan,سیستان و بلوچستان,IR026,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Sibo Soran,شهرستان سیب وسوران,IR026016,,,,,,Sistan and Baluchestan,سیستان و بلوچستان,IR026,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Zabol,شهرستان زابل,IR026017,,,,,,Sistan and Baluchestan,سیستان و بلوچستان,IR026,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Zehak,شهرستان زهک,IR026018,,,,,,Sistan and Baluchestan,سیستان و بلوچستان,IR026,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Zahedan,شهرستان زاهدان,IR026019,,,,,,Sistan and Baluchestan,سیستان و بلوچستان,IR026,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Birjand,شهرستان بیرجند,IR027001,,,,,,South Khorasan,خراسان جنوبی,IR027,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Boshruyeh,شهرستان بشرویه,IR027002,,,,,,South Khorasan,خراسان جنوبی,IR027,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Darmian,شهرستان درمیان,IR027003,,,,,,South Khorasan,خراسان جنوبی,IR027,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Ferdows,شهرستان فردوس,IR027004,,,,,,South Khorasan,خراسان جنوبی,IR027,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Qaen,شهرستان قائنات,IR027005,,,,,,South Khorasan,خراسان جنوبی,IR027,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Khusf,شهرستان خوسف,IR027006,,,,,,South Khorasan,خراسان جنوبی,IR027,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Nehbandan,شهرستان نهبندان,IR027007,,,,,,South Khorasan,خراسان جنوبی,IR027,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Sarayan,شهرستان سرایان,IR027008,,,,,,South Khorasan,خراسان جنوبی,IR027,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Sarbisheh,شهرستان سربیشه,IR027009,,,,,,South Khorasan,خراسان جنوبی,IR027,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Tabas,شهرستان طبس,IR027010,,,,,,South Khorasan,خراسان جنوبی,IR027,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Zirkouh,شهرستان زیرکوه,IR027011,,,,,,South Khorasan,خراسان جنوبی,IR027,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Baharestan,شهرستان بهارستان,IR028001,,,,,,Tehran,تهران,IR028,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Damavand,شهرستان دماوند,IR028002,,,,,,Tehran,تهران,IR028,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Firuzkuh,شهرستان فیروزکوه,IR028003,,,,,,Tehran,تهران,IR028,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Qarchak,شهرستان قرچک,IR028004,,,,,,Tehran,تهران,IR028,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Islamshahr,شهرستان اسلامشهر,IR028005,,,,,,Tehran,تهران,IR028,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Malard,شهرستان ملارد,IR028006,,,,,,Tehran,تهران,IR028,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Pakdasht,شهرستان پاکدشت,IR028007,,,,,,Tehran,تهران,IR028,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Pardis,شهرستان پردیس,IR028008,,,,,,Tehran,تهران,IR028,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Pishva,شهرستان پیشوا,IR028009,,,,,,Tehran,تهران,IR028,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Shahr-e Qods,شهرستان قدس,IR028010,,,,,,Tehran,تهران,IR028,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Rey,شهرستان ری,IR028011,,,,,,Tehran,تهران,IR028,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Robat-Karim,شهرستان رباط کریم,IR028012,,,,,,Tehran,تهران,IR028,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Shahriar,شهرستان شهریار,IR028013,,,,,,Tehran,تهران,IR028,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Shemiranat,شهرستان شمیرانات,IR028014,,,,,,Tehran,تهران,IR028,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Tehran,شهرستان تهران,IR028015,,,,,,Tehran,تهران,IR028,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Varamin,شهرستان ورامین,IR028016,,,,,,Tehran,تهران,IR028,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Oshnaviyeh,شهرستان اشنویه,IR029001,,,,,,West Azerbaijan,آذربایجان غربی,IR029,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Bukan,شهرستان بوکان,IR029002,,,,,,West Azerbaijan,آذربایجان غربی,IR029,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Chaldoran,شهرستان چالدران,IR029003,,,,,,West Azerbaijan,آذربایجان غربی,IR029,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Chaypareh,شهرستان چایپاره,IR029004,,,,,,West Azerbaijan,آذربایجان غربی,IR029,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Khoy,شهرستان خوی,IR029005,,,,,,West Azerbaijan,آذربایجان غربی,IR029,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Mahabad,شهرستان مهاباد,IR029006,,,,,,West Azerbaijan,آذربایجان غربی,IR029,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Maku,شهرستان ماکو,IR029007,,,,,,West Azerbaijan,آذربایجان غربی,IR029,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Miandoab,شهرستان میاندوآب,IR029008,,,,,,West Azerbaijan,آذربایجان غربی,IR029,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Naqadeh,شهرستان نقده,IR029009,,,,,,West Azerbaijan,آذربایجان غربی,IR029,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Piranshahr,شهرستان پیرانشهر,IR029010,,,,,,West Azerbaijan,آذربایجان غربی,IR029,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Poldasht,شهرستان پلدشت,IR029011,,,,,,West Azerbaijan,آذربایجان غربی,IR029,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Salmas,شهرستان سلماس,IR029012,,,,,,West Azerbaijan,آذربایجان غربی,IR029,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Sardasht,شهرستان سردشت,IR029013,,,,,,West Azerbaijan,آذربایجان غربی,IR029,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Shahindej,شهرستان شاهین‌دژ,IR029014,,,,,,West Azerbaijan,آذربایجان غربی,IR029,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Showt,شهرستان شوط,IR029015,,,,,,West Azerbaijan,آذربایجان غربی,IR029,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Takab,شهرستان تکاب,IR029016,,,,,,West Azerbaijan,آذربایجان غربی,IR029,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Urumia,شهرستان ارومیه,IR029017,,,,,,West Azerbaijan,آذربایجان غربی,IR029,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Abarkuh,شهرستان ابرکوه,IR030001,,,,,,Yazd,یزد,IR030,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Ardekan,شهرستان اردکان,IR030002,,,,,,Yazd,یزد,IR030,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Ashkezar,شهرستان اشکذر,IR030003,,,,,,Yazd,یزد,IR030,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Bafq,شهرستان بافق,IR030004,,,,,,Yazd,یزد,IR030,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Bahabad,شهرستان بهاباد,IR030005,,,,,,Yazd,یزد,IR030,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Khatam,شهرستان خاتم,IR030006,,,,,,Yazd,یزد,IR030,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Mehriz,شهرستان مهریز,IR030007,,,,,,Yazd,یزد,IR030,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Meybod,شهرستان میبد,IR030008,,,,,,Yazd,یزد,IR030,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Taft,شهرستان تفت,IR030009,,,,,,Yazd,یزد,IR030,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Yazd,شهرستان یزد,IR030010,,,,,,Yazd,یزد,IR030,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Abhar,شهرستان ابهر,IR031001,,,,,,Zanjan,زنجان,IR031,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Eejrud,شهرستان ایجرود,IR031002,,,,,,Zanjan,زنجان,IR031,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Khodabandeh,شهرستان خدابنده,IR031003,,,,,,Zanjan,زنجان,IR031,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Khorramdarreh,شهرستان خرمدره,IR031004,,,,,,Zanjan,زنجان,IR031,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Mahneshan,شهرستان ماه نشان,IR031005,,,,,,Zanjan,زنجان,IR031,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Soltanieh,شهرستان سلطانیه,IR031006,,,,,,Zanjan,زنجان,IR031,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Tarom,شهرستان طارم,IR031007,,,,,,Zanjan,زنجان,IR031,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Zanjan,شهرستان زنجان,IR031008,,,,,,Zanjan,زنجان,IR031,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
