#country+name+i_en,#country+name+i_ru,#country+name+i_ky,#country+code+v_iso2,#country+name,#country+name+alt1+i_en,#country+name+alt2+i_en,#country+name+alt1+i_ru,#country+name+alt2+i_ru,#country+name+alt1+i_ky,#country+name+alt2+i_ky,#date+start,#date+updated,#date+end
Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,,,,,,,,2018-11-21,2021-02-11,
