#country+name+i_en,#country+name+i_da,#country+code+v_iso2,#country+name,#country+name+alt1+i_en,#country+name+alt2+i_en,#country+name+alt1+i_da,#country+name+alt2+i_da,#date+start,#date+updated,#date+end
Afghanistan,افغانستان,AF,,,,,,2017-08-23,2018-05-22,
