#adm2+name+i_en,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_en,#adm2+name+alt2+i_en,#adm1+name+i_en,#adm1+code+v_pcode,#country+name+i_en,#country+code+v_iso2,#date+start,#date+updated,#date+end
Phungling,NP0101301,,,,Province 1,NP01,Nepal,NP,2020-11-17,2020-11-17,
Phaktanglung,NP0101401,,,,Province 1,NP01,Nepal,NP,2020-11-17,2020-11-17,
Mikwakhola,NP0101402,,,,Province 1,NP01,Nepal,NP,2020-11-17,2020-11-17,
Sirijangha,NP0101403,,,,Province 1,NP01,Nepal,NP,2020-11-17,2020-11-17,
Meringden,NP0101404,,,,Province 1,NP01,Nepal,NP,2020-11-17,2020-11-17,
Maiwakhola,NP0101405,,,,Province 1,NP01,Nepal,NP,2020-11-17,2020-11-17,
Aathrai Tribeni,NP0101406,,,,Province 1,NP01,Nepal,NP,2020-11-17,2020-11-17,
Pathivara Yangwarak,NP0101407,,,,Province 1,NP01,Nepal,NP,2020-11-17,2020-11-17,
Sidingba,NP0101408,,,,Province 1,NP01,Nepal,NP,2020-11-17,2020-11-17,
Phidim,NP0102301,,,,Province 1,NP01,Nepal,NP,2020-11-17,2020-11-17,
Hilihang,NP0102401,,,,Province 1,NP01,Nepal,NP,2020-11-17,2020-11-17,
Yangwarak,NP0102402,,,,Province 1,NP01,Nepal,NP,2020-11-17,2020-11-17,
Falelung,NP0102403,,,,Province 1,NP01,Nepal,NP,2020-11-17,2020-11-17,
Kummayak,NP0102404,,,,Province 1,NP01,Nepal,NP,2020-11-17,2020-11-17,
Falgunanda,NP0102405,,,,Province 1,NP01,Nepal,NP,2020-11-17,2020-11-17,
Tumbewa,NP0102406,,,,Province 1,NP01,Nepal,NP,2020-11-17,2020-11-17,
Miklajung,NP0102407,,,,Province 1,NP01,Nepal,NP,2020-11-17,2020-11-17,
Deumai,NP0103301,,,,Province 1,NP01,Nepal,NP,2020-11-17,2020-11-17,
Illam,NP0103302,,,,Province 1,NP01,Nepal,NP,2020-11-17,2020-11-17,
Suryodaya,NP0103303,,,,Province 1,NP01,Nepal,NP,2020-11-17,2020-11-17,
Mai,NP0103304,,,,Province 1,NP01,Nepal,NP,2020-11-17,2020-11-17,
Fakphokthum,NP0103401,,,,Province 1,NP01,Nepal,NP,2020-11-17,2020-11-17,
Sandakpur,NP0103402,,,,Province 1,NP01,Nepal,NP,2020-11-17,2020-11-17,
Maijogmai,NP0103403,,,,Province 1,NP01,Nepal,NP,2020-11-17,2020-11-17,
Chulachuli,NP0103404,,,,Province 1,NP01,Nepal,NP,2020-11-17,2020-11-17,
Mangsebung,NP0103405,,,,Province 1,NP01,Nepal,NP,2020-11-17,2020-11-17,
Rong,NP0103406,,,,Province 1,NP01,Nepal,NP,2020-11-17,2020-11-17,
Damak,NP0104301,,,,Province 1,NP01,Nepal,NP,2020-11-17,2020-11-17,
Shivasataxi,NP0104302,,,,Province 1,NP01,Nepal,NP,2020-11-17,2020-11-17,
Kankai,NP0104303,,,,Province 1,NP01,Nepal,NP,2020-11-17,2020-11-17,
Arjundhara,NP0104304,,,,Province 1,NP01,Nepal,NP,2020-11-17,2020-11-17,
Mechinagar,NP0104305,,,,Province 1,NP01,Nepal,NP,2020-11-17,2020-11-17,
Gauradhaha,NP0104306,,,,Province 1,NP01,Nepal,NP,2020-11-17,2020-11-17,
Birtamod,NP0104307,,,,Province 1,NP01,Nepal,NP,2020-11-17,2020-11-17,
Bhadrapur,NP0104308,,,,Province 1,NP01,Nepal,NP,2020-11-17,2020-11-17,
Kamal,NP0104401,,,,Province 1,NP01,Nepal,NP,2020-11-17,2020-11-17,
Buddhashanti,NP0104402,,,,Province 1,NP01,Nepal,NP,2020-11-17,2020-11-17,
Gauriganj,NP0104403,,,,Province 1,NP01,Nepal,NP,2020-11-17,2020-11-17,
Jhapa,NP0104404,,,,Province 1,NP01,Nepal,NP,2020-11-17,2020-11-17,
Barhadashi,NP0104405,,,,Province 1,NP01,Nepal,NP,2020-11-17,2020-11-17,
Haldibari,NP0104406,,,,Province 1,NP01,Nepal,NP,2020-11-17,2020-11-17,
Kachankawal,NP0104407,,,,Province 1,NP01,Nepal,NP,2020-11-17,2020-11-17,
Biratnagar,NP0105101,,,,Province 1,NP01,Nepal,NP,2020-11-17,2020-11-17,
Letang,NP0105301,,,,Province 1,NP01,Nepal,NP,2020-11-17,2020-11-17,
Sundarharaicha,NP0105302,,,,Province 1,NP01,Nepal,NP,2020-11-17,2020-11-17,
Belbari,NP0105303,,,,Province 1,NP01,Nepal,NP,2020-11-17,2020-11-17,
Patahrishanishchare,NP0105304,,,,Province 1,NP01,Nepal,NP,2020-11-17,2020-11-17,
Uralabari,NP0105305,,,,Province 1,NP01,Nepal,NP,2020-11-17,2020-11-17,
Rangeli,NP0105306,,,,Province 1,NP01,Nepal,NP,2020-11-17,2020-11-17,
Sunwarshi,NP0105307,,,,Province 1,NP01,Nepal,NP,2020-11-17,2020-11-17,
Ratuwamai,NP0105308,,,,Province 1,NP01,Nepal,NP,2020-11-17,2020-11-17,
Kerabari,NP0105401,,,,Province 1,NP01,Nepal,NP,2020-11-17,2020-11-17,
Miklajung,NP0105402,,,,Province 1,NP01,Nepal,NP,2020-11-17,2020-11-17,
Kanepokhari,NP0105403,,,,Province 1,NP01,Nepal,NP,2020-11-17,2020-11-17,
Budhiganga,NP0105404,,,,Province 1,NP01,Nepal,NP,2020-11-17,2020-11-17,
Gramthan,NP0105405,,,,Province 1,NP01,Nepal,NP,2020-11-17,2020-11-17,
Katahari,NP0105406,,,,Province 1,NP01,Nepal,NP,2020-11-17,2020-11-17,
