#country+name+i_es,#country+code+v_iso2,#country+name,#country+name+alt1+i_en,#country+name+alt2+i_en,#country+name+alt1+i_es,#country+name+alt2+i_es,#date+start,#date+updated,#date+end
República Dominicana (la),DO,Republica Dominicana (la),,,,,2017-09-06,2021-07-01,
