#country+name+i_pt,#country+code+v_iso2,#country+name,#country+name+alt1+i_pt,#country+name+alt2+i_pt,#date+start,#date+updated,#date+end
São Tomé e Príncipe,ST,,,,2020-08-17,2020-08-17,
