#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5002+ix_alt0,#meta+ERROR+adm2+code+v_pcode,#meta+ERROR+adm2+name,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5001,#meta+ERROR+adm1+code+v_pcode,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5000,#meta+ERROR+country+code+v_iso3166p1a2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:222:2:1410,1410,1603:45:16:222:0,1603:45:16:222:1:14,1603:45:16:222:2:1410,Jucuarán,SV1410,,,,Usulután,SV14,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1411,1411,1603:45:16:222:0,1603:45:16:222:1:14,1603:45:16:222:2:1411,Mercedes Umaña,SV1411,,,,Usulután,SV14,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1412,1412,1603:45:16:222:0,1603:45:16:222:1:14,1603:45:16:222:2:1412,Nueva Granada,SV1412,,,,Usulután,SV14,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1413,1413,1603:45:16:222:0,1603:45:16:222:1:14,1603:45:16:222:2:1413,Ozatlán,SV1413,,,,Usulután,SV14,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1414,1414,1603:45:16:222:0,1603:45:16:222:1:14,1603:45:16:222:2:1414,Puerto El Triunfo,SV1414,,,,Usulután,SV14,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1415,1415,1603:45:16:222:0,1603:45:16:222:1:14,1603:45:16:222:2:1415,San Agustín,SV1415,,,,Usulután,SV14,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1416,1416,1603:45:16:222:0,1603:45:16:222:1:14,1603:45:16:222:2:1416,San Buenaventura,SV1416,,,,Usulután,SV14,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1417,1417,1603:45:16:222:0,1603:45:16:222:1:14,1603:45:16:222:2:1417,San Dionisio,SV1417,,,,Usulután,SV14,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1418,1418,1603:45:16:222:0,1603:45:16:222:1:14,1603:45:16:222:2:1418,San Francisco Javier,SV1418,,,,Usulután,SV14,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1419,1419,1603:45:16:222:0,1603:45:16:222:1:14,1603:45:16:222:2:1419,Santa Elena,SV1419,,,,Usulután,SV14,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1420,1420,1603:45:16:222:0,1603:45:16:222:1:14,1603:45:16:222:2:1420,Santa María,SV1420,,,,Usulután,SV14,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1421,1421,1603:45:16:222:0,1603:45:16:222:1:14,1603:45:16:222:2:1421,Santiago de María,SV1421,,,,Usulután,SV14,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1422,1422,1603:45:16:222:0,1603:45:16:222:1:14,1603:45:16:222:2:1422,Tecapán,SV1422,,,,Usulután,SV14,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1423,1423,1603:45:16:222:0,1603:45:16:222:1:14,1603:45:16:222:2:1423,Usulután,SV1423,,,,Usulután,SV14,El Salvador,SV,2020-05-29,2021-02-08,
