qcc-Zxxx-r-sU2200-s1603-snop,qcc-Zxxx-r-aMDCIII-alatcodicem-anop,qcc-Zxxx-r-sU2200-s5000-snop,qcc-Zxxx-r-sU2200-s5001-snop,eng-Latn-r-pSKOS-pprefLabel-ps5001,qcc-Zxxx-r-pWDATA-pq7200235-ps5001-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5000,qcc-Zxxx-r-pP-pp297-ps5000-x-p297,qcc-Zxxx-r-pP-pp577-ps1603,qcc-Zxxx-r-pP-pp813-ps1603,qcc-Zxxx-r-pP-pp2699-ps1603
1603:45:16:174:1:1,1,1603:45:16:174:0,1603:45:16:174:1:1,Anjouan (Ndzouani),KM1,Comoros (the),KM,2018-12-28,2019-12-12,
1603:45:16:174:1:2,2,1603:45:16:174:0,1603:45:16:174:1:2,Grande Comore (Ngazidja),KM2,Comoros (the),KM,2018-12-28,2019-12-12,
1603:45:16:174:1:3,3,1603:45:16:174:0,1603:45:16:174:1:3,Mohéli (Mwali),KM3,Comoros (the),KM,2018-12-28,2019-12-12,
