#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt0,#item+rem+i_vie+is_latn+rdf_p_skos_preflabel_s5002+ix_alt0,#meta+ERROR+adm2+code+v_pcode,#meta+ERROR+adm2+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_vie+is_latn+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_vie+is_latn+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_vie+is_latn+rdf_p_skos_preflabel_s5001,#meta+ERROR+adm1+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_vie+is_latn+rdf_p_skos_preflabel_s5000,#meta+ERROR+country+code+v_iso3166p1a2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:704:2:60634,60634,1603:45:16:704:0,1603:45:16:704:1:606,1603:45:16:704:2:60634,Tuy Duc,Huyện Tuy Đức,VN60634,,,,,,Dak Nong,Đăk Nông,VN606,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:60635,60635,1603:45:16:704:0,1603:45:16:704:1:606,1603:45:16:704:2:60635,Dak Glong,Huyện Đắk Glong,VN60635,,,,,,Dak Nong,Đăk Nông,VN606,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:60701,60701,1603:45:16:704:0,1603:45:16:704:1:607,1603:45:16:704:2:60701,Da Lat,TP. Đà Lạt,VN60701,,,,,,Lam Dong,Lâm Đồng,VN607,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:60703,60703,1603:45:16:704:0,1603:45:16:704:1:607,1603:45:16:704:2:60703,Bao Loc,TP. Bảo Lộc,VN60703,,,,,,Lam Dong,Lâm Đồng,VN607,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:60705,60705,1603:45:16:704:0,1603:45:16:704:1:607,1603:45:16:704:2:60705,Lac Duong,Huyện Lạc Dương,VN60705,,,,,,Lam Dong,Lâm Đồng,VN607,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:60707,60707,1603:45:16:704:0,1603:45:16:704:1:607,1603:45:16:704:2:60707,Don Duong,Huyện Đơn Dương,VN60707,,,,,,Lam Dong,Lâm Đồng,VN607,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:60709,60709,1603:45:16:704:0,1603:45:16:704:1:607,1603:45:16:704:2:60709,Duc Trong,Huyện Đức Trọng,VN60709,,,,,,Lam Dong,Lâm Đồng,VN607,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:60711,60711,1603:45:16:704:0,1603:45:16:704:1:607,1603:45:16:704:2:60711,Lam Ha,Huyện Lâm Hà,VN60711,,,,,,Lam Dong,Lâm Đồng,VN607,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:60713,60713,1603:45:16:704:0,1603:45:16:704:1:607,1603:45:16:704:2:60713,Bao Lam,Huyện Bảo Lâm,VN60713,,,,,,Lam Dong,Lâm Đồng,VN607,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:60715,60715,1603:45:16:704:0,1603:45:16:704:1:607,1603:45:16:704:2:60715,Di Linh,Huyện Di Linh,VN60715,,,,,,Lam Dong,Lâm Đồng,VN607,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:60717,60717,1603:45:16:704:0,1603:45:16:704:1:607,1603:45:16:704:2:60717,Da Huoai,Huyện Đạ Huoai,VN60717,,,,,,Lam Dong,Lâm Đồng,VN607,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:60719,60719,1603:45:16:704:0,1603:45:16:704:1:607,1603:45:16:704:2:60719,Da Teh,Huyện Đạ Tẻh,VN60719,,,,,,Lam Dong,Lâm Đồng,VN607,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:60721,60721,1603:45:16:704:0,1603:45:16:704:1:607,1603:45:16:704:2:60721,Cat Tien,Huyện Cát Tiên,VN60721,,,,,,Lam Dong,Lâm Đồng,VN607,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:60723,60723,1603:45:16:704:0,1603:45:16:704:1:607,1603:45:16:704:2:60723,Dam Rong,Huyện Đam Rông,VN60723,,,,,,Lam Dong,Lâm Đồng,VN607,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:70101,70101,1603:45:16:704:0,1603:45:16:704:1:701,1603:45:16:704:2:70101,Quan 1,Quận 1,VN70101,,,,,,Ho Chi Minh city,TP. Hồ Chí Minh,VN701,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:70103,70103,1603:45:16:704:0,1603:45:16:704:1:701,1603:45:16:704:2:70103,Quan 2,Quận 2,VN70103,,,,,,Ho Chi Minh city,TP. Hồ Chí Minh,VN701,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:70105,70105,1603:45:16:704:0,1603:45:16:704:1:701,1603:45:16:704:2:70105,Quan 3,Quận 3,VN70105,,,,,,Ho Chi Minh city,TP. Hồ Chí Minh,VN701,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:70107,70107,1603:45:16:704:0,1603:45:16:704:1:701,1603:45:16:704:2:70107,Quan 4,Quận 4,VN70107,,,,,,Ho Chi Minh city,TP. Hồ Chí Minh,VN701,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:70109,70109,1603:45:16:704:0,1603:45:16:704:1:701,1603:45:16:704:2:70109,Quan 5,Quận 5,VN70109,,,,,,Ho Chi Minh city,TP. Hồ Chí Minh,VN701,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:70111,70111,1603:45:16:704:0,1603:45:16:704:1:701,1603:45:16:704:2:70111,Quan 6,Quận 6,VN70111,,,,,,Ho Chi Minh city,TP. Hồ Chí Minh,VN701,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:70113,70113,1603:45:16:704:0,1603:45:16:704:1:701,1603:45:16:704:2:70113,Quan 7,Quận 7,VN70113,,,,,,Ho Chi Minh city,TP. Hồ Chí Minh,VN701,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:70115,70115,1603:45:16:704:0,1603:45:16:704:1:701,1603:45:16:704:2:70115,Quan 8,Quận 8,VN70115,,,,,,Ho Chi Minh city,TP. Hồ Chí Minh,VN701,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:70117,70117,1603:45:16:704:0,1603:45:16:704:1:701,1603:45:16:704:2:70117,Quan 9,Quận 9,VN70117,,,,,,Ho Chi Minh city,TP. Hồ Chí Minh,VN701,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:70119,70119,1603:45:16:704:0,1603:45:16:704:1:701,1603:45:16:704:2:70119,Quan 10,Quận 10,VN70119,,,,,,Ho Chi Minh city,TP. Hồ Chí Minh,VN701,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:70121,70121,1603:45:16:704:0,1603:45:16:704:1:701,1603:45:16:704:2:70121,Quan 11,Quận 11,VN70121,,,,,,Ho Chi Minh city,TP. Hồ Chí Minh,VN701,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:70123,70123,1603:45:16:704:0,1603:45:16:704:1:701,1603:45:16:704:2:70123,Quan 12,Quận 12,VN70123,,,,,,Ho Chi Minh city,TP. Hồ Chí Minh,VN701,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:70125,70125,1603:45:16:704:0,1603:45:16:704:1:701,1603:45:16:704:2:70125,Go Vap,Quận Gò Vấp,VN70125,,,,,,Ho Chi Minh city,TP. Hồ Chí Minh,VN701,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:70127,70127,1603:45:16:704:0,1603:45:16:704:1:701,1603:45:16:704:2:70127,Tan Binh,Quận Tân Bình,VN70127,,,,,,Ho Chi Minh city,TP. Hồ Chí Minh,VN701,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:70128,70128,1603:45:16:704:0,1603:45:16:704:1:701,1603:45:16:704:2:70128,Tan Phu,Quận Tân Phú,VN70128,,,,,,Ho Chi Minh city,TP. Hồ Chí Minh,VN701,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:70129,70129,1603:45:16:704:0,1603:45:16:704:1:701,1603:45:16:704:2:70129,Binh Thanh,Quận Bình Thạnh,VN70129,,,,,,Ho Chi Minh city,TP. Hồ Chí Minh,VN701,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:70131,70131,1603:45:16:704:0,1603:45:16:704:1:701,1603:45:16:704:2:70131,Phu Nhuan,Quận Phú Nhuận,VN70131,,,,,,Ho Chi Minh city,TP. Hồ Chí Minh,VN701,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:70133,70133,1603:45:16:704:0,1603:45:16:704:1:701,1603:45:16:704:2:70133,Thu Duc,Quận Thủ Đức,VN70133,,,,,,Ho Chi Minh city,TP. Hồ Chí Minh,VN701,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:70135,70135,1603:45:16:704:0,1603:45:16:704:1:701,1603:45:16:704:2:70135,Cu Chi,Huyện Củ Chi,VN70135,,,,,,Ho Chi Minh city,TP. Hồ Chí Minh,VN701,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:70137,70137,1603:45:16:704:0,1603:45:16:704:1:701,1603:45:16:704:2:70137,Hoc Mon,Huyện Hóc Môn,VN70137,,,,,,Ho Chi Minh city,TP. Hồ Chí Minh,VN701,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:70139,70139,1603:45:16:704:0,1603:45:16:704:1:701,1603:45:16:704:2:70139,Binh Chanh,Huyện Bình Chánh,VN70139,,,,,,Ho Chi Minh city,TP. Hồ Chí Minh,VN701,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:70140,70140,1603:45:16:704:0,1603:45:16:704:1:701,1603:45:16:704:2:70140,Binh Tan,Quận Bình Tân,VN70140,,,,,,Ho Chi Minh city,TP. Hồ Chí Minh,VN701,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:70141,70141,1603:45:16:704:0,1603:45:16:704:1:701,1603:45:16:704:2:70141,Nha Be,Huyện Nhà Bè,VN70141,,,,,,Ho Chi Minh city,TP. Hồ Chí Minh,VN701,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:70143,70143,1603:45:16:704:0,1603:45:16:704:1:701,1603:45:16:704:2:70143,Can Gio,Huyện Cần Giờ,VN70143,,,,,,Ho Chi Minh city,TP. Hồ Chí Minh,VN701,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:70501,70501,1603:45:16:704:0,1603:45:16:704:1:705,1603:45:16:704:2:70501,Phan Rang-Thap Cham,TP. Phan Rang-Tháp Chàm,VN70501,,,,,,Ninh Thuan,Ninh Thuận,VN705,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:70503,70503,1603:45:16:704:0,1603:45:16:704:1:705,1603:45:16:704:2:70503,Ninh Son,Huyện Ninh Sơn,VN70503,,,,,,Ninh Thuan,Ninh Thuận,VN705,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:70504,70504,1603:45:16:704:0,1603:45:16:704:1:705,1603:45:16:704:2:70504,Bac Ai,Huyện Bác Ái,VN70504,,,,,,Ninh Thuan,Ninh Thuận,VN705,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:70505,70505,1603:45:16:704:0,1603:45:16:704:1:705,1603:45:16:704:2:70505,Ninh Hai,Huyện Ninh Hải,VN70505,,,,,,Ninh Thuan,Ninh Thuận,VN705,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:70506,70506,1603:45:16:704:0,1603:45:16:704:1:705,1603:45:16:704:2:70506,Thuan Bac,Huyện Thuận Bắc,VN70506,,,,,,Ninh Thuan,Ninh Thuận,VN705,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:70507,70507,1603:45:16:704:0,1603:45:16:704:1:705,1603:45:16:704:2:70507,Ninh Phuoc,Huyện Ninh Phước,VN70507,,,,,,Ninh Thuan,Ninh Thuận,VN705,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:70508,70508,1603:45:16:704:0,1603:45:16:704:1:705,1603:45:16:704:2:70508,Thuan Nam,Huyện Thuận Nam,VN70508,,,,,,Ninh Thuan,Ninh Thuận,VN705,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:70701,70701,1603:45:16:704:0,1603:45:16:704:1:707,1603:45:16:704:2:70701,Dong Xoai,Thị xã Đồng Xoài,VN70701,,,,,,Binh Phuoc,Bình Phước,VN707,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:70702,70702,1603:45:16:704:0,1603:45:16:704:1:707,1603:45:16:704:2:70702,Dong Phu,Huyện Đồng Phú,VN70702,,,,,,Binh Phuoc,Bình Phước,VN707,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:70703,70703,1603:45:16:704:0,1603:45:16:704:1:707,1603:45:16:704:2:70703,Phuoc Long,Thị xã Phước Long,VN70703,,,,,,Binh Phuoc,Bình Phước,VN707,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:70705,70705,1603:45:16:704:0,1603:45:16:704:1:707,1603:45:16:704:2:70705,Loc Ninh,Huyện Lộc Ninh,VN70705,,,,,,Binh Phuoc,Bình Phước,VN707,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:70706,70706,1603:45:16:704:0,1603:45:16:704:1:707,1603:45:16:704:2:70706,Bu Dop,Huyện Bù Đốp,VN70706,,,,,,Binh Phuoc,Bình Phước,VN707,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:70707,70707,1603:45:16:704:0,1603:45:16:704:1:707,1603:45:16:704:2:70707,Bu Dang,Huyện Bù Đăng,VN70707,,,,,,Binh Phuoc,Bình Phước,VN707,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:70708,70708,1603:45:16:704:0,1603:45:16:704:1:707,1603:45:16:704:2:70708,Chon Thanh,Huyện Chơn Thành,VN70708,,,,,,Binh Phuoc,Bình Phước,VN707,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:70709,70709,1603:45:16:704:0,1603:45:16:704:1:707,1603:45:16:704:2:70709,Binh Long,Thị xã Bình Long,VN70709,,,,,,Binh Phuoc,Bình Phước,VN707,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:70710,70710,1603:45:16:704:0,1603:45:16:704:1:707,1603:45:16:704:2:70710,Hon Quan,Huyện Hớn Quản,VN70710,,,,,,Binh Phuoc,Bình Phước,VN707,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:70711,70711,1603:45:16:704:0,1603:45:16:704:1:707,1603:45:16:704:2:70711,Bu Gia Map,Huyện Bù Gia Mập,VN70711,,,,,,Binh Phuoc,Bình Phước,VN707,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:70901,70901,1603:45:16:704:0,1603:45:16:704:1:709,1603:45:16:704:2:70901,Tay Ninh,TP. Tây Ninh,VN70901,,,,,,Tay Ninh,Tây Ninh,VN709,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:70903,70903,1603:45:16:704:0,1603:45:16:704:1:709,1603:45:16:704:2:70903,Tan Bien,Huyện Tân Biên,VN70903,,,,,,Tay Ninh,Tây Ninh,VN709,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:70905,70905,1603:45:16:704:0,1603:45:16:704:1:709,1603:45:16:704:2:70905,Tan Chau,Huyện Tân Châu,VN70905,,,,,,Tay Ninh,Tây Ninh,VN709,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:70907,70907,1603:45:16:704:0,1603:45:16:704:1:709,1603:45:16:704:2:70907,Duong Minh Chau,Huyện Dương Minh Châu,VN70907,,,,,,Tay Ninh,Tây Ninh,VN709,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:70909,70909,1603:45:16:704:0,1603:45:16:704:1:709,1603:45:16:704:2:70909,Chau Thanh,Huyện Châu Thành,VN70909,,,,,,Tay Ninh,Tây Ninh,VN709,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:70911,70911,1603:45:16:704:0,1603:45:16:704:1:709,1603:45:16:704:2:70911,Hoa Thanh,Huyện Hòa Thành,VN70911,,,,,,Tay Ninh,Tây Ninh,VN709,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:70913,70913,1603:45:16:704:0,1603:45:16:704:1:709,1603:45:16:704:2:70913,Ben Cau,Huyện Bến Cầu,VN70913,,,,,,Tay Ninh,Tây Ninh,VN709,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:70915,70915,1603:45:16:704:0,1603:45:16:704:1:709,1603:45:16:704:2:70915,Go Dau,Huyện Gò Dầu,VN70915,,,,,,Tay Ninh,Tây Ninh,VN709,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:70917,70917,1603:45:16:704:0,1603:45:16:704:1:709,1603:45:16:704:2:70917,Trang Bang,Huyện Trảng Bàng,VN70917,,,,,,Tay Ninh,Tây Ninh,VN709,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:71101,71101,1603:45:16:704:0,1603:45:16:704:1:711,1603:45:16:704:2:71101,Thu Dau Mot,TP. Thủ Dầu Một,VN71101,,,,,,Binh Duong,Bình Dương,VN711,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:71102,71102,1603:45:16:704:0,1603:45:16:704:1:711,1603:45:16:704:2:71102,Dau Tieng,Huyện Dầu Tiếng,VN71102,,,,,,Binh Duong,Bình Dương,VN711,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:71103,71103,1603:45:16:704:0,1603:45:16:704:1:711,1603:45:16:704:2:71103,Ben Cat,Thị xã Bến Cát,VN71103,,,,,,Binh Duong,Bình Dương,VN711,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:71104,71104,1603:45:16:704:0,1603:45:16:704:1:711,1603:45:16:704:2:71104,Phu Giao,Huyện Phú Giáo,VN71104,,,,,,Binh Duong,Bình Dương,VN711,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:71105,71105,1603:45:16:704:0,1603:45:16:704:1:711,1603:45:16:704:2:71105,Tan Uyen,Thị xã Tân Uyên,VN71105,,,,,,Binh Duong,Bình Dương,VN711,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:71107,71107,1603:45:16:704:0,1603:45:16:704:1:711,1603:45:16:704:2:71107,Thuan An,Thị xã Thuận An,VN71107,,,,,,Binh Duong,Bình Dương,VN711,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:71108,71108,1603:45:16:704:0,1603:45:16:704:1:711,1603:45:16:704:2:71108,Di An,Thị xã Dĩ An,VN71108,,,,,,Binh Duong,Bình Dương,VN711,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:71109,71109,1603:45:16:704:0,1603:45:16:704:1:711,1603:45:16:704:2:71109,Bac Tan Uyen,Huyện Bắc Tân Uyên,VN71109,,,,,,Binh Duong,Bình Dương,VN711,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:71110,71110,1603:45:16:704:0,1603:45:16:704:1:711,1603:45:16:704:2:71110,Bau Bang,Huyện Bàu Bàng,VN71110,,,,,,Binh Duong,Bình Dương,VN711,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:71301,71301,1603:45:16:704:0,1603:45:16:704:1:713,1603:45:16:704:2:71301,Bien Hoa,TP. Biên Hòa,VN71301,,,,,,Dong Nai,Đồng Nai,VN713,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:71303,71303,1603:45:16:704:0,1603:45:16:704:1:713,1603:45:16:704:2:71303,Tan Phu,Huyện Tân Phú,VN71303,,,,,,Dong Nai,Đồng Nai,VN713,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:71305,71305,1603:45:16:704:0,1603:45:16:704:1:713,1603:45:16:704:2:71305,Dinh Quan,Huyện Định Quán,VN71305,,,,,,Dong Nai,Đồng Nai,VN713,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:71307,71307,1603:45:16:704:0,1603:45:16:704:1:713,1603:45:16:704:2:71307,Vinh Cuu,Huyện Vĩnh Cửu,VN71307,,,,,,Dong Nai,Đồng Nai,VN713,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:71309,71309,1603:45:16:704:0,1603:45:16:704:1:713,1603:45:16:704:2:71309,Thong Nhat,Huyện Thống Nhất,VN71309,,,,,,Dong Nai,Đồng Nai,VN713,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:71310,71310,1603:45:16:704:0,1603:45:16:704:1:713,1603:45:16:704:2:71310,Trang Bom,Huyện Trảng Bom,VN71310,,,,,,Dong Nai,Đồng Nai,VN713,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:71311,71311,1603:45:16:704:0,1603:45:16:704:1:713,1603:45:16:704:2:71311,Long Khanh,Thị xã Long Khánh,VN71311,,,,,,Dong Nai,Đồng Nai,VN713,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:71312,71312,1603:45:16:704:0,1603:45:16:704:1:713,1603:45:16:704:2:71312,Cam My,Huyện Cẩm Mỹ,VN71312,,,,,,Dong Nai,Đồng Nai,VN713,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:71313,71313,1603:45:16:704:0,1603:45:16:704:1:713,1603:45:16:704:2:71313,Xuan Loc,Huyện Xuân Lộc,VN71313,,,,,,Dong Nai,Đồng Nai,VN713,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:71315,71315,1603:45:16:704:0,1603:45:16:704:1:713,1603:45:16:704:2:71315,Long Thanh,Huyện Long Thành,VN71315,,,,,,Dong Nai,Đồng Nai,VN713,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:71317,71317,1603:45:16:704:0,1603:45:16:704:1:713,1603:45:16:704:2:71317,Nhon Trach,Huyện Nhơn Trạch,VN71317,,,,,,Dong Nai,Đồng Nai,VN713,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:71501,71501,1603:45:16:704:0,1603:45:16:704:1:715,1603:45:16:704:2:71501,Phan Thiet,TP. Phan Thiết,VN71501,,,,,,Binh Thuan,Bình Thuận,VN715,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:71502,71502,1603:45:16:704:0,1603:45:16:704:1:715,1603:45:16:704:2:71502,La Gi,Thị xã La Gi,VN71502,,,,,,Binh Thuan,Bình Thuận,VN715,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:71503,71503,1603:45:16:704:0,1603:45:16:704:1:715,1603:45:16:704:2:71503,Tuy Phong,Huyện Tuy Phong,VN71503,,,,,,Binh Thuan,Bình Thuận,VN715,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:71505,71505,1603:45:16:704:0,1603:45:16:704:1:715,1603:45:16:704:2:71505,Bac Binh,Huyện Bắc Bình,VN71505,,,,,,Binh Thuan,Bình Thuận,VN715,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:71507,71507,1603:45:16:704:0,1603:45:16:704:1:715,1603:45:16:704:2:71507,Ham Thuan Bac,Huyện Hàm Thuận Bắc,VN71507,,,,,,Binh Thuan,Bình Thuận,VN715,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:71509,71509,1603:45:16:704:0,1603:45:16:704:1:715,1603:45:16:704:2:71509,Ham Thuan Nam,Huyện Hàm Thuận Nam,VN71509,,,,,,Binh Thuan,Bình Thuận,VN715,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:71511,71511,1603:45:16:704:0,1603:45:16:704:1:715,1603:45:16:704:2:71511,Tanh Linh,Huyện Tánh Linh,VN71511,,,,,,Binh Thuan,Bình Thuận,VN715,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:71513,71513,1603:45:16:704:0,1603:45:16:704:1:715,1603:45:16:704:2:71513,Ham Tan,Huyện Hàm Tân,VN71513,,,,,,Binh Thuan,Bình Thuận,VN715,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:71515,71515,1603:45:16:704:0,1603:45:16:704:1:715,1603:45:16:704:2:71515,Duc Linh,Huyện Đức Linh,VN71515,,,,,,Binh Thuan,Bình Thuận,VN715,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:71517,71517,1603:45:16:704:0,1603:45:16:704:1:715,1603:45:16:704:2:71517,Phu Quy,Huyện Phú Quý,VN71517,,,,,,Binh Thuan,Bình Thuận,VN715,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:71701,71701,1603:45:16:704:0,1603:45:16:704:1:717,1603:45:16:704:2:71701,Vung Tau,TP. Vũng Tàu,VN71701,,,,,,Ba Ria - Vung Tau,Bà Rịa - Vũng Tàu,VN717,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
