#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5004+rdf_p_obo_bfo171_s5003+rdf_s_u2200_s5004,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5004+ix_alt0,#meta+ERROR+adm4+code+v_pcode,#meta+ERROR+adm4+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5004+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5004+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003,#meta+ERROR+adm3+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#meta+ERROR+adm2+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#meta+ERROR+adm1+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#meta+ERROR+country+code+v_iso3166p1a2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:710:4:6383007,6383007,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:638,1603:45:16:710:3:6383,1603:45:16:710:4:6383007,007,ZA6383007,,,,Mafikeng,ZA6383,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6383008,6383008,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:638,1603:45:16:710:3:6383,1603:45:16:710:4:6383008,008,ZA6383008,,,,Mafikeng,ZA6383,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6383009,6383009,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:638,1603:45:16:710:3:6383,1603:45:16:710:4:6383009,009,ZA6383009,,,,Mafikeng,ZA6383,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6383010,6383010,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:638,1603:45:16:710:3:6383,1603:45:16:710:4:6383010,010,ZA6383010,,,,Mafikeng,ZA6383,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6383011,6383011,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:638,1603:45:16:710:3:6383,1603:45:16:710:4:6383011,011,ZA6383011,,,,Mafikeng,ZA6383,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6383012,6383012,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:638,1603:45:16:710:3:6383,1603:45:16:710:4:6383012,012,ZA6383012,,,,Mafikeng,ZA6383,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6383013,6383013,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:638,1603:45:16:710:3:6383,1603:45:16:710:4:6383013,013,ZA6383013,,,,Mafikeng,ZA6383,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6383014,6383014,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:638,1603:45:16:710:3:6383,1603:45:16:710:4:6383014,014,ZA6383014,,,,Mafikeng,ZA6383,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6383015,6383015,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:638,1603:45:16:710:3:6383,1603:45:16:710:4:6383015,015,ZA6383015,,,,Mafikeng,ZA6383,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6383016,6383016,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:638,1603:45:16:710:3:6383,1603:45:16:710:4:6383016,016,ZA6383016,,,,Mafikeng,ZA6383,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6383017,6383017,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:638,1603:45:16:710:3:6383,1603:45:16:710:4:6383017,017,ZA6383017,,,,Mafikeng,ZA6383,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6383018,6383018,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:638,1603:45:16:710:3:6383,1603:45:16:710:4:6383018,018,ZA6383018,,,,Mafikeng,ZA6383,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6383019,6383019,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:638,1603:45:16:710:3:6383,1603:45:16:710:4:6383019,019,ZA6383019,,,,Mafikeng,ZA6383,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6383020,6383020,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:638,1603:45:16:710:3:6383,1603:45:16:710:4:6383020,020,ZA6383020,,,,Mafikeng,ZA6383,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6383021,6383021,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:638,1603:45:16:710:3:6383,1603:45:16:710:4:6383021,021,ZA6383021,,,,Mafikeng,ZA6383,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6383022,6383022,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:638,1603:45:16:710:3:6383,1603:45:16:710:4:6383022,022,ZA6383022,,,,Mafikeng,ZA6383,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6383023,6383023,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:638,1603:45:16:710:3:6383,1603:45:16:710:4:6383023,023,ZA6383023,,,,Mafikeng,ZA6383,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6383024,6383024,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:638,1603:45:16:710:3:6383,1603:45:16:710:4:6383024,024,ZA6383024,,,,Mafikeng,ZA6383,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6383025,6383025,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:638,1603:45:16:710:3:6383,1603:45:16:710:4:6383025,025,ZA6383025,,,,Mafikeng,ZA6383,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6383026,6383026,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:638,1603:45:16:710:3:6383,1603:45:16:710:4:6383026,026,ZA6383026,,,,Mafikeng,ZA6383,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6383027,6383027,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:638,1603:45:16:710:3:6383,1603:45:16:710:4:6383027,027,ZA6383027,,,,Mafikeng,ZA6383,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6383028,6383028,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:638,1603:45:16:710:3:6383,1603:45:16:710:4:6383028,028,ZA6383028,,,,Mafikeng,ZA6383,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6383029,6383029,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:638,1603:45:16:710:3:6383,1603:45:16:710:4:6383029,029,ZA6383029,,,,Mafikeng,ZA6383,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6383030,6383030,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:638,1603:45:16:710:3:6383,1603:45:16:710:4:6383030,030,ZA6383030,,,,Mafikeng,ZA6383,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6383031,6383031,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:638,1603:45:16:710:3:6383,1603:45:16:710:4:6383031,031,ZA6383031,,,,Mafikeng,ZA6383,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6383032,6383032,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:638,1603:45:16:710:3:6383,1603:45:16:710:4:6383032,032,ZA6383032,,,,Mafikeng,ZA6383,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6383033,6383033,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:638,1603:45:16:710:3:6383,1603:45:16:710:4:6383033,033,ZA6383033,,,,Mafikeng,ZA6383,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6383034,6383034,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:638,1603:45:16:710:3:6383,1603:45:16:710:4:6383034,034,ZA6383034,,,,Mafikeng,ZA6383,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6383035,6383035,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:638,1603:45:16:710:3:6383,1603:45:16:710:4:6383035,035,ZA6383035,,,,Mafikeng,ZA6383,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6384001,6384001,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:638,1603:45:16:710:3:6384,1603:45:16:710:4:6384001,001,ZA6384001,,,,Ditsobotla,ZA6384,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6384002,6384002,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:638,1603:45:16:710:3:6384,1603:45:16:710:4:6384002,002,ZA6384002,,,,Ditsobotla,ZA6384,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6384003,6384003,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:638,1603:45:16:710:3:6384,1603:45:16:710:4:6384003,003,ZA6384003,,,,Ditsobotla,ZA6384,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6384004,6384004,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:638,1603:45:16:710:3:6384,1603:45:16:710:4:6384004,004,ZA6384004,,,,Ditsobotla,ZA6384,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6384005,6384005,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:638,1603:45:16:710:3:6384,1603:45:16:710:4:6384005,005,ZA6384005,,,,Ditsobotla,ZA6384,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6384006,6384006,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:638,1603:45:16:710:3:6384,1603:45:16:710:4:6384006,006,ZA6384006,,,,Ditsobotla,ZA6384,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6384007,6384007,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:638,1603:45:16:710:3:6384,1603:45:16:710:4:6384007,007,ZA6384007,,,,Ditsobotla,ZA6384,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6384008,6384008,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:638,1603:45:16:710:3:6384,1603:45:16:710:4:6384008,008,ZA6384008,,,,Ditsobotla,ZA6384,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6384009,6384009,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:638,1603:45:16:710:3:6384,1603:45:16:710:4:6384009,009,ZA6384009,,,,Ditsobotla,ZA6384,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6384010,6384010,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:638,1603:45:16:710:3:6384,1603:45:16:710:4:6384010,010,ZA6384010,,,,Ditsobotla,ZA6384,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6384011,6384011,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:638,1603:45:16:710:3:6384,1603:45:16:710:4:6384011,011,ZA6384011,,,,Ditsobotla,ZA6384,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6384012,6384012,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:638,1603:45:16:710:3:6384,1603:45:16:710:4:6384012,012,ZA6384012,,,,Ditsobotla,ZA6384,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6384013,6384013,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:638,1603:45:16:710:3:6384,1603:45:16:710:4:6384013,013,ZA6384013,,,,Ditsobotla,ZA6384,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6384014,6384014,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:638,1603:45:16:710:3:6384,1603:45:16:710:4:6384014,014,ZA6384014,,,,Ditsobotla,ZA6384,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6384015,6384015,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:638,1603:45:16:710:3:6384,1603:45:16:710:4:6384015,015,ZA6384015,,,,Ditsobotla,ZA6384,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6384016,6384016,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:638,1603:45:16:710:3:6384,1603:45:16:710:4:6384016,016,ZA6384016,,,,Ditsobotla,ZA6384,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6384017,6384017,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:638,1603:45:16:710:3:6384,1603:45:16:710:4:6384017,017,ZA6384017,,,,Ditsobotla,ZA6384,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6384018,6384018,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:638,1603:45:16:710:3:6384,1603:45:16:710:4:6384018,018,ZA6384018,,,,Ditsobotla,ZA6384,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6384019,6384019,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:638,1603:45:16:710:3:6384,1603:45:16:710:4:6384019,019,ZA6384019,,,,Ditsobotla,ZA6384,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6384020,6384020,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:638,1603:45:16:710:3:6384,1603:45:16:710:4:6384020,020,ZA6384020,,,,Ditsobotla,ZA6384,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6385001,6385001,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:638,1603:45:16:710:3:6385,1603:45:16:710:4:6385001,001,ZA6385001,,,,Ramotshere Moiloa,ZA6385,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6385002,6385002,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:638,1603:45:16:710:3:6385,1603:45:16:710:4:6385002,002,ZA6385002,,,,Ramotshere Moiloa,ZA6385,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6385003,6385003,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:638,1603:45:16:710:3:6385,1603:45:16:710:4:6385003,003,ZA6385003,,,,Ramotshere Moiloa,ZA6385,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6385004,6385004,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:638,1603:45:16:710:3:6385,1603:45:16:710:4:6385004,004,ZA6385004,,,,Ramotshere Moiloa,ZA6385,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6385005,6385005,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:638,1603:45:16:710:3:6385,1603:45:16:710:4:6385005,005,ZA6385005,,,,Ramotshere Moiloa,ZA6385,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6385006,6385006,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:638,1603:45:16:710:3:6385,1603:45:16:710:4:6385006,006,ZA6385006,,,,Ramotshere Moiloa,ZA6385,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6385007,6385007,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:638,1603:45:16:710:3:6385,1603:45:16:710:4:6385007,007,ZA6385007,,,,Ramotshere Moiloa,ZA6385,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6385008,6385008,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:638,1603:45:16:710:3:6385,1603:45:16:710:4:6385008,008,ZA6385008,,,,Ramotshere Moiloa,ZA6385,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6385009,6385009,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:638,1603:45:16:710:3:6385,1603:45:16:710:4:6385009,009,ZA6385009,,,,Ramotshere Moiloa,ZA6385,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6385010,6385010,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:638,1603:45:16:710:3:6385,1603:45:16:710:4:6385010,010,ZA6385010,,,,Ramotshere Moiloa,ZA6385,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6385011,6385011,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:638,1603:45:16:710:3:6385,1603:45:16:710:4:6385011,011,ZA6385011,,,,Ramotshere Moiloa,ZA6385,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6385012,6385012,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:638,1603:45:16:710:3:6385,1603:45:16:710:4:6385012,012,ZA6385012,,,,Ramotshere Moiloa,ZA6385,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6385013,6385013,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:638,1603:45:16:710:3:6385,1603:45:16:710:4:6385013,013,ZA6385013,,,,Ramotshere Moiloa,ZA6385,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6385014,6385014,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:638,1603:45:16:710:3:6385,1603:45:16:710:4:6385014,014,ZA6385014,,,,Ramotshere Moiloa,ZA6385,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6385015,6385015,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:638,1603:45:16:710:3:6385,1603:45:16:710:4:6385015,015,ZA6385015,,,,Ramotshere Moiloa,ZA6385,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6385016,6385016,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:638,1603:45:16:710:3:6385,1603:45:16:710:4:6385016,016,ZA6385016,,,,Ramotshere Moiloa,ZA6385,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6385017,6385017,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:638,1603:45:16:710:3:6385,1603:45:16:710:4:6385017,017,ZA6385017,,,,Ramotshere Moiloa,ZA6385,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6385018,6385018,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:638,1603:45:16:710:3:6385,1603:45:16:710:4:6385018,018,ZA6385018,,,,Ramotshere Moiloa,ZA6385,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6385019,6385019,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:638,1603:45:16:710:3:6385,1603:45:16:710:4:6385019,019,ZA6385019,,,,Ramotshere Moiloa,ZA6385,Ngaka Modiri Molema,ZA638,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6392001,6392001,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:639,1603:45:16:710:3:6392,1603:45:16:710:4:6392001,001,ZA6392001,,,,Naledi,ZA6392,Dr Ruth Segomotsi Mompati,ZA639,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6392002,6392002,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:639,1603:45:16:710:3:6392,1603:45:16:710:4:6392002,002,ZA6392002,,,,Naledi,ZA6392,Dr Ruth Segomotsi Mompati,ZA639,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6392003,6392003,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:639,1603:45:16:710:3:6392,1603:45:16:710:4:6392003,003,ZA6392003,,,,Naledi,ZA6392,Dr Ruth Segomotsi Mompati,ZA639,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6392004,6392004,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:639,1603:45:16:710:3:6392,1603:45:16:710:4:6392004,004,ZA6392004,,,,Naledi,ZA6392,Dr Ruth Segomotsi Mompati,ZA639,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6392005,6392005,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:639,1603:45:16:710:3:6392,1603:45:16:710:4:6392005,005,ZA6392005,,,,Naledi,ZA6392,Dr Ruth Segomotsi Mompati,ZA639,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6392006,6392006,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:639,1603:45:16:710:3:6392,1603:45:16:710:4:6392006,006,ZA6392006,,,,Naledi,ZA6392,Dr Ruth Segomotsi Mompati,ZA639,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6392007,6392007,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:639,1603:45:16:710:3:6392,1603:45:16:710:4:6392007,007,ZA6392007,,,,Naledi,ZA6392,Dr Ruth Segomotsi Mompati,ZA639,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6392008,6392008,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:639,1603:45:16:710:3:6392,1603:45:16:710:4:6392008,008,ZA6392008,,,,Naledi,ZA6392,Dr Ruth Segomotsi Mompati,ZA639,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6392009,6392009,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:639,1603:45:16:710:3:6392,1603:45:16:710:4:6392009,009,ZA6392009,,,,Naledi,ZA6392,Dr Ruth Segomotsi Mompati,ZA639,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6392010,6392010,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:639,1603:45:16:710:3:6392,1603:45:16:710:4:6392010,010,ZA6392010,,,,Naledi,ZA6392,Dr Ruth Segomotsi Mompati,ZA639,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6393001,6393001,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:639,1603:45:16:710:3:6393,1603:45:16:710:4:6393001,001,ZA6393001,,,,Mamusa,ZA6393,Dr Ruth Segomotsi Mompati,ZA639,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:6393002,6393002,1603:45:16:710:0,1603:45:16:710:1:6,1603:45:16:710:2:639,1603:45:16:710:3:6393,1603:45:16:710:4:6393002,002,ZA6393002,,,,Mamusa,ZA6393,Dr Ruth Segomotsi Mompati,ZA639,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
