#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+ix_wikiq,#item+rem+i_qcc+is_zxxx+ix_wikip402,#item+rem+i_qcc+is_zxxx+ix_wikip1566,#item+rem+i_qcc+is_zxxx+ix_wikip1937,#item+rem+i_qcc+is_zxxx+ix_wikip6555,#item+rem+i_qcc+is_zxxx+ix_wikip8119
2909505,Q1795391,362301,6316951,,34894,
2909604,Q578451,362358,3465184,,34916,
2909703,Q1761896,362398,6316963|6320827,,34932,
2909802,Q1648067,362417,6320828|3465105,,34959,
2909901,Q677518,362445,3401331|6320829,,34975,
2910008,Q776188,362464,6316993,,34991,
2910057,Q1761912,362483,6319075,,30872,
2910107,Q963778,362494,3464574,,35017,
2910206,Q1761928,362500,3464549,,35033,
2910305,Q1772552,362516,6317058,,35050,
2910404,Q1795353,363257,6320833,,35076,
2910503,Q1806968,362182,3464100|6320834,,35092,
2910602,Q1772504,362164,3463920|6320835,,35114,
2910701,Q2013802,362204,6320836|3463698,,35130,
2910727,Q1796277,362213,3463690|6320837,,30058,
2910750,Q1808436,362214,3463590|6320838,,30899,
2910776,Q1762060,362219,6317128,,35149,
2910800,Q194343,362294,3463478,,35157,
2910859,Q2019006,362310,6320841,,30910,
2910909,Q1761918,362297,3463330,,35173,
2911006,Q1761890,362328,3463251,,35190,
2911105,Q1762128,362454,3463124|6320844,,35211,
2911204,Q727944,362436,3462601|6320845,,35238,
2911253,Q1795321,362447,3462513|6320846,,30937,
2911303,Q1795290,362541,3462473,,35254,
2911402,Q632744,363220,6324224|3398923,,35270,
2911501,Q1762146,362509,3462341,,35297,
2911600,Q1761869,362514,6317218,,35319,
2911659,Q1796414,362520,3461984,,30953,
2911709,Q786924,362502,6320851|3461973,,35335,
2911808,Q1798829,362191,6317238,,35351,
2911857,Q2019055,362199,6320853,,30970,
2911907,Q1762080,362152,3461638|6319077,,35378,
2912004,Q1800654,362141,3461610,,35394,
2912103,Q741470,362342,6320855|3461606,,35416,
2912202,Q968962,362296,3461604,,35432,
2912301,Q1795367,362251,3461602|6320857,,35459,
2912400,Q1798809,362237,3461592|6320858,,35475,
2912509,Q1800648,362460,3461589,,35513,
2912608,Q1772606,362459,3461585,,35530,
2912707,Q1647812,362356,6320861|3461572,,35556,
2912806,Q985979,362400,3461571,,35572,
2912905,Q1772538,362420,3461565|6320863,,35599,
2913002,Q1798843,362524,3461556,,35610,
2913101,Q1795384,362531,3461539,,35637,
2913200,Q1761863,362489,6320866|3461525,,35653,
2913309,Q1795380,362495,6320867|3461512,,35670,
2913408,Q1795332,362501,3461503,,35696,
2913457,Q1795302,362194,3461488,,35700,
2913507,Q1762385,362233,3461469|6320870,,35718,
2913606,Q373705,362159,3461408|6320871,,35734,
2913705,Q589992,362318,3461224|6320872,,35750,
2913804,Q605861,362339,3461137,,35777,
2913903,Q1625857,362327,3461129,,35793,
2914000,Q2026825,362292,3461124|6320875,,35815,
2914109,Q526769,362293,3461063,,35831,
2914208,Q1795122,362267,3461045,,35858,
2914307,Q1795815,362486,3461043,,35874,
2914406,Q1795271,362536,6320879,,35890,
2914505,Q1648734,362522,3461022,,35912,
2914604,Q1762180,362528,3461013|6320881,,35939,
2914653,Q1798824,362426,6317308,,35947,
2914703,Q1800730,362389,3460966|6320883,,35955,
2914802,Q460750,362360,3460949,,35971,
2914901,Q985513,362452,6320885|3460940,,35998,
2915007,Q509976,362443,3460908,,36013,
2915106,Q1795795,362433,3460907|6320887,,36030,
2915205,Q782196,362432,3460837|6320888,,36056,
2915304,Q1795765,362265,6317312,,36072,
2915353,Q1800628,362324,6317314,,36080,
2915403,Q1762055,362307,6317321,,36099,
2915502,Q1772508,362308,3460831|6320892,,36110,
2915601,Q943536,362223,3460826|6320893,,36137,
2915700,Q1647799,362216,3460818,,36153,
2915809,Q686304,362203,3460813|6320895,,36170,
2915908,Q965644,362480,3460796,,36196,
2916005,Q1795733,362523,3460785|6320897,,36218,
2916104,Q1772662,362508,3460764|6320898,,36234,
2916203,Q1796349,362511,6320899|3460759,,36250,
2916302,Q966857,362535,3460755,,36277,
2916401,Q921827,362397,3460730|6320901,,36293,
2916500,Q1795161,363164,3460707|6324323,,36315,
2916609,Q583180,362449,3460686,,36331,
2916708,Q686137,362431,3460643,,36358,
2916807,Q1795784,362950,3460622|6320904,,36374,
2916856,Q1795128,362258,6317335,,36382,
2916906,Q609737,362283,3460549|6320906,,36390,
2917003,Q1807777,362320,3460548,,36412,
2917102,Q1798854,362326,3460542|6320908,,36439,
2917201,Q1795113,362138,3460531|6320909,,36455,
2917300,Q1795108,362154,3460530,,36471,
2917334,Q1795133,362865,3460508,,30660,
2917359,Q2027295,362185,6317345|6320911,,30678,
2917409,Q683315,362900,3460434,,36498,
2917508,Q1798719,362547,3460344|6320913,,36510,
2917607,Q733973,362513,3460242,,36536,
2917706,Q1070926,362506,6320915|3460225,,36552,
2917805,Q1761843,362470,3460204,,36579,
2917904,Q1999691,362465,3460171|6320917,,36595,
2918001,Q630203,362410,3459943,,36617,
2918100,Q1761820,363267,3459922|6320919,,36633,
2918209,Q1795144,362331,3459884,,36650,
2918308,Q1798820,362329,3459876|6320921,,36676,
2918357,Q1795137,362345,6317388,,30996,
2918407,Q753044,362302,3397154,,36692,
2918456,Q1795150,362269,6317399,,36706,
2918506,Q1431410,362263,6317411|6320925,,36714,
2918555,Q338795,362295,6320926,,30694,
2918605,Q935612,362288,6320927,,36730,
2918704,Q1795742,362246,6317416,,36757,
2918753,Q1794388,362260,3459147,,36765,
2918803,Q1793368,362187,6320929|3459084,,36773,
2918902,Q988768,362160,3458969,,36790,
2919009,Q1761765,362179,3458966,,36811,
2919058,Q1794888,362145,3458945,,36820,
2919108,Q1794383,362153,3458889,,36838,
2919157,Q1761847,362157,3458817|6320934,,39730,
2919207,Q905164,362529,6320935|6317464,,36854,
2919306,Q1762223,362510,3458651|6320936,,36870,
2919405,Q1793470,362546,3458604,,36897,
2919504,Q1793460,362477,3458481|6320938,,36919,
2919553,Q1808537,362476,6324151,,30007,
2919603,Q1761781,362488,3458261,,36935,
2919702,Q1794428,362434,6320940,,36951,
2919801,Q776627,362466,3458237|6320941,,36978,
2919900,Q1793587,362456,3395954,,36994,
2919926,Q985510,362461,3458161|6320942,,39748,
2919959,Q1794883,362375,3458148,,39756,
2920007,Q1794943,363087,3458136,,37010,
2920106,Q1795253,362415,3458134|6320945,,37036,
2920205,Q743654,363142,3458112|6320946,,37052,
2920304,Q1794419,362391,3458103,,37079,
2920403,Q1772681,362407,6317521,,37095,
2920452,Q1761788,363021,3457943,,39772,
2920502,Q1795100,362311,3457854,,37117,
2920601,Q1761467,362336,3457850|6320951,,37133,
2920700,Q2028783,362240,3457818|6320952,,37150,
2920809,Q1794252,362241,6317539,,37176,
2920908,Q956401,362275,3457566|6320954,,37192,
2921005,Q648152,362286,6320955|3457528,,37214,
2921054,Q2021098,362192,6320956|3457473,,37222,
2921104,Q1794359,362224,6320957|3457360,,37230,
2921203,Q1793651,362151,6320958|3457202,,37257,
2921302,Q1807019,362150,6324259|3456224,,37273,
2921401,Q677956,362166,3457105,,37290,
2921450,Q1794459,362178,6320960,,37303,
2921500,Q1808562,362184,6320961|3456820,,37311,
2921609,Q1794435,362188,3456751,,37338,
2921708,Q1807821,362230,6320963|3456696,,37354,
2921807,Q1793482,362932,3456647,,37370,
2921906,Q1762166,362235,3456602,,37397,
2922003,Q1761474,362172,3456593|6320966,,37419,
2922052,Q1794935,362167,3456566,,37427,
2922102,Q1984590,362309,3456559|6320968,,37435,
2922201,Q1793732,362325,6320969,,37451,
2922250,Q1793568,362242,8441148,,37460,
2922300,Q988684,362238,3456485|6320970,,37478,
2922409,Q975660,362270,6320971|3456450,,37494,
2922508,Q1808393,362266,3456366|6320972,,37516,
2922607,Q1809660,362430,3456292|6319081,,37532,
2922656,Q1793758,362462,3456270,,39799,
2922706,Q1807966,362455,3456187,,37559,
2922730,Q1806993,362373,6317736|6320974,,37567,
2922755,Q1762106,362365,3456161,,39969,
2922805,Q1795079,362385,3456150,,37575,
2922854,Q1794393,362386,6317762,,37583,
2922904,Q1772518,362363,6320978|3456115,,37591,
2923001,Q1794050,362416,6319083|3456102,,37613,
2923035,Q609691,362421,6317786|6320979,,39942,
2923050,Q1762358,362418,6317806,,37621,
2923100,Q1648508,362399,3455913|6320981,,37630,
2923209,Q1795068,362401,3455903,,37656,
2923308,Q1793921,362525,3455742,,37672,
2923357,Q943355,362530,6317833,,37680,
2923407,Q1793599,362552,3455447|6320984,,37699,
2923506,Q924839,362532,6320985|3455406,,37710,
2923605,Q1793379,362482,6320986|3455082,,37737,
2923704,Q1793885,362479,6320987|3455029,,37753,
2923803,Q1761881,363192,3454968|6320988,,37770,
2923902,Q1772557,362473,6320989|3454743,,37796,
2924009,Q956008,363210,3392734|6324325,,37818,
2924058,Q1762483,362496,3454614,,39810,
2924108,Q1795191,362493,3454509,,37834,
2924207,Q928887,363203,6317914,,37850,
2924306,Q1794925,362209,3453984,,37877,
2924405,Q1793323,362236,3453906,,37893,
2924504,Q1793873,362197,3453858,,37915,
2924603,Q1794448,362208,3453827|6320996,,37931,
2924652,Q1807758,362206,3453712,,39837,
2924678,Q1807812,362202,3453623,,37940,
2924702,Q1794920,362175,3453498,,37958,
2924801,Q1807706,362180,3453494|6321000,,37974,
2924900,Q1793630,362181,6317988,,37990,
2925006,Q1807747,362137,6321002|6317991,,38016,
2925105,Q1793430,362136,6319085|3453337,,38032,
2925204,Q1794165,362140,3453286|6321003,,38059,
2925253,Q1935495,362143,3453025|6321004,,38067,
2925303,Q499922,362341,3452640,,38075,
2925402,Q1793451,362340,3452548,,38091,
2925501,Q1807887,362298,6324230,,38113,
2925600,Q1807030,362319,6318055|6321007,,38130,
2925709,Q1772530,362321,6318056,,38156,
2925758,Q1796453,362284,6319086,,38164,
2925808,Q1808402,362243,3452085|6321009,,38172,
2925907,Q1793720,362253,3452029|6321010,,38199,
2925931,Q1811500,362469,6321011,,39845,
2925956,Q733562,362444,6318100,,39853,
2926004,Q1794265,362435,3390682,,38210,
2926103,Q1793610,362441,3451522,,38237,
2926202,Q1762348,362419,6321015|3451478,,38253,
2926301,Q1794367,362424,6321016|3451474,,38270,
2926400,Q2013792,362427,3451448|6321017,,38296,
2926509,Q1761834,362395,3451311,,38318,
2926608,Q1793776,362396,6321019|3451383,,38334,
2926657,Q775530,362404,3458740|6321020,,38342,
2926707,Q1649466,362406,6321021|3451192,,38350,
2926806,Q2345752,362402,6321022,,38377,
2926905,Q582989,362403,3451166|6321023,,38393,
2927002,Q965807,363121,6324326|3451071,,38415,
2927101,Q1795086,363122,3390220|6324327,,38431,
2927200,Q1807858,362368,3450832|6321024,,38458,
2927309,Q1907408,362376,3450661,,38474,
2927408,Q36947,362362,3450554,,38490,
2927507,Q2027840,362549,6321027|3455638,,38512,
2927606,Q1808347,362548,3389707|6321028,,38539,
2927705,Q993466,362537,6321029|3450288,,38555,
2927804,Q1761901,362539,3450282,,38571,
2927903,Q512109,362534,6321031|3450202,,38598,
2928000,Q1793861,362526,3450157|6321032,,38610,
2928059,Q1808500,362519,6321033|6318262,,39870,
2928109,Q1761852,362499,3450063|6319087,,38636,
2928208,Q2018997,362472,3450036|6319088,,38652,
2928307,Q1795202,362144,3449923,,38679,
2928406,Q1795224,362841,3461591,,35491,
2928505,Q1795259,362147,3449765|6321036,,38695,
2928604,Q739789,362158,3449720|6321037,,38717,
2928703,Q1764163,362169,3449521,,38733,
2928802,Q1794190,362170,6321039|3449467,,38750,
2928901,Q1761582,362171,6321040|3449304,,38776,
2928950,Q2019014,362161,6321041,,38806,
2929008,Q1939306,362162,6321042|3449212,,38792,
2929057,Q1794977,362177,6318415,,38822,
2929107,Q1794400,362176,3449194|6321044,,38814,
2929206,Q1648073,362195,6321045,,38830,
2929255,Q2019037,362198,6321046|3462759,,39896,
2929305,Q1793783,362196,3449055|6321047,,38857,
2929354,Q1647816,362193,6318488,,39926,
2929370,Q1807737,362186,6321049,,38865,
2929404,Q1794868,362200,3448458,,38873,
2929503,Q1793748,362221,3448219|6321051,,38890,
2929602,Q1793944,362226,3448075,,38911,
2929701,Q939237,362225,3447965,,38938,
2929750,Q1793933,362228,3447961|6321054,,38946,
2929800,Q2247752,362227,6321055,,38954,
2929909,Q1794971,362215,3447928|6321056,,38970,
2930006,Q1762159,362210,6318640,,38997,
2930105,Q1808316,362211,3447839|6321058,,39012,
2930154,Q600869,362212,6321059,,39047,
2930204,Q1793620,362250,6318662,,39039,
2930303,Q1794876,362252,6318675|6321061,,39055,
2930402,Q1793663,362254,3447708|6321062,,39071,
2930501,Q1008215,362261,3447690|6319178,,39098,
2930600,Q1807060,362268,3447670,,39110,
2930709,Q1645080,362276,6318694,,39136,
2930758,Q934110,362274,3447509,,39144,
2930766,Q1762134,362272,3447505,,39900,
2930774,Q646901,362271,6321067|3387305,,39985,
2930808,Q1793851,362280,6318717,,39152,
2930907,Q1761827,362279,6318730,,39179,
2931004,Q22062867,362278,6321069,,39195,
2931053,Q1793296,362282,3446947,,39918,
2931103,Q1793683,362281,3446943,,39217,
2931202,Q22062864,362303,3446881|6321072,,39233,
2931301,Q22062863,362304,6321073|3446866,,39250,
2931350,Q282335,362323,6318755|6321074,,39934,
2931400,Q22062859,362330,6321075,,39276,
2931509,Q1794862,362334,6318761,,39292,
2931608,Q1761874,362379,6318762,,39314,
2931707,Q22062856,362380,6321078|3446599,,39330,
2931806,Q22060578,362381,6319089|3446198,,39357,
2931905,Q22062855,362383,3445983|6321079,,39373,
2932002,Q22062854,362384,3385883|6321080,,39390,
2932101,Q22062853,362388,6321081|3445854,,39411,
2932200,Q1762068,362366,3445853|6321082,,39438,
2932309,Q22062851,362364,3445849|6321083,,39454,
2932408,Q1761773,362369,3445821,,39470,
2932457,Q1794957,362367,3445802,,39489,
2932507,Q22060576,362377,6319091|3445781,,39497,
2932606,Q1793579,362374,3445728,,39519,
2932705,Q22062848,362355,6321086,,39535,
2932804,Q22062847,362359,6321087|3445651,,39551,
2932903,Q1010498,362350,3445597|6321088,,39578,
2933000,Q22062845,362349,6321089|3445594,,39594,
2933059,Q1793392,362348,3445528,,39977,
2933109,Q1807715,362347,3445453,,39616,
2933158,Q1807767,362352,3445448,,39950,
2933174,Q1794173,362351,3445443,,39624,
2933208,Q22062840,362428,6321094|3465813,,39632,
2933257,Q631107,362422,6321095,,39640,
2933307,Q22062839,362423,3444914|6321096,,39659,
2933406,Q22062838,362425,6321097|3444859,,39675,
2933455,Q596359,362412,3445571,,39993,
2933505,Q580244,362411,6318962,,39691,
2933604,Q1762114,362414,3444823|6321100,,39713,
3100104,Q582223,314663,6321101,,40010,
3100203,Q1615444,314752,3473267|6321102,,40037,
3100302,Q1749816,314808,6321103,,40053,
3100401,Q1749743,314830,3473220,,40070,
3100500,Q1791887,314852,6321105|3473183,,40096,
3100609,Q2059260,314970,3473086|6321106,,40118,
3100708,Q1756079,314996,3473030,,40134,
3100807,Q691275,314972,3472926,,40150,
3100906,Q1756605,315023,3472864|6321109,,40177,
3101003,Q1756246,315192,3472848|6321110,,40193,
3101102,Q1650790,315202,6321111,,40215,
3101201,Q1749739,315278,3472798,,40231,
3101300,Q678420,315267,3472778|6321113,,40258,
3101409,Q986243,315351,6321114|3472749,,40274,
3101508,Q1756032,315404,3472609|6319092,,40290,
3101607,Q1755151,315442,3472603|6321115,,40312,
3101631,Q614671,315418,6316341,,40002,
3101706,Q979377,314588,3472520|6321117,,40339,
3101805,Q1792834,314616,3472511,,40355,
3101904,Q1757102,314787,6321119,,40371,
3102001,Q1756931,314716,3472487|6321120,,40398,
3102050,Q118945,314737,6321121|6316354,,41661,
3102100,Q1757130,314891,3472433,,40410,
3102209,Q22062812,314821,3472421|6321123,,40436,
3102308,Q370048,314946,3472406|6321124,,40452,
3102407,Q1756297,314911,6316374,,40479,
3102506,Q1793156,314941,3472308,,40495,
3102605,Q1754887,315087,6321127|3472254,,40517,
3102704,Q676007,315077,6316682,,40533,
3102803,Q503236,315199,3472245|6321129,,40550,
3102852,Q1756210,315168,6321130,,41688,
3102902,Q22062805,315163,3472031|6321131,,40576,
3103009,Q611911,315287,3472024|6321132,,40592,
3103108,Q1791977,315274,6321133,,40614,
3103207,Q1756217,315256,3471874,,40630,
3103306,Q968231,315433,3471851,,40657,
3103405,Q1749750,314720,3471846|6321135,,40673,
3103504,Q1637522,314597,3471830,,40690,
3103603,Q1756387,314582,3471807,,40711,
3103702,Q1749824,314651,6321138,,40738,
3103751,Q1756964,314674,3471796,,40029,
3103801,Q1793057,314915,3471794,,40754,
3103900,Q1756084,314958,3471694,,40770,
3104007,Q586057,314838,3471691,,40797,
3104106,Q1756612,314850,3471685,,40819,
3104205,Q22062794,314893,3471683|6321144,,40835,
3104304,Q1756284,315185,3471674|6321145,,40851,
3104403,Q1792090,315157,3471544,,40878,
3104452,Q1793027,315247,3471529,,41700,
3104502,Q617058,315064,3471522|6321148,,40894,
3104601,Q1756260,315366,3471369|6321149,,40916,
3104700,Q922716,315288,3471354,,40932,
3104809,Q1791783,315311,3471322,,40959,
3104908,Q947342,314765,3471208|6321151,,40975,
3105004,Q1756922,314751,6316483,,40991,
3105103,Q1756027,314592,6321153|3471005,,41017,
3105202,Q1756019,314949,3470937|6321154,,41033,
3105301,Q1756203,314978,3470920,,41050,
3105400,Q770910,314917,6321156|3470878,,41076,
3105509,Q1791836,314939,6316497,,41092,
3105608,Q807311,314887,6300604,,41114,
3105707,Q425598,314822,3470639,,41130,
3105905,Q1792962,314836,6321160|3470369,,41173,
3106002,Q1793085,315249,6316546,,41190,
3106101,Q1793075,315188,3461554,,41211,
3106200,Q42800,368782,3470127,,41238,
3106309,Q816123,315103,6321163|3470117,,41254,
3106408,Q1756538,315049,3470116,,41270,
3106507,Q1756010,315007,3470065,,41297,
3106606,Q1756857,315413,3470049,,41319,
3106655,Q1779991,315394,6316561,,41726,
3106705,Q737644,368812,3470044,,41335,
3106804,Q950047,315309,3470034,,41351,
3106903,Q1792282,315279,3470025|6321170,,41378,
3107000,Q1791946,315266,3469994,,41394,
3107109,Q22062767,314825,3469932|6321172,,41416,
3107208,Q1756950,314859,3469609,,41432,
3107307,Q1756928,314677,6321174,,41459,
3107406,Q891713,314732,3469516|6321175,,41475,
3107505,Q1791774,314795,3469455,,41491,
3107604,Q1793211,314767,3469435,,41513,
3107703,Q1754959,368781,3469430,,41530,
3107802,Q891733,315320,6321179|3469426,,41556,
3107901,Q784417,315349,3469414,,41572,
3108008,Q1805732,315412,6321181,,41599,
3108107,Q22062759,315425,3469331|6321182,,41610,
3108206,Q1792291,315036,6316624,,41637,
3108255,Q1791871,315171,6316626,,41742,
3108305,Q1792820,315242,3469169|6321185,,41653,
3108404,Q1756413,314894,6321186|3469140,,41670,
3108503,Q1749817,314812,3469132,,41696,
3108552,Q1792033,314931,6316645,,40045,
3108602,Q22062752,314660,6321189|3469057,,41718,
3108701,Q668048,314624,3469048,,41734,
3108800,Q252608,314589,3469043,,41750,
3108909,Q1749826,314781,3469033,,41777,
3109006,Q1751212,314762,6321193|3468894,,41793,
3109105,Q1792008,314742,3468869|6321194,,41815,
3109204,Q1756275,315331,3468864,,41831,
3109253,Q1793226,315336,6321195,,41769,
3109303,Q1792148,315293,6321196|3468732,,41858,
3109402,Q1792028,315097,6321197|3468720,,41874,
3109451,Q1756530,315196,6316671,,41785,
3109501,Q22062741,315232,6321199|3468607,,41890,
3109600,Q1792770,315161,6316679,,41912,
3109709,Q1756102,315174,3468445,,41939,
3109808,Q22062738,314942,6321202|3468435,,41955,
3109907,Q1792016,314919,6321203,,41971,
3110004,Q1755373,368794,3468327|6321204,,41998,
3110103,Q1791846,314947,3468245,,42013,
3110202,Q1756147,314842,3468123,,42030,
3110301,Q22062733,314816,3468104|6321207,,42056,
3110400,Q1756303,314871,3468028|6321208,,42072,
3110509,Q1754774,314740,3468023,,42099,
3110608,Q1756818,314705,6321210,,42110,
3110707,Q1754942,314793,3467952|6321211,,42137,
3110806,Q22062728,314776,6321212,,42153,
3110905,Q1780173,314622,6321213,,42170,
3111002,Q22062719,314604,6321214,,42196,
3111101,Q1756064,315415,3467860|6321215,,42218,
3111150,Q1792812,315273,3467797|6321216,,41807,
3111200,Q595804,315324,3467796,,42234,
3111309,Q581679,315308,3467770,,42250,
3111408,Q744740,315166,3467761,,42277,
3111507,Q585412,315215,6321220|3467688,,42293,
3111606,Q1791960,315234,3467680,,42315,
3111705,Q610966,315003,3467666|6321222,,42331,
3111804,Q22062710,315028,3467605|6321223,,42358,
3111903,Q1756972,315059,3467585,,42374,
3112000,Q1906206,315083,6324260,,42390,
3112059,Q22062707,314984,3467446|6321225,,41823,
3112109,Q742409,314969,3467326|6321226,,42412,
3112208,Q1792798,314957,3467309,,42439,
3112307,Q1756225,314918,3467305|6321228,,42455,
3112406,Q1791736,314889,3467301,,42471,
3112505,Q1792057,368826,3467280|6321230,,42498,
3112604,Q1791729,314857,3467263|6321231,,42510,
3112653,Q1791913,314832,6321232,,40061,
3112703,Q1791743,314779,6316788,,42536,
3112802,Q1257195,314748,3467241,,42552,
3112901,Q1756268,314730,3467123,,42579,
3113008,Q584168,314634,3467078|6321236,,42595,
3113107,Q1791921,314603,3467037,,42617,
3113206,Q1792927,315438,6321238|3467026,,42633,
3113305,Q1793063,315365,6321239|3467012,,42650,
3113404,Q905175,315301,6321240|3466988,,42676,
3113503,Q1756831,315235,3466975,,42692,
